country,countryISO,techSector,topic,indicator,category,unit,year,observations,value
Canada,CAN,Liquified gaseous fuel shipping,Patents,Detail,Transmission distribution,Number,2013,0,1
,WORLD,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2013,0,2516.239990234375
Sweden,SWE,Upstream,Patents,Total,Total,Number,2013,0,5.329999923706055
Korea,KOR,Upstream,Patents,Total,Total,Number,2013,0,20.75
Italy,ITA,Upstream,Patents,Total,Total,Number,2013,0,6.5
United Kingdom,GBR,Air - rail - marine,Patents,Detail,Clean Energy,Number,2013,0,85.18000030517578
Great Britain,GBN,Gas fuel pipelines,Patents,Detail,Transmission distribution,Number,2013,0,1
Germany,DEU,Processing and downstream,Patents,Total,Total,Number,2013,0,136.25
United Kingdom,GBR,Transmission and distribution,Patents,Total,Total,Number,2013,0,10.670000076293945
Israel,ISR,Solar,Patents,Detail,Clean Energy,Number,2013,0,13.430000305175781
India,IND,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2013,0,2
Korea,KOR,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2013,0,210.9499969482422
France,FRA,Solar,Patents,Detail,Clean Energy,Number,2013,0,146.9600067138672
Czech Republic,CZE,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2013,0,0.33000001311302185
Netherlands,NLD,Renewables,Patents,Detail,Clean Energy,Number,2013,0,5
Russian Federation,RUS,Oil refining,Patents,Detail,Processing downstream,Number,2013,0,11.369999885559082
Switzerland,CHE,Air - rail - marine,Patents,Detail,Clean Energy,Number,2013,0,0.12999999523162842
Saudi Arabia,SAU,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2013,0,4.480000019073486
France,FRA,Liquified gaseous fuel shipping,Patents,Detail,Transmission distribution,Number,2013,0,3
India,IND,e-Mobility,Patents,Detail,Clean Energy,Number,2013,0,6.5
India,IND,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2013,0,34.33000183105469
United States,USA,Solid fuel conditioning,Patents,Detail,Processing downstream,Number,2013,0,1
Sweden,SWE,Building energy efficiency,Patents,Detail,Clean Energy,Number,2013,0,40.5
Great Britain,GBN,Gas conditioning,Patents,Detail,Processing downstream,Number,2013,0,6.199999809265137
Brazil,BRA,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2013,0,9.710000038146973
Norway,NOR,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2013,0,3
Sweden,SWE,Nuclear,Patents,Detail,Clean Energy,Number,2013,0,2.1700000762939453
Germany,DEU,Other renewables,Patents,Detail,Clean Energy,Number,2013,0,33.93000030517578
Spain,ESP,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2013,0,1
Norway,NOR,Upstream,Patents,Total,Total,Number,2013,0,67.83000183105469
,WORLD,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2013,0,224.6699981689453
People's Republic of China,CHN,Oil refining,Patents,Detail,Processing downstream,Number,2013,0,51.290000915527344
Chinese Taipei,TWN,Renewables,Patents,Detail,Clean Energy,Number,2013,0,6
Ireland,IRL,Solar,Patents,Detail,Clean Energy,Number,2013,0,6.670000076293945
France,FRA,Air - rail - marine,Patents,Detail,Clean Energy,Number,2013,0,200.02999877929688
Czech Republic,CZE,Upstream,Patents,Total,Total,Number,2013,0,0.6700000166893005
India,IND,Clean energy patents,Patents,Total,Total,Number,2013,0,159.69000244140625
Mexico,MEX,Other renewables,Patents,Detail,Clean Energy,Number,2013,0,1
Canada,CAN,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2013,0,18.329999923706055
India,IND,Solar,Patents,Detail,Clean Energy,Number,2013,0,8.0600004196167
Denmark,DNK,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2013,0,6
Chinese Taipei,TWN,Grid,Patents,Detail,Clean Energy,Number,2013,0,4
United Kingdom,GBR,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2013,0,13.5
Australia,AUS,Air - rail - marine,Patents,Detail,Clean Energy,Number,2013,0,4.139999866485596
Brazil,BRA,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2013,0,1
,WORLD,Building energy efficiency,Patents,Detail,Clean Energy,Number,2013,0,3108.590087890625
Saudi Arabia,SAU,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2013,0,3
,WORLD,Gaseous fuel distribution,Patents,Detail,Transmission distribution,Number,2013,0,38.5
France,FRA,Building energy efficiency,Patents,Detail,Clean Energy,Number,2013,0,104.5
India,IND,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2013,0,8.75
Japan,JPN,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2013,0,35.599998474121094
Netherlands,NLD,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2013,0,4.670000076293945
Singapore,SGP,Building energy efficiency,Patents,Detail,Clean Energy,Number,2013,0,9.5
Belgium,BEL,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2013,0,0.6000000238418579
Spain,ESP,Air - rail - marine,Patents,Detail,Clean Energy,Number,2013,0,14.329999923706055
Belgium,BEL,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2013,0,1
Germany,DEU,Nuclear,Patents,Detail,Clean Energy,Number,2013,0,24.440000534057617
Korea,KOR,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2013,0,23.829999923706055
Korea,KOR,Solar,Patents,Detail,Clean Energy,Number,2013,0,426.9700012207031
Singapore,SGP,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2013,0,2
United States,USA,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2013,0,69.5
Italy,ITA,Nuclear,Patents,Detail,Clean Energy,Number,2013,0,2
Japan,JPN,Grid,Patents,Detail,Clean Energy,Number,2013,0,112
Finland,FIN,Gaseous fuel distribution,Patents,Detail,Transmission distribution,Number,2013,0,6
United States,USA,e-Mobility,Patents,Detail,Clean Energy,Number,2013,0,468.57000732421875
Brazil,BRA,Bioenergy,Patents,Detail,Clean Energy,Number,2013,0,13
Turkiye,TUR,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2013,0,1.1200000047683716
Switzerland,CHE,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2013,0,1
Japan,JPN,Solid fuel conditioning,Patents,Detail,Processing downstream,Number,2013,0,4
Netherlands,NLD,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2013,0,0.44999998807907104
Chinese Taipei,TWN,Total - all technologies,Patents,,,Number,2013,0,12775.259765625
Finland,FIN,Total - all technologies,Patents,,,Number,2013,0,2545.110107421875
People's Republic of China,CHN,Processing and downstream,Patents,Total,Total,Number,2013,0,101.93000030517578
India,IND,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2013,0,79.79000091552734
Singapore,SGP,Oil refining,Patents,Detail,Processing downstream,Number,2013,0,0.6700000166893005
France,FRA,Bioenergy,Patents,Detail,Clean Energy,Number,2013,0,36.25
Switzerland,CHE,Nuclear,Patents,Detail,Clean Energy,Number,2013,0,2
Germany,DEU,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2013,0,19.530000686645508
Austria,AUT,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2013,0,1
Great Britain,GBN,Fossil fuel patents,Patents,Total,Total,Number,2013,0,130.3000030517578
Canada,CAN,Fossil fuel patents,Patents,Total,Total,Number,2013,0,98.62999725341797
Austria,AUT,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2013,0,2
Australia,AUS,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2013,0,2
Czech Republic,CZE,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2013,0,1.8600000143051147
Japan,JPN,Gaseous fuel distribution,Patents,Detail,Transmission distribution,Number,2013,0,6
Great Britain,GBN,Solid fuel conditioning,Patents,Detail,Processing downstream,Number,2013,0,1
Czech Republic,CZE,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2013,0,1
Sweden,SWE,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2013,0,2
Singapore,SGP,Total - all technologies,Patents,,,Number,2013,0,780.8300170898438
Poland,POL,Total - all technologies,Patents,,,Number,2013,0,674.8300170898438
Great Britain,GBN,Total - all technologies,Patents,,,Number,2013,0,8621.66015625
Korea,KOR,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2013,0,24
United States,USA,Renewables,Patents,Detail,Clean Energy,Number,2013,0,22.110000610351562
People's Republic of China,CHN,Renewables,Patents,Detail,Clean Energy,Number,2013,0,27
Japan,JPN,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2013,0,2
Norway,NOR,Processing and downstream,Patents,Total,Total,Number,2013,0,8
Belgium,BEL,Wind,Patents,Detail,Clean Energy,Number,2013,0,7.079999923706055
India,IND,Coal-to-gas,Patents,Detail,Processing downstream,Number,2013,0,5.329999923706055
Belgium,BEL,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2013,0,0.33000001311302185
Canada,CAN,Grid,Patents,Detail,Clean Energy,Number,2013,0,11.5
Korea,KOR,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2013,0,18
Germany,DEU,Transmission and distribution,Patents,Total,Total,Number,2013,0,22.670000076293945
,WORLD,Liquid fuel pipelines,Patents,Detail,Transmission distribution,Number,2013,0,13
Israel,ISR,Bioenergy,Patents,Detail,Clean Energy,Number,2013,0,3
Italy,ITA,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2013,0,26.65999984741211
Brazil,BRA,Oil refining,Patents,Detail,Processing downstream,Number,2013,0,6
Korea,KOR,Clean energy patents,Patents,Total,Total,Number,2013,0,2418.449951171875
United States,USA,Gas conditioning,Patents,Detail,Processing downstream,Number,2013,0,50.630001068115234
Netherlands,NLD,Transmission and distribution,Patents,Total,Total,Number,2013,0,5.5
Saudi Arabia,SAU,Oil refining,Patents,Detail,Processing downstream,Number,2013,0,13.260000228881836
Mexico,MEX,Solar,Patents,Detail,Clean Energy,Number,2013,0,1.75
Israel,ISR,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2013,0,48.209999084472656
,WORLD,Coal-to-liquids and gas-to-liquids,Patents,Detail,Processing downstream,Number,2013,0,38.33000183105469
United States,USA,Fossil fuel patents,Patents,Total,Total,Number,2013,0,2384
Poland,POL,Processing and downstream,Patents,Total,Total,Number,2013,0,1.5
Finland,FIN,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2013,0,60.459999084472656
Chinese Taipei,TWN,Transmission and distribution,Patents,Total,Total,Number,2013,0,1
Germany,DEU,Coal-to-gas,Patents,Detail,Processing downstream,Number,2013,0,67.66999816894531
Great Britain,GBN,Other renewables,Patents,Detail,Clean Energy,Number,2013,0,29.5
Israel,ISR,Wind,Patents,Detail,Clean Energy,Number,2013,0,1
Netherlands,NLD,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2013,0,8.829999923706055
Japan,JPN,Building energy efficiency,Patents,Detail,Clean Energy,Number,2013,0,791.8800048828125
Saudi Arabia,SAU,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2013,0,1
Chinese Taipei,TWN,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2013,0,5
Czech Republic,CZE,e-Mobility,Patents,Detail,Clean Energy,Number,2013,0,2
People's Republic of China,CHN,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2013,0,80.29000091552734
Turkiye,TUR,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2013,0,0.20000000298023224
Finland,FIN,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2013,0,1
Czech Republic,CZE,Air - rail - marine,Patents,Detail,Clean Energy,Number,2013,0,1
Belgium,BEL,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2013,0,15.5
Great Britain,GBN,Oil refining,Patents,Detail,Processing downstream,Number,2013,0,13.329999923706055
Poland,POL,Solar,Patents,Detail,Clean Energy,Number,2013,0,4.860000133514404
People's Republic of China,CHN,Energy efficiency,Patents,Detail,Clean Energy,Number,2013,0,39.75
Norway,NOR,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2013,0,14.920000076293945
Hong Kong,HKG,Processing and downstream,Patents,Total,Total,Number,2013,0,1
Denmark,DNK,Compressed gaseous fuel shipping,Patents,Detail,Transmission distribution,Number,2013,0,1
,WORLD,Total - all technologies,Patents,,,Number,2013,0,313171.1875
Hong Kong,HKG,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2013,0,1
Czech Republic,CZE,Total - all technologies,Patents,,,Number,2013,0,477.0299987792969
Denmark,DNK,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2013,0,6.5
Saudi Arabia,SAU,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2013,0,7.329999923706055
Australia,AUS,Other renewables,Patents,Detail,Clean Energy,Number,2013,0,6
Japan,JPN,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2013,0,165.8300018310547
Denmark,DNK,Bioenergy,Patents,Detail,Clean Energy,Number,2013,0,7.25
Canada,CAN,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2013,0,4
France,FRA,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2013,0,171.69000244140625
Finland,FIN,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2013,0,2
Czech Republic,CZE,Nuclear,Patents,Detail,Clean Energy,Number,2013,0,1
United States,USA,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2013,0,1634.18994140625
France,FRA,Grid,Patents,Detail,Clean Energy,Number,2013,0,20.420000076293945
United Kingdom,GBR,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2013,0,6
Korea,KOR,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2013,0,261.17999267578125
,WORLD,e-Mobility,Patents,Detail,Clean Energy,Number,2013,0,3825.820068359375
Belgium,BEL,Transmission and distribution,Patents,Total,Total,Number,2013,0,1
Belgium,BEL,Clean energy patents,Patents,Total,Total,Number,2013,0,70.62000274658203
India,IND,Processing and downstream,Patents,Total,Total,Number,2013,0,42.16999816894531
Switzerland,CHE,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2013,0,19.860000610351562
Japan,JPN,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2013,0,1340.1099853515625
Saudi Arabia,SAU,Fossil fuel patents,Patents,Total,Total,Number,2013,0,41.810001373291016
Germany,DEU,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2013,0,15
Russian Federation,RUS,Renewables,Patents,Detail,Clean Energy,Number,2013,0,2
Poland,POL,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2013,0,1
Germany,DEU,Upstream,Patents,Total,Total,Number,2013,0,47.83000183105469
Saudi Arabia,SAU,Total - all technologies,Patents,,,Number,2013,0,165.05999755859375
Hong Kong,HKG,Coal-to-gas,Patents,Detail,Processing downstream,Number,2013,0,1
Korea,KOR,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2014,0,60
Israel,ISR,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2014,0,6
Australia,AUS,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2014,0,1.2000000476837158
Korea,KOR,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2014,0,835.9600219726562
Italy,ITA,Building energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,36.5
Russian Federation,RUS,Gaseous fuel distribution,Patents,Detail,Transmission distribution,Number,2014,0,1
People's Republic of China,CHN,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2014,0,38
France,FRA,Renewables,Patents,Detail,Clean Energy,Number,2014,0,21.799999237060547
Chinese Taipei,TWN,Building energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,124.5199966430664
Singapore,SGP,Fossil fuel patents,Patents,Total,Total,Number,2014,0,29.329999923706055
France,FRA,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2014,0,15.800000190734863
Canada,CAN,Energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,2
Poland,POL,Oil refining,Patents,Detail,Processing downstream,Number,2014,0,5
Great Britain,GBN,Liquid fuel pipelines,Patents,Detail,Transmission distribution,Number,2014,0,1
United States,USA,Bioenergy,Patents,Detail,Clean Energy,Number,2014,0,84.83000183105469
Denmark,DNK,Grid,Patents,Detail,Clean Energy,Number,2014,0,0.25
France,FRA,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2014,0,27.170000076293945
People's Republic of China,CHN,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2014,0,52.25
United States,USA,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2014,0,28.420000076293945
United States,USA,Transmission and distribution,Patents,Total,Total,Number,2014,0,59.5
Korea,KOR,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2014,0,346.6099853515625
Turkiye,TUR,Oil refining,Patents,Detail,Processing downstream,Number,2014,0,2
United Kingdom,GBR,Wind,Patents,Detail,Clean Energy,Number,2014,0,59.279998779296875
Canada,CAN,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2014,0,2.130000114440918
Hong Kong,HKG,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,0.5
United Kingdom,GBR,Liquid fuel pipelines,Patents,Detail,Transmission distribution,Number,2014,0,1
People's Republic of China,CHN,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2014,0,10
United Kingdom,GBR,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2014,0,3.75
Hong Kong,HKG,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2014,0,0.33000001311302185
Germany,DEU,Clean energy patents,Patents,Total,Total,Number,2014,0,2273
Italy,ITA,Wind,Patents,Detail,Clean Energy,Number,2014,0,9
,WORLD,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2014,0,533
Austria,AUT,Clean energy patents,Patents,Total,Total,Number,2014,0,178.8000030517578
Germany,DEU,Wind,Patents,Detail,Clean Energy,Number,2014,0,189.72000122070312
Italy,ITA,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2014,0,2
Singapore,SGP,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2014,0,14.670000076293945
Finland,FIN,Gaseous fuel distribution,Patents,Detail,Transmission distribution,Number,2014,0,3
Brazil,BRA,Bioenergy,Patents,Detail,Clean Energy,Number,2014,0,6.5
Hong Kong,HKG,Air - rail - marine,Patents,Detail,Clean Energy,Number,2014,0,1
Hong Kong,HKG,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2014,0,1.75
Mexico,MEX,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2014,0,5
,WORLD,Wind,Patents,Detail,Clean Energy,Number,2014,0,1148.43994140625
Canada,CAN,Total - all technologies,Patents,,,Number,2014,0,3664.7099609375
Netherlands,NLD,Wind,Patents,Detail,Clean Energy,Number,2014,0,13.829999923706055
United Kingdom,GBR,Renewables,Patents,Detail,Clean Energy,Number,2014,0,14
India,IND,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2014,0,134.74000549316406
Great Britain,GBN,Coal-to-gas,Patents,Detail,Processing downstream,Number,2014,0,6.25
Mexico,MEX,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2014,0,1
Russian Federation,RUS,Oil refining,Patents,Detail,Processing downstream,Number,2014,0,16.329999923706055
Austria,AUT,Solar,Patents,Detail,Clean Energy,Number,2014,0,29.93000030517578
,WORLD,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2014,0,1045.4100341796875
Netherlands,NLD,Transmission and distribution,Patents,Total,Total,Number,2014,0,4.670000076293945
Russian Federation,RUS,Solar,Patents,Detail,Clean Energy,Number,2014,0,10.380000114440918
Spain,ESP,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2014,0,8
Germany,DEU,Oil refining,Patents,Detail,Processing downstream,Number,2014,0,60.7400016784668
Italy,ITA,Clean energy patents,Patents,Total,Total,Number,2014,0,135.3699951171875
Turkiye,TUR,Upstream,Patents,Total,Total,Number,2014,0,0.6499999761581421
Finland,FIN,Transmission and distribution,Patents,Total,Total,Number,2014,0,6
Sweden,SWE,Bioenergy,Patents,Detail,Clean Energy,Number,2014,0,10
Belgium,BEL,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2014,0,5
Russian Federation,RUS,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2014,0,13.020000457763672
Brazil,BRA,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2014,0,6
Japan,JPN,Oil refining,Patents,Detail,Processing downstream,Number,2014,0,26.5
Australia,AUS,Grid,Patents,Detail,Clean Energy,Number,2014,0,0.5
Russian Federation,RUS,Building energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,10.800000190734863
Poland,POL,Wind,Patents,Detail,Clean Energy,Number,2014,0,5
Korea,KOR,Transmission and distribution,Patents,Total,Total,Number,2014,0,22
India,IND,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,1.850000023841858
India,IND,Bioenergy,Patents,Detail,Clean Energy,Number,2014,0,2.25
Canada,CAN,Liquid fuel distribution (gas stations),Patents,Detail,Transmission distribution,Number,2014,0,1
,WORLD,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2014,0,207.49000549316406
Netherlands,NLD,Solid fuel conditioning,Patents,Detail,Processing downstream,Number,2014,0,1
Ireland,IRL,e-Mobility,Patents,Detail,Clean Energy,Number,2014,0,0.25
Switzerland,CHE,Energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,3.8299999237060547
Hungary,HUN,Other renewables,Patents,Detail,Clean Energy,Number,2014,0,2
People's Republic of China,CHN,Liquified gaseous fuel shipping,Patents,Detail,Transmission distribution,Number,2014,0,2
Austria,AUT,Grid,Patents,Detail,Clean Energy,Number,2014,0,3.3299999237060547
Hungary,HUN,Energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,1
People's Republic of China,CHN,Nuclear,Patents,Detail,Clean Energy,Number,2014,0,33
Denmark,DNK,Upstream,Patents,Total,Total,Number,2014,0,9
Chinese Taipei,TWN,Oil refining,Patents,Detail,Processing downstream,Number,2014,0,1
Japan,JPN,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2014,0,500.8800048828125
India,IND,Air - rail - marine,Patents,Detail,Clean Energy,Number,2014,0,6.090000152587891
United States,USA,Gas conditioning,Patents,Detail,Processing downstream,Number,2014,0,47.08000183105469
Singapore,SGP,Grid,Patents,Detail,Clean Energy,Number,2014,0,1
Turkiye,TUR,Wind,Patents,Detail,Clean Energy,Number,2014,0,2.5
Belgium,BEL,Air - rail - marine,Patents,Detail,Clean Energy,Number,2014,0,16.75
United States,USA,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2014,0,973.3499755859375
Japan,JPN,Coal-to-gas,Patents,Detail,Processing downstream,Number,2014,0,35
Czech Republic,CZE,Gas conditioning,Patents,Detail,Processing downstream,Number,2014,0,1
Ireland,IRL,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2014,0,0.33000001311302185
Switzerland,CHE,Building energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,30.34000015258789
Finland,FIN,Oil refining,Patents,Detail,Processing downstream,Number,2014,0,18.25
Great Britain,GBN,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2014,0,77.75
Great Britain,GBN,Liquified gaseous fuel shipping,Patents,Detail,Transmission distribution,Number,2014,0,2
France,FRA,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2014,0,60.4900016784668
Austria,AUT,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2014,0,31.1299991607666
Austria,AUT,Building energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,56.95000076293945
Belgium,BEL,e-Mobility,Patents,Detail,Clean Energy,Number,2014,0,3.8299999237060547
Sweden,SWE,Wind,Patents,Detail,Clean Energy,Number,2014,0,1.6699999570846558
France,FRA,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2014,0,57.9900016784668
United Kingdom,GBR,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2014,0,2.1700000762939453
Korea,KOR,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2014,0,19
Japan,JPN,Solid fuel conditioning,Patents,Detail,Processing downstream,Number,2014,0,2
People's Republic of China,CHN,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2014,0,954.5499877929688
Great Britain,GBN,Fossil fuel patents,Patents,Total,Total,Number,2014,0,142.30999755859375
Sweden,SWE,e-Mobility,Patents,Detail,Clean Energy,Number,2014,0,102
Mexico,MEX,Solar,Patents,Detail,Clean Energy,Number,2014,0,5.5
Chinese Taipei,TWN,Solar,Patents,Detail,Clean Energy,Number,2014,0,167.24000549316406
People's Republic of China,CHN,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2014,0,56
Japan,JPN,Gaseous fuel distribution,Patents,Detail,Transmission distribution,Number,2014,0,5
,WORLD,Gas fuel pipelines,Patents,Detail,Transmission distribution,Number,2014,0,10.5
Spain,ESP,Fossil fuel patents,Patents,Total,Total,Number,2014,0,13.75
Germany,DEU,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2014,0,242.39999389648438
India,IND,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2014,0,1.6699999570846558
Netherlands,NLD,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2014,0,5.369999885559082
Turkiye,TUR,Transmission and distribution,Patents,Total,Total,Number,2014,0,1
Spain,ESP,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2014,0,11.829999923706055
Saudi Arabia,SAU,Processing and downstream,Patents,Total,Total,Number,2014,0,19.170000076293945
Belgium,BEL,Nuclear,Patents,Detail,Clean Energy,Number,2014,0,0.25
Japan,JPN,Compressed gaseous fuel shipping,Patents,Detail,Transmission distribution,Number,2014,0,7
Finland,FIN,Wind,Patents,Detail,Clean Energy,Number,2014,0,5
Belgium,BEL,Bioenergy,Patents,Detail,Clean Energy,Number,2014,0,2.5799999237060547
Czech Republic,CZE,Bioenergy,Patents,Detail,Clean Energy,Number,2014,0,1
Poland,POL,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2014,0,1
Poland,POL,Other renewables,Patents,Detail,Clean Energy,Number,2014,0,6
India,IND,Fossil fuel patents,Patents,Total,Total,Number,2014,0,157.07000732421875
Israel,ISR,e-Mobility,Patents,Detail,Clean Energy,Number,2014,0,4
Russian Federation,RUS,Clean energy patents,Patents,Total,Total,Number,2014,0,105.44000244140625
Canada,CAN,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2014,0,15.920000076293945
Denmark,DNK,Other renewables,Patents,Detail,Clean Energy,Number,2014,0,1
Canada,CAN,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2014,0,0.5
France,FRA,Nuclear,Patents,Detail,Clean Energy,Number,2014,0,29.75
Korea,KOR,Air - rail - marine,Patents,Detail,Clean Energy,Number,2014,0,22
Netherlands,NLD,Fossil fuel patents,Patents,Total,Total,Number,2014,0,31.760000228881836
France,FRA,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,10.829999923706055
Sweden,SWE,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2014,0,9.079999923706055
Russian Federation,RUS,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2014,0,2.3299999237060547
Japan,JPN,Energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,46.66999816894531
Australia,AUS,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2014,0,5.5
