STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,TECH,Technology domain,UNIT_MEASURE,Unit of measure,SIZE,Family size,SEX,Sex,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,DEU,Germany,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2020,,4448.644047619,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,DEU,Germany,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2021,,2389.76666666663,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2000,,1276.87857142854,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2001,,1286.64999999996,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2002,,1432.40595238091,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2003,,1454.55714285709,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2004,,1765.87619047611,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2005,,1991.22261904754,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2006,,2029.94835164826,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2007,,2127.73928571419,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2008,,2210.24642857133,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2009,,2351.39325396817,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2010,,2411.84761904751,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2011,,2406.24523809512,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2012,,2311.14682539672,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2013,,2268.33789682531,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2014,,2250.07579365071,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2015,,2202.23214285706,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2016,,2148.09991299539,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2017,,2188.39472455639,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2018,,2303.98650793642,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2019,,2211.16431989053,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2020,,2257.70003607491,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2021,,2143.56111111102,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,AUS,Australia,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2000,,203.916666666661,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,AUS,Australia,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2001,,212.449999999994,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,AUS,Australia,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2002,,219.099999999997,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,AUS,Australia,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2003,,235.042857142851,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,AUS,Australia,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2004,,306.299999999991,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,AUS,Australia,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2005,,263.749999999997,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,AUS,Australia,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2006,,279.949999999993,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,AUS,Australia,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2007,,289.966666666653,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,AUS,Australia,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2008,,301.133333333325,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,AUS,Australia,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2009,,318.809523809512,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,AUS,Australia,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2010,,322.294444444434,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,AUS,Australia,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2011,,308.961111111097,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,AUS,Australia,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2012,,275.058333333327,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,AUS,Australia,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2013,,271.649999999993,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,AUS,Australia,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2014,,281.666666666659,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,AUS,Australia,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2015,,281.616666666658,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,AUS,Australia,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2016,,296.199999999995,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,AUS,Australia,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2017,,286.644444444439,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,AUS,Australia,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2018,,252.549999999992,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,AUS,Australia,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2019,,290.116666666663,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,AUS,Australia,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2020,,328.592857142851,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,AUS,Australia,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2021,,275.983333333331,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BRA,Brazil,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2000,,286.033333333319,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BRA,Brazil,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2001,,346.434523809507,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BRA,Brazil,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2002,,341.855952380937,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BRA,Brazil,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2003,,408.121428571412,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BRA,Brazil,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2004,,490.52619047617,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BRA,Brazil,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2005,,507.594047619024,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BRA,Brazil,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2006,,591.752380952357,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BRA,Brazil,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2007,,647.526190476164,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BRA,Brazil,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2008,,694.465476190452,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BRA,Brazil,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2009,,679.378968253935,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BRA,Brazil,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2010,,703.043253968221,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BRA,Brazil,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2011,,796.652380952337,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BRA,Brazil,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2012,,900.433333333298,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BRA,Brazil,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2013,,838.183333333302,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BRA,Brazil,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2014,,797.976190476157,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BRA,Brazil,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2015,,813.552380952355,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BRA,Brazil,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2016,,861.327994227971,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BRA,Brazil,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2017,,843.524999999976,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BRA,Brazil,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2018,,815.466666666642,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BRA,Brazil,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2019,,842.376190476157,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BRA,Brazil,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2020,,847.899999999972,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BRA,Brazil,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2021,,853.011904761873,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2000,,207.766666666664,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2001,,192.699999999996,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2002,,214.333333333326,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2003,,227.366666666662,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2004,,236.283333333331,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2005,,222.199999999996,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2006,,263.226190476184,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2007,,275.533333333325,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2008,,282.266666666658,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2009,,320.217857142845,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2010,,372.9611111111,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2011,,365.427777777765,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2012,,391.368253968239,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2013,,404.551190476179,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2014,,441.999999999987,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2015,,421.195238095233,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2016,,448.321428571419,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2017,,473.174999999989,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2018,,454.709523809517,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2019,,443.376190476182,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2020,,465.749999999992,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PATN,Patents,TWO,Two and greater,_Z,Not applicable,2021,,424.499999999996,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BEL,Belgium,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2000,,1513.03809523801,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BEL,Belgium,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2001,,1444.2499999999,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BEL,Belgium,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2002,,1501.50952380943,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BEL,Belgium,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2003,,1620.37738095225,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BEL,Belgium,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2004,,1791.71309523795,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BEL,Belgium,A,Annual,TOT,All technologies (total patents),PATN,Patents,TWO,Two and greater,_Z,Not applicable,2005,,1948.64289321774,,A,Normal value,0,Units,2,Two
