Unnamed: 0,Country,Country Code,Source NC#,Year,Policy Name,Policy Description,Link,Year: implementation,Year: decision,Year: end,Indicator database source
1809,Canada,CAN,,,Reduction of Carbon Dioxide Emissions from Coal-fired Generation of Electricity Regulations,"""The Regulations apply a stringent emissions intensity limit (performance standard) to new coal-fired electricity generation units and to old units that have reached the end of their useful life. The Regulations will ensure that coal-fired electricity generation in Canada operates as cleanly as high efficiency natural gas-fired electricity generation and that no new high-emitting coal-fired electricity units will be built in Canada.
Under the Regulations, the performance standard is set at the emissions intensity level of 420 tonnes CO2/gigawatt hours (GWh). The standard will address emissions of CO2 from the combustion of coal, coal derivatives (e.g., syngas) and petroleum coke (petcoke), and from all fuels burned in conjunction with any of the preceding fuel, except for biomass. The Regulations also contain flexibilities to maintain the integrity of the electricity system while still achieving the environmental objective of emission reductions."" (Canada's 6th National Report on Climate Change, 2014)
Planned target: Have no coal power capacity by 2029.",http://unfccc.int/files/national_reports/annex_i_natcom/submitted_natcom/application/pdf/nc6_can_resubmission_english.pdf,2019.0,2012.0,,Climate Policy Database
1815,Turkey,TUR,,,Electricity Market Licensing Regulation,,http://www.epdk.gov.tr/index.php/elektrik-piyasasi/mevzuat?id=1414,,2001.0,,Climate Policy Database
1816,Bulgaria,BGR,,,Renewable and Alternative energy sources and Biofuels Act,"This Act promotes the production and use of electrical, heating and/or cooling power generated from renewable and alternative energy sources, as well as the production and use of biofuels and other renewable fuels in the transport sector. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/4538-renewable-and-alternative-energy-sources-and-biofuels-act?country=Bulgaria&qs=bulgaria,,2007.0,,Climate Policy Database
1829,Australia,AUS,,,Solar Credits,,http://www.climatechange.gov.au/government/initiatives/renewable-target.aspx,,2009.0,2016.0,Climate Policy Database
1839,Brunei Darussalam,BRN,,,Energy White Paper and Renewable Energy Target,"The white paper sets strategic goals for the energy sector of the Brunei Darussalam and provides broad guidelines for achieving these targets in the form of key priority initiatives.
According to the whitepaper, Brunei Darussalam produced around 1,700 MWh from renewable energy sources in 2014 and plans to increase this to:
• 124,000 MWh by 2017, which will be 2.7% of the electricity generation mix.
• 954,000 MWh by 2035, which will be 10% of the electricity generation mix. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",http://www.des.gov.bn/SiteCollectionDocuments/Energy%20White%20Paper%202014(1).pdf,,2014.0,2035.0,Climate Policy Database
1845,Australia,AUS,,,Research and Development (R&D) Program,,https://www.aph.gov.au/About_Parliament/Parliamentary_Departments/Parliamentary_Library/pubs/rp/BudgetReview201415/RandD,,2014.0,,Climate Policy Database
1856,Norway,NOR,,,White Paper on Energy Supply,"This policy encourages increased efforts to prepare a more environmentally friendly energy system, e.g., by stimulating investments in infrastructure for district heating and increased efforts to modernise and upgrade hydropower plants. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/4043-white-paper-on-energy-supply?country=Norway&page=2&qs=norway,,2003.0,,Climate Policy Database
1865,India,IND,,,Rajasthan Solar Policy,"The state of Rajasthan is endowed with the highest radiation levels in India and implemented the Solar Policy to harness great untapped resources and meet its Renewable Portfolio Standard requirements. The state targets the installation of 1 to 1.2 GW of solar capacity by 2022, seeks to enhance energy security, create jobs in the solar manufacturing and become a main exporter of renewable power to third party and neighboring states. To reach such targets, the solar policy includes a combination of support tools: First, power producers are exempted from electricity duty on the energy they consume and can apply for incentives under the Industry Scheme. Producers of solar thermal energy are granted access to the water quantity required for generation by local authorities and solar power will be guaranteed grid access under both the Indian Solar Mission and the Rajasthan Solar policy. The solar policy seeks to widespread the installation of solar water heating systems on all industrial buildings where hot water is required, large residential buildings, government and private hospitals, hotels and swimming pools. Solar steam systems in residential institutions and hospitals will also be supported. Second, the solar policy creates the RE infrastructure Development Fund to finance transmission network extension, road construction and ease the integration of RE generation. Such Fund will be financed by the collection of a development charge of INR. 10 Lacs per MW installed transfered to the Rajasthan Renewable Energy Corporation. The policy also provides for the regulation framework to develop solar parks larger than 1, 000 MW capacity. Such Parks will include Solar Power Plants, Manufacturing Zones, R & D and Training Centres. Third, the Solar Policy creates the Solar Research Center of excellence. The solar policy will fulfill Rajasthan s engagements in the National Solar Mission -install 66 MW of solar capacity- and install additional capacity following a competitive bidding process. Central government will tender 50 MW of solar PV and 50 MW of solar thermal and best bidders will be guaranteed a fixed price by Discoms of Rajasthan. Moreover, the policy will promote the installation of solar PV and solar thermal plans for direct sale to Discoms of Rajasthan with a maximum capacity of 200 MW by 2013 and an additional 400 MW by 2017. Eligible projects will also be selected through auctions. The state will promote off grid and decentralised solar applications and hybrid systems in replacement of diesel based generators. The solar policy also facilitates the installation of solar power producers targeting solar power trade with third party or other states. In fact, Rajasthan aims to become a major issuer of solar Renewable Energy Certificates within the Indian Renewable Portfolio Obligation.",https://energy.rajasthan.gov.in/content/dam/raj/energy/dept_of_energy/pdf/misc/solar_policy.pdf,,2011.0,,Climate Policy Database
1877,France,FRA,,,Plan for the energy performance of agricultural exploitations,,http://agriculture.gouv.fr/sections/presse/dossiers-presse/plan-performance,,2009.0,,Climate Policy Database
1882,Canada,CAN,,,Market Incentive Program,,https://www.iea.org/policies/3489-market-incentive-program,,2002.0,2006.0,Climate Policy Database
1906,Australia,AUS,,,National Code for Wind Farm Construction,,http://www.environment.gov.au,,2006.0,,Climate Policy Database
1928,Germany,DEU,,,100 000 Roofs Solar Power Programme,,http://www.kfw.de,,1999.0,,Climate Policy Database
1929,United Kingdom,GBR,,,Energy White Paper,"The Energy White Paper puts in place a strategy for the wider energy system that transforms UK's energy and supports green recovery. The main points of the strategy is to transform the energy system by moving away from coal and investing in clean sources for energy supply, such offshore wind energy, pledging to generate carbon-free electricity by 2050. The document outlines investment in technologies as Carbon Capture and Storage (CCS), hydrogen and electric vehicles to decarbonise industry and transport sector. In the building sector, a gradual move away from fossil fuel boilers replace such appliances for lower carbon intensive alternatives. Finally, the document lays out a plan to establish the UK-ETS in order to replace the EU-ETS.","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/945899/201216_BEIS_EWP_Command_Paper_Accessible.pdf
https://www.nsenergybusiness.com/features/uk-energy-white-paper/",2021.0,2020.0,,Climate Policy Database
1929,United Kingdom,GBR,,,Energy White Paper,"The Energy White Paper puts in place a strategy for the wider energy system that transforms UK's energy and supports green recovery. The main points of the strategy is to transform the energy system by moving away from coal and investing in clean sources for energy supply, such offshore wind energy, pledging to generate carbon-free electricity by 2050. The document outlines investment in technologies as Carbon Capture and Storage (CCS), hydrogen and electric vehicles to decarbonise industry and transport sector. In the building sector, a gradual move away from fossil fuel boilers replace such appliances for lower carbon intensive alternatives. Finally, the document lays out a plan to establish the UK-ETS in order to replace the EU-ETS.","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/945899/201216_BEIS_EWP_Command_Paper_Accessible.pdf
https://www.nsenergybusiness.com/features/uk-energy-white-paper/",2021.0,2020.0,,Climate Policy Database
1937,Spain,ESP,,,Renewable Energy Plan 2005 - 2010,"The Spanish Renewable Energy Plan (Plan de Energías Renovables en España, PER) for 2005-2010 represents a revision of the Spanish Promotion Plan for Renewable Energy (Plan de Fomento de las Energías Renovables en España) 2000-2010 in force up until then. The Plan presents the energy targets set for each area of renewable energy technology, the measures necessary to meet those targets - including financing - and the lines of technological innovation and the benefits deriving from their application. The Plan aims to maintain the governments commitment to meet at least 12% of total energy use from renewable sources by 2010, while incorporating other indicative targets - 29.4% of electricity generated from renewable sources and 5.75% (more accurately 5.83%) of transport fuel needs to be met from biofuels by 2010 - adopted after the previous Plan came into effect. (For more details, see reference below.) IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/4431-renewable-energy-plan-2005-2010?country=Spain&page=5&qs=spain,,2005.0,,Climate Policy Database
1939,Mexico,MEX,,,Public Electricity Service Law (Ley del Servicio Público de Energía Eléctrica),"Last revised 2012. It establishes that public electricity service is of the exclusive competence of the Mexican State, through the national electricity companies, and must be provided on a least-cost basis.",http://www.cre.gob.mx/,,1975.0,,Climate Policy Database
1953,Denmark,DNK,,,The Biomass Agreement,"In 1993, the government set an objective to increase biomass use from 50 PJ to 75 PJ by 2000 (10% of total fuel consumption) and to establish two to three large biomass plants before 2003. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/3051-the-biomass-agreement?country=Denmark&page=2&qs=denm,,1993.0,,Climate Policy Database
1967,Germany,DEU,,,Federal Building Codes for Renewable Energy Production,,https://secure.bmub.bund.de/service/buergerforum/ihre-fragen/,,1997.0,,Climate Policy Database
1994,Republic of Korea,KOR,,,8th Basic Plan for Long-term Electricity Supply and Demand,"This policy includes electricity generation capacity targets for all energy sources for 2031. Targets are:
-Total 58.5GW renewable capacity by 2030:
-2.1GW hydropower
-17.7 GW wind
-33.5GW solar power
-1.7GW biomass
-0.3GW waste capacity
-39.9GW Coal
-20.4GW Nuclear
-44.3GW Gas
-6.1GW Other",https://policy.asiapacificenergy.org/sites/default/files/8th%20Basic%20Plan%20for%20Long-term%20Electricity%20Supply%20and%20Demand%20%282017%20-%202031%29.pdf,2017.0,2017.0,2031.0,Climate Policy Database
2012,Japan,JPN,,,Promotion for Development and Dissemination of PV systems,,http://www.meti.go.jp/english/index.html,,1997.0,,Climate Policy Database
2031,India,IND,,,National Wind-Solar Hybrid Policy,,http://pib.nic.in/newsite/pmreleases.aspx?mincode=28,,2018.0,,Climate Policy Database
2040,United States of America,USA,,,American Recovery and Reinvestment Act,Funding for smart grid projects in the American Recovery and Reinvestment Act of 2009 (ARRA2009),https://www.congress.gov/bill/111th-congress/house-bill/1/text,,2009.0,,Climate Policy Database
2044,United States of America,USA,,,Affordable Clean Energy (ACE),The ACE rule repealed the Obama-era Clean Power Plan (CPP) and establishes emission guidelines for states limit CO2 of coal-fired power plants. The new rule is weaker than the former CPP and encourage heat rate improvements in coal-fired plants.,https://www.epa.gov/stationary-sources-air-pollution/affordable-clean-energy-rule,,2019.0,,Climate Policy Database
2049,Australia,AUS,,,Renewable Energy Development Initiative,,https://www.legislation.gov.au/Details/F2005L03359/Explanatory%20Statement/Text,,2004.0,2008.0,Climate Policy Database
2052,Spain,ESP,,,National Energy Efficiency Action Plan 2017-2020,"This Plan, which follows the National Energy Efficiency Action Plan 2014-2020, is configured as a central tool of energy policy, the implementation of which is achieving the energy efficiency and savings targets resulting from Directive 2012/27/EU. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/7983-national-energy-efficiency-action-plan-2017-2020?country=Spain&page=1,,2017.0,,Climate Policy Database
2064,Sweden,SWE,,,Guaranteed Power Purchase Contracts,"The guaranteed power purchase contract with local utilities supports small renewable energy projects within the liberalised Swedish electricity market. Local distribution companies must purchase all electricity generated by projects of less than 1 500 kW within their service territories. Guaranteed power purchase contracts have been incorporated into Swedens green certificate scheme since 2003. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/3960-guaranteed-power-purchase-contracts?country=Sweden&page=3&qs=swede,,1997.0,,Climate Policy Database
2075,Italy,ITA,,,"""All inclusive"" Feed-in Tariff for small renewable energy power plants","The Decree of 11 April 2008 lays down the criteria to stimulate the production of electricity from solar thermodynamic plants, including the hybrid ones, connected to the electricity grid, built in Italy. Plants must be equipped with thermal accumulation systems. On top of the selling price, net electricity produced by thermodynamic solar plants commissioned after 18 July 2008 can obtain a feed-in premium for 25 years. Up to 2012 the bonus varies from EUR 0.22 to EUR 0.28 / kWh depending on the level of integration of the plants. In case of hybrid plants, the feed-in tariff decreases depending on the ratio between the amount of energy not produced by a solar energy source and the amount produced by a solar energy source. The maximum cumulative power of all solar thermodynamic plants eligible for the incentives corresponds to 1.5 million m2 of cumulative surface. The national objective of total power to be installed by 2016 corresponds to 2 million m2 of cumulative surface. For the 2013-2014 period such bonus values will be reduced by 2% a year; from 2014 onward special Ministerial Decree will define further cuts.
IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/4673-feed-in-tariff-for-solar-thermodynamic-energy?q=Italy,,2008.0,,Climate Policy Database
2078,Chile,CHL,,,Solar House Program,"This program sets up a subsidy system for homeowners looking to instal rooftop photovoltaics. The program is expected to benefit 1,000 homes during its first year of implementation, and so far only targets city residents who are connected to the distribution network.",https://energia.gob.cl/noticias/aysen-del-general-carlos-ibanez-del-campo/casa-solar-iniciativa-para-instalar-sistemas-solares-en-viviendas-menor-precio-en-todo-chile,,2021.0,,Climate Policy Database
2081,Japan,JPN,,,Introduction of Solar Power in Government Office Buildings,,http://www.mlit.go.jp/hakusyo/mlit/h13/html/D0241320.html,,2001.0,,Climate Policy Database
2096,United Kingdom,GBR,,,Energy Act,Legislative,http://www.lse.ac.uk/GranthamInstitute/law/energy-act-2008/,,2008.0,,Climate Policy Database
2096,United Kingdom,GBR,,,Energy Act,Legislative,http://www.lse.ac.uk/GranthamInstitute/law/energy-act-2008/,,2008.0,,Climate Policy Database
2096,United Kingdom,GBR,,,Energy Act,Legislative,http://www.lse.ac.uk/GranthamInstitute/law/energy-act-2008/,,2008.0,,Climate Policy Database
2096,United Kingdom,GBR,,,Energy Act,Legislative,http://www.lse.ac.uk/GranthamInstitute/law/energy-act-2008/,,2008.0,,Climate Policy Database
2109,Thailand,THA,,,Small and Very Small Power Purchase Agreements,,http://www.egat.co.th/en/,,1994.0,,Climate Policy Database
2118,United Kingdom,GBR,,,Energy Act,Legislative,http://www.lse.ac.uk/GranthamInstitute/law/energy-act-2011/,,2011.0,,Climate Policy Database
2118,United Kingdom,GBR,,,Energy Act,Legislative,http://www.lse.ac.uk/GranthamInstitute/law/energy-act-2011/,,2011.0,,Climate Policy Database
2118,United Kingdom,GBR,,,Energy Act,Legislative,http://www.lse.ac.uk/GranthamInstitute/law/energy-act-2011/,,2011.0,,Climate Policy Database
2127,Montenegro,MNE,,,Energy Law,"In order to improve the energy sector and to facilitate the adoption of new EU directives, Montenegro, on the initiative of the Ministry of Economy, amended the Law on Energy in May 2010. The Energy Law better defines the rights and duties of the various actors of the energy sector and opens up new opportunities particularly in the renewable energy implementation of the latest EU Directive 2009/28/EC. In accordance with the methodology of the EU directive, the national target of renewable energy sources in gross final energy consumption is set at 33% by 2020. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.energycharter.org/fileadmin/DocumentsMedia/IDEER/IDEER-MontenegroEN_2018.pdf,,2003.0,2020.0,Climate Policy Database
2128,Australia,AUS,,,Wind Energy Forecasting Capability,,http://www.ceem.unsw.edu.au/sites/default/files/event/documents/AMOStalk010807v2_26th_web_000.pdf,,2004.0,2009.0,Climate Policy Database
2129,United Kingdom,GBR,,,Non-Fossil Fuel Obligation,,https://www.ofgem.gov.uk/environmental-programmes/nffo,,1990.0,,Climate Policy Database
2158,Belgium,BEL,,,Access to the Grid (Renewables and CHP),"In April 2000, the federal government decided that all generators of electricity from renewable sources will become progressively free to choose their own electricity supplier if they need more electricity than they can generate. Also, consumers who buy a significant amount of their electricity from renewable sources are eligible to choose their electricity supplier. When coordinating the call to electricity suppliers, the transport-grid manager, taking into account the needed supply security, gives priority to plants using renewable energy sources for power production, or to cogeneration units. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/627-access-to-the-grid-renewables-and-chp?country=Belgium&page=3&qs=belg,,2000.0,,Climate Policy Database
2182,Russian Federation,RUS,,,EBRD Loans for Russian Hydropower,Long-term loan of EUR 185 million to finance the modernisation of nine power stations on the Volga-Kama cascade,https://www.ebrd.com/work-with-us/projects/psd/rushydro-hydroogk-modernization-loan.html,,2006.0,,Climate Policy Database
2187,Australia,AUS,,,Green Electricity Market,,https://www.aph.gov.au/About_Parliament/Parliamentary_Departments/Parliamentary_Library/pubs/BriefingBook44p/RenewableEnergy,,2001.0,2003.0,Climate Policy Database
2195,United Kingdom,GBR,,,Energy Act,Legislative,http://www.lse.ac.uk/GranthamInstitute/law/energy-act-2013/,,2013.0,,Climate Policy Database
2195,United Kingdom,GBR,,,Energy Act,Legislative,http://www.lse.ac.uk/GranthamInstitute/law/energy-act-2013/,,2013.0,,Climate Policy Database
2196,Lithuania,LTU,,,Law on Energy from Renewable Sources,"The Law sets following mandatory energy targets to be achieved by 2020:
20% of gross annual energy consumption must come from renewable sources
Transport: at least 20% of energy consumption in transport sector must be sources from renewables
Heat: 60% of district heating energy must be derived from renewable sources
Renewable energy capacity targets to be reached by 2020:
capacity of wind plants connected to the grid must be incresed at least up to 500 MW;
capacity of solar electiricy plants, exceeding 30kW, must be increased at least up to 10 MW;
capacity of hydro power plants must be increased at least up to 14 MW;
capacity of the power plants running on biofuels must be increased at least up to 355 MW
Law amended in 2013 IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://ec.europa.eu/clima/sites/clima/files/strategies/progress/reporting/docs/lt_2013_en.pdf,,2011.0,2020.0,Climate Policy Database
2212,Germany,DEU,,,National Energy Action Plan (NREAP),"Under the EU Directive 2009/28/EC member countries of the European Union are obliged to draft and submit to the European Commission National Renewable Action Plans (NREAPs) outlining pathway which will allow them to meet their 2020 renewable energy, energy efficiency and GHG cuts targets.
Germany renewable energy 2020 targets:
Overall target: 18% of share of energy generated from renewable sources in gross final energy consumption;
Heating and Cooling: 15.5% of demand met by renewable energy sources;
Electricity: 37% of electricity demand met by electricity generated from renewable energy sources;
Transport: 13% of energy demand met by renewable energy sources; IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","http://ec.europa.eu/energy/renewables/action_plan_en.htm
http://www.ren21.net/wp-content/uploads/2016/10/REN21_GSR2016_FullReport_en_11.pdf",,2010.0,2020.0,Climate Policy Database
2214,United States of America,USA,,,Advanced Energy Storage Program,,http://www.oe.energy.gov/storage.htm,,1992.0,,Climate Policy Database
2224,United Kingdom,GBR,,,Green Deal,,https://www.gov.uk/government/policies/helping-households-to-cut-their-energy-bills/supporting-pages/green-deal,,2013.0,,Climate Policy Database
2238,United Kingdom,GBR,,,Contract for Difference (CfD),,https://www.gov.uk/government/collections/electricity-market-reform-contracts-for-difference,,2014.0,,Climate Policy Database
2262,Mexico,MEX,,,Large-scale renewable energy development project (PERGE),"Develop experience in grid-connected renewables by funding a 101MW wind farm. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/5389-large-scale-renewable-energy-development-project-perge?country=United%20Kingdom%2CMexico&sector=Electricity&technology=Multiple%20renewable%20technologies%2CSolar%20PV%2CBuilding%20technologies,,2013.0,,Climate Policy Database
2276,Italy,ITA,,,Introduction of the Green Certificates System,,http://www.parlamento.it/parlam/leggi/deleghe/99079dl.htm,,1999.0,,Climate Policy Database
2276,Italy,ITA,,,Introduction of the Green Certificates System,,http://www.parlamento.it/parlam/leggi/deleghe/99079dl.htm,,1999.0,,Climate Policy Database
2278,India,IND,,,"Perform, Achieve, Trade (PAT) Scheme","The main instrument to increase energy efficiency in industry is the Perform, Achieve and Trade (PAT) Mechanism, which is implemented under the 'National Mission on Enhanced Energy Efficiency’. PAT resembles an emissions trading scheme (ETS) and has been in place since 2012. The scheme is currently in its second phase (2016–2019). PAT differs from traditional cap-and-trade systems as it sets intensity-based energy targets.
The target is to achieve an average 4.8% reduction of Specific Energy Consumption (SEC) of the participating facilities in 2015 (below the 2007-2010 baseline level).","https://beeindia.gov.in/content/pat-3
https://climateactiontracker.org/countries/india/current-policy-projections/",,2011.0,,Climate Policy Database
2288,Germany,DEU,,,Amendment of the Renewable Energy Sources Act -EEG-,,https://www.bmwi.de/Redaktion/EN/Dossier/renewable-energy.html,,2012.0,,Climate Policy Database
2288,Germany,DEU,,,Amendment of the Renewable Energy Sources Act -EEG-,,https://www.bmwi.de/Redaktion/EN/Dossier/renewable-energy.html,,2012.0,,Climate Policy Database
2303,Germany,DEU,,,Act on the Further Development of the Electricity Market,"The Act adopted in 2016 made the electricity market fit for growing shares of renewable energy and put the rules in place for competition between flexible supply, flexible demand, and storage. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/6521-act-on-the-further-development-of-the-electricity-market?country=Germany&qs=ger,,2016.0,,Climate Policy Database
2304,Australia,AUS,,,Advanced Electricity Storage Technologies Program,,https://www.sandia.gov/ess-ssl/EESAT/2005_papers/Smedley.pdf,,2004.0,2012.0,Climate Policy Database
2327,India,IND,,,Generation based incentives for wind power,,https://www.iea.org/policies/4581-solar-and-wind-power-generation-based-incentives,,2008.0,,Climate Policy Database
2330,Mexico,MEX,,,Guidelines establishing and issuing Clean Energy Certificates,"The Clean Energy Certificate Guide defines and establishes the criteria of obtaining the Clean Energy Certificates. The certificate's objective is to help Mexico achieve its goals for clean energy participation in power sector keeping costs of the policy to the possible minimum.
The government determines the requirements for clean energy certificates on a yearly basis three years in advance of the compliance period. The first compliance period will be 2018. As of 31st of March 2015, the Clean Energy Quota for this period is set at level of 5% of total electricity consumption. All clean energy generators, defined as power plants using clean energies, developed after August 2014 will receive, for 20 years, one Clean Energy Certificate per MWh generated. Clean energy certificates are bankable and do not expire.
Penalty for non-compliance is between USD 30-250/ MWh. The certificates can be purchased and sold, under monitoring of the regulatory commission of energy.",https://www.nexant.com/de/resources/mexico-announces-guidelines-issuance-clean-energy-certificates,,2015.0,,Climate Policy Database
2338,Mexico,MEX,,,Electricity Industry Law,"Electricity Industry Law stipulates a non-discriminatory grid access for renewable energy generators. Also the Law guarantees renewable energy generators right to sell produced electricity on a spot market. Both provisions apply to generators with a capacity under 9MW.
The Law exempts eligible generators from transmission fees and provides for reduced fees for generators of 9MW-20MW capacity.
The Law determines cost allocation for grid expansion","https://www.iea.org/policies/5818-electricity-industry-law?country=Mexico&page=5
http://www.dof.gob.mx/nota_detalle.php?codigo=5366665&fecha=31/10/2014",,2004.0,,Climate Policy Database
2348,Germany,DEU,,,Funding for Solar Power Development Center,,https://www.iea.org/policies/4362-funding-for-solar-power-development-center,,2006.0,,Climate Policy Database
2350,Egypt,EGY,,,New National Renewable Energy Strategy,"Executive. Target of 20% of electricity from renewable sources by 2020, 12% of which (or 7,200MW) will be generated by wind farms. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",http://www.rcreee.org/sites/default/files/irena_pan-arab_strategy_june_2014.pdf,,2008.0,2020.0,Climate Policy Database
2362,Tunisia,TUN,,,Renewable Energy Law for Electricity Production (No.74/2013),"The Law seeks to encourage investment in renewable energy and consequently increasing the contribution of renewable energy electricity to 30% (equivalent to 3,800 MW) of total electricity production by 2030. This law aims to boost investments in the electricity sector, create 10 thousand jobs and reduce the debt of the STEG. Furthermore it aims to preserve the environment, through an estimated decrease of atmospheric pollutant emissions of 38 million tons. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/5873-renewable-energy-law-for-electricity-production-no742013?country=Tunisia&qs=tunisia,,2013.0,2030.0,Climate Policy Database
2367,India,IND,,,Madhya Pradesh Small Hydro Power Policy,"Applicable to all small hydro projects up to 25 MW identified by the Water Resources Department, Narmada Valley Development Authority, Madhya Pradesh Power Generation Company and any other government agency or any private agency. The main goals are: To promote pollution free small hydro power generating projects with private sector participation; To clearly define the incentives and benefits to be provided to the private sector participants; To create favourable environment for promoting small hydro power generation; To lay down a rational framework for implementation of the policy. (For details about the milestone, see reference below.) IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/6223-madhya-pradesh-small-hydro-power-policy?country=India&page=4&qs=indi,,2011.0,,Climate Policy Database
2370,Germany,DEU,,,Full Cost Rates (Kostendeckende Vergütung),,https://www.iea.org/policies/4059-full-cost-rates-kostendeckende-vergutung,,1993.0,,Climate Policy Database
2376,Argentina,ARG,,,Renewable Energy Generation Program (GENREN),"GENREN was introduced to help reaching the 8% target of 2017. The public provider ENARSA had to install 1000MW renewable capacity, providing 15-year tenders. This program is tight to laws 26.190 and 27191 and is financed through the Fiduciary Fund for Renewable Energy established by the former law. The fixed purchase price is established by the governments on a project-by-project basis.
The law was ended through Resolution 202 - e / 2016 of the Ministry of Energy and Mining.",https://www.solarwirtschaft.de/fileadmin/media/pdf/AA_Report_BSW_Argentina.pdf,,2010.0,2017.0,Climate Policy Database
2381,United Kingdom,GBR,,,Energy Act,Legislative,http://www.lse.ac.uk/GranthamInstitute/law/energy-act-2004/,,2004.0,,Climate Policy Database
2385,Australia,AUS,,,National Wind Farm Commissioner and Independent Scientific Committee on Wind Turbines,"The Commissioner’s role will be to facilitate resolution of complaints from concerned community residents about, and to provide greater transparency on proposed and operating wind farms.",https://www.industry.gov.au/about-us/independent-scientific-committee-on-wind-turbines,,2015.0,,Climate Policy Database
2388,France,FRA,,,Renewable Energy Feed-In Tariff: Solar PV,,http://www.developpement-durable.gouv.fr/Mesures-transitoires-pour-les.html,,2010.0,,Climate Policy Database
2389,Italy,ITA,,,Finance Law,Legislative,http://www.lse.ac.uk/GranthamInstitute/law/finance-law-2007/,,2007.0,,Climate Policy Database
2394,Norway,NOR,,,NYTEK R&D Programme,"The Research Council of Norway administers this industry-driven R&D programme to develop products and processes for efficient energy technologies and new renewable energy sources in Norwegian enterprises. Its primary research areas are bioenergy, wind, photovoltaics, thermal solar, wave energy, heat pumps and hydrogen. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/4041-nytek-rd-programme?country=Norway&page=3&qs=norway,,1995.0,,Climate Policy Database
2400,Spain,ESP,,,General Electricity Law 54/1997,"This regulation (Law 54/1997) of the electric sector liberalised the electricity sector and guaranteed electricity supply at lowest possible cost. It elaborated the plan for the promotion of renewable energy and the plan for achieving the goal of 12% of primary energy consumption from renewable sources by 2010. The law also established a special regime for producers, which are not allowed to surpass a maximum of 50 MW power. This law is implemented through royal decrees, most notably Decree 2818/1998, which specified the feed-in tariffs from which the generating plants under the ""special regime"" may benefit. The law established the guarantee of access to the grid for producers under the special regime. The law also established a premium, so that the price of electricity sold under the special regime is 80-90% of the mean price of electricity charged to final consumers. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/3853-general-electricity-law-541997?country=Spain&page=6&qs=spai,,1997.0,,Climate Policy Database
2411,Germany,DEU,,,250 MW Wind Programme,,http://www.jrc.es/cfapp/eneriure/Tables/GERtables.pdf,,1989.0,2006.0,Climate Policy Database
2412,Italy,ITA,,,Measures for increasing competition in the natural gas market and transferring the ensuing benefits to final customers,"The decree introduces thresholds of wholesale market shares for operators feeding natural gas into the Italian transport network. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2010-08-13;130,,2010.0,,Climate Policy Database
2421,Germany,DEU,,,Law to Amend the Mineral Oil Tax Law and Renewable Energy Law,,https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Oeffentliche_Finanzen/Wirtschafts_und_Finanzdaten/Foerderung_des-Umweltschutze_im_Deutschen_Abgabenrecht_engl.pdf?__blob=publicationFile&v=3,,2002.0,,Climate Policy Database
