"","Country","Country Code","Source NC#","Year","Policy Name","Policy Description","Link","year_implementation","year_decision","year_end","indicator_database_source"
"4128","Chile","CHL",NA,NA,"Inclusive Recovery Plan- Electricity subsidies (Energy Emergency and Stabilisation Fund)","In the Framework of its Inclusive Recovery Plan, the Government of Chile implemented a temporary mechanism aimed at freezing electricity prices for households consuming less than 350 KWh and SMEs at July 2022 levels, until the rest of the year. Households registering consumption levels between 350 kWh and 500 kWh will see the increase in electricity prices capped at 5%, and those with consumption levels greater than 500 kWh will see an increase of 15% maximum. Gradual price increases may be allowed over the next ten years.A 10 year Energy Emergency and Stabilisation Fund is set up to administer and fund the Scheme.","https://www.iea.org/policies/16176-inclusive-recovery-plan-electricity-subsidies-energy-emergency-and-stabilisation-fund",2022,NA,NA,"IEA"
"4129","United States","USA",NA,NA,"Inflation Reduction Act 2022: Sec. 13101 Extension and Modification of Credit for Electricity Produced From Certain Renewable Resources","The U.S. Inflation Reduction Act of 2022 extends the construction deadline for technologies qualifying for existing clean energy production tax credits from before 2022 to before 2025, and increases the value of the credit for facilities located in communities that have or had significant employment in traditional energy industries.","https://www.iea.org/policies/16253-inflation-reduction-act-2022-sec-13101-extension-and-modification-of-credit-for-electricity-produced-from-certain-renewable-resources",2022,NA,NA,"IEA"
"4130","United States","USA",NA,NA,"Inflation Reduction Act 2022: Sec. 13102 Extension and Modification of Energy Credit","The U.S. Inflation Reduction Act of 2022 extends the duration of and expands the list of qualifying technologies for existing clean energy investment tax credits. End dates vary according to technology, which now include including energy storage, microgrid controllers, and some biogas properties.","https://www.iea.org/policies/16254-inflation-reduction-act-2022-sec-13102-extension-and-modification-of-energy-credit",2022,NA,NA,"IEA"
"4131","United States","USA",NA,NA,"Inflation Reduction Act 2022: Sec. 13105 Zero-Emission Nuclear Power Production Credit","The U.S. Inflation Reduction Act of 2022 creates a tax credit for the production of zero-emission nuclear power in the U.S.","https://www.iea.org/policies/16256-inflation-reduction-act-2022-sec-13105-zero-emission-nuclear-power-production-credit",2022,NA,NA,"IEA"
"4132","United States","USA",NA,NA,"Inflation Reduction Act 2022: Sec. 13502 Advanced Manufacturing Production Credit","The Inflation Reduction Act (IRA) of 2022, which seeks to reduce domestic inflation – notably brought by the global energy crisis – whilst tackling climate change, establishes a New Advanced Manufacturing Production Credit to incentivise the domestic production of various components, including applicable critical minerals used in renewable energy generation, storage and related manufacturing. Under the regulation, a tax credit equal to 10% of the cost of production is awarded to the producer of the following applicable critical minerals used in such manufacturing: aluminium, antimony, barite, beryllium, cerium, caesium, chromium, cobalt, dysprosium, europium, fluorspar, gadolinium, germanium, graphite, indium, lithium, manganese, neodymium, nickel, niobium, tellurium, tin, tungsten, vanadium, yttrium and others. Eligible minerals must be produced in the United States. The credit for critical mineral production begins in 2023 and is exempt from the phaseout that is applied to other eligible components beginning in 2030.","https://www.iea.org/policies/16282-inflation-reduction-act-2022-sec-13502-advanced-manufacturing-production-credit",2022,NA,NA,"IEA"
"4133","United States","USA",NA,NA,"Inflation Reduction Act 2022: Sec. 13701 Clean Electricity Production Credit","The U.S. Inflation Reduction Act of 2022 creates a tax credit for domestic production of clean electricity with a greenhouse gas emission rate of zero (or lower).","https://www.iea.org/policies/16283-inflation-reduction-act-2022-sec-13701-clean-electricity-production-credit",2022,NA,NA,"IEA"
"4134","United States","USA",NA,NA,"Inflation Reduction Act 2022: Sec. 13702 Clean Electricity Investment Credit","The U.S. Inflation Reduction Act of 2022 creates a clean energy tax credit for investments in zero-emission generation or energy storage technologies.","https://www.iea.org/policies/16284-inflation-reduction-act-2022-sec-13702-clean-electricity-investment-credit",2022,NA,NA,"IEA"
"4135","United States","USA",NA,NA,"Inflation Reduction Act 2022: Sec. 22001 Additional Funding for Electric Loans for Renewable Energy","The U.S. Inflation Reduction Act of 2022 allocates USD 1 billion to provide loans and loan forgiveness for electricity storage projects under section 317 of the Rural Electrification Act of 1936.","https://www.iea.org/policies/16287-inflation-reduction-act-2022-sec-22001-additional-funding-for-electric-loans-for-renewable-energy",2022,NA,NA,"IEA"
"4136","United States","USA",NA,NA,"Inflation Reduction Act 2022: Sec. 22002 Rural Energy for America Program","The U.S. Inflation Reduction Act of 2022 allocates USD 1.977 billion to fund up to 50% of projects eligible under section 9007 of the Farm Security and Rural Investment Act of 2002, especially those boosting applications of underutilized renewable energy technologies.","https://www.iea.org/policies/16288-inflation-reduction-act-2022-sec-22002-rural-energy-for-america-program",2022,NA,NA,"IEA"
"4137","United States","USA",NA,NA,"Inflation Reduction Act 2022: Sec. 22004 USDA Assistance for Rural Electric Cooperatives","The U.S. Inflation Reduction Act of 2022 allocates USD 9.7 billion in funding for rural electricity cooperatives to reduce greenhouse gas emissions, increase energy efficiency, and improve accessibility and resiliency.","https://www.iea.org/policies/16290-inflation-reduction-act-2022-sec-22004-usda-assistance-for-rural-electric-cooperatives",2022,NA,NA,"IEA"
"4138","United States","USA",NA,NA,"Infrastructure and Jobs act: Clean hydrogen initiatives","As part of the U.S. Infrastructure Investment and Jobs Act, the U.S. Department of Energy established clean hydrogen initiatives to accelerate domestic production, deployment, and use of clean hydrogen. The allocation of USD 9.5 billion will fund Regional Clean Hydrogen Hubs, Clean Hydrogen Electrolysis Program, and Clean Hydrogen Manufacturing and Recycling Programs.  More specifically, USD 8 billion is being provided to develop at least four Regional Clean Hydrogen Hubs with the aim of creating jobs and expanding the use of clean hydrogen in the industrial sector; USD 1 billion is allocated for the Clean Hydrogen Electrolysis Program intended to reduce the cost of hydrogen produced from clean electricity; and USD 500 million will fund Clean Hydrogen Manufacturing and Recycling Initiatives to support domestic clean hydrogen supply chains.  On 15th February 2022, The DoE announced two Requests for Information (RFI) to collect feedback from stakeholders to inform them of the implementation and design of the Hubs and Programs.","https://www.iea.org/policies/14972-infrastructure-and-jobs-act-clean-hydrogen-initiatives",2022,NA,NA,"IEA"
"4139","Spain","ESP",NA,NA,"June 2022 VAT on electricity reduction to 5% and extension of other tax reductions","In June 2022, the Spanish government further extended the tax reductions, notably on VAT, on electricity and gas consumption implemented in October 2022 and already extended in March 2022. The reductions, which were later lessened in the fall 2022, run until January 2023.","https://www.iea.org/policies/15934-june-2022-vat-on-electricity-reduction-to-5-and-extension-of-other-tax-reductions",2022,NA,NA,"IEA"
"4140","Brazil","BRA",NA,NA,"Just Energy Transition Programme","The law creates the Just Energy transition programme, which is focused on the coal region of Santa Catarina state and guarantees contracting power generation from the coal power plants up to 2040. The main goal is to prepare the region to the coal pahse-out, in actions to be defined in 12 up to 12 months","https://www.iea.org/policies/14590-just-energy-transition-programme",2022,NA,NA,"IEA"
"4141","Brazil","BRA",NA,NA,"Legal framework for distributed microgeneration and mini-generation, the Electricity Compensation System (SCEE) and the Social Renewable Energy Programme (PERS)","It establishes the electricity compensation systems as a national policy and creates the PERS as way to explore the potential use of distributed renewable generation instead of the social tariff for low income consumers","https://www.iea.org/policies/14589-legal-framework-for-distributed-microgeneration-and-mini-generation-the-electricity-compensation-system-scee-and-the-social-renewable-energy-programme-pers",2022,NA,NA,"IEA"
"4142","Spain","ESP",NA,NA,"March 2022 Extension in temporary gas and electricity tax reductions","In March 2022, the Spanish government extended the tax reductions, notably on VAT, on electricity and gas consumption implemented in October 2022. The reductions, which were later lessened in the fall 2022, run until January 2023.","https://www.iea.org/policies/16544-march-2022-extension-in-temporary-gas-and-electricity-tax-reductions",2022,NA,NA,"IEA"
"4143","Australia","AUS",NA,NA,"Minimum energy performance standards for air conditioners over 65kW in capacity","The Greenhouse and Energy Minimum Standards (Air Conditioners above 65kW) Determination 2022 replaces further determinations and came into force in Australia as of 1 October 2022. It introduces minimum energy performance standards (MEPS) for air conditioners or heat pumps with a capacity greater than 65kW. The covered products are those primarily meant for human comfort. Performance requirements are based on the requirements from the determination on Air Conditioners up to 65kW and foresee own schedules.The determination also requires registrants to provide Seasonal Energy Efficiency Rating (SEER) information when registering models of these products.","https://www.iea.org/policies/13819-minimum-energy-performance-standards-for-air-conditioners-over-65kw-in-capacity",2022,NA,NA,"IEA"
"4144","Ireland","IRL",NA,NA,"National Energy Security Framework","In response to the global energy crisis, the government of Ireland launched a National Energy Security Framework, which encompasses three key areas of action : - domestic energy consumer protection, with a specific focus on the most vulnerable residential consumers- near term energy security supply, with a specific focus on winter 2022/23- reducing national dependency on imported fossil fuels, in the context of the phasing out of Russian energy imports across the EU","https://www.iea.org/policies/15355-national-energy-security-framework",2022,NA,NA,"IEA"
"4145","Poland","POL",NA,NA,"National Recovery Plan / B. Green energy and energy efficiency /  B1. Clean air and energy efficiency","Under Pillar B of the Polish National Recovery Plan, entitled ""Green energy and energy efficiency"", the ""Clean air and energy efficiency: Improving the energy efficiency of the economy"" policy platform encompasses the following investments: -heat and cooling sources in district heating systems: support provided to installations using energy from renewable sources; gaseous fuels in cogeneration excluding coal fuels; heat pumps and geothermal sources, and technologies allowing replacing coal fuel in district heating ;  -replacement of heat sources and housing energy efficiency improvements to improve the energy efficiency  of single- and multi-household buildings and disseminating low-carbon energy sources;  -replacement of heat sources and energy-efficient schools retrofits; - energy-efficient schools retrofits e of local social activity facilities.","https://www.iea.org/policies/13657-national-recovery-plan-b-green-energy-and-energy-efficiency-b1-clean-air-and-energy-efficiency",2022,NA,NA,"IEA"
"4146","Poland","POL",NA,NA,"National Recovery Plan / B. Green energy and energy efficiency / B2. & B3.  Renewable energy","Under pillar Pillar B of the Polish National Recovery Plan ( ""Green energy and energy efficiency""), the ""B2. Renewable energies"" policy platform encompasses the following investments and support measures: B2.1 Improving conditions for the development of hydrogen technologies and other decarbonised gases -Investment in hydrogen technologies, production, storage and transportation; it includes: - Preparation of the Polish Hydropower Strategy until 2030 - Amendment of acts (Electromobility and alternative fuels; fuel quality monitoring and control system) to encompass hydrogen as an alternative fuel in transport- Construction of electrolysers (mostly using RES energy for hydrogen production)- Development of infrastructures for transmission, distribution and transport of hydrogen. - Building of storage facilities and hydrogen-powered transport units B2.2 Improving conditions for the development of renewable energy sources:-Transmission grid development and smart electricity infrastructure-Renewable energy installation among energy communities-Construction of offshore terminal infrastructures","https://www.iea.org/policies/13662-national-recovery-plan-b-green-energy-and-energy-efficiency-b2-b3-renewable-energy",2022,NA,NA,"IEA"
"4147","Spain","ESP",NA,NA,"National Response Plan to the economic and social consequences of the war in Ukraine","In response to the global energy crisis, the Spanish government approved end March 2022 several energy affordability measures within the framework of the National Response Plan to the economic and social consequences of the war in Ukraine, including notably: A reduction of VAT to 10%, of the Electricity Tax to 0.5% and the suspension of the 7% tax on electricity generation, as well as the limit to the growth of the gas tariff (TUR) for households and SMEs in the next revisions are maintained until June 30, 2022.An extraordinary update of the remuneration for renewables, cogeneration and waste to reduce final consumers' electricity billsAn increase and extension of household heating and electric subsidies until June 30.Support to the electro-intensive industry in 2022, as well as higher compensation for the cost of CO2 passed on in electricity","https://www.iea.org/policies/14255-national-response-plan-to-the-economic-and-social-consequences-of-the-war-in-ukraine",2022,NA,NA,"IEA"
"4148","United Kingdom","GBR",NA,NA,"Net Zero Strategy - Heat and Buildings","To support the transition of households to low-carbon heating, the government will boost the funding of different schemes around the UK, over 2022/23 to 2024/25:- £800 million into the Social Housing Decarbonization Fund - £950 million into the Home Upgrade Grant- £1.4 billion into the Public Sector Decarbonization Scheme - £450 million into the new Boiler Upgrade Scheme, which will provide grants of £5,000 for the installation of an air source heat pump and £6,000 for ground source heat pumps. - £338 million into the Heat Network Transformation Programme","https://www.iea.org/policies/14334-net-zero-strategy-heat-and-buildings",2022,NA,NA,"IEA"
"4149","People's Republic Of China","CHN",NA,NA,"Price regulation scheme","In an effort to shield domestic consumers from the effects of the global energy crisis, the Chinese government enacted the legal means to freeze refined oil price for two month should the international price go beyond USD 130 per barrel, through an ad-hoc subsidy scheme to oil companies.","https://www.iea.org/policies/16694-price-regulation-scheme",2022,NA,NA,"IEA"
"4150","Portugal","PRT",NA,NA,"Reduction in electricity grid access tariffs","In response to the global energy crisis, the Portuguese government implemented in September 2021 a reduction in electricity grid access tariffs. The decision is meant to avoid any increase in the price of electricity for domestic consumers in the regulated market in 2022, and to implement a reduction of at least 30% in the tariff for access to networks for industries.The scheme is funded by the Environmental Fund.","https://www.iea.org/policies/15971-reduction-in-electricity-grid-access-tariffs",2022,NA,NA,"IEA"
"4151","Norway","NOR",NA,NA,"Revised national budget 2021-2022: Energy investments","Allocations from Ministry of Petroleum and Energy regarding energy investments in the revised state budget 2022. These include an increase to the allocation for CO2 management by NOK 390 million, to NOK 3,840 million in 2022. Furthermore, the government proposes NOK 65 million for studies and ground investigations of the seabed on the Southern North Sea II and Utsira North. An additional grant of NOK 10 million is also proposed to map how existing and new industries affect other sectors and ecosystems.","https://www.iea.org/policies/15564-revised-national-budget-2021-2022-energy-investments",2022,NA,NA,"IEA"
"4152","People's Republic Of China","CHN",NA,NA,"Shenzhen Corporate electricity consumer subsidy scheme","In answer to energy price rises, the Shenzhen municipality implemented a 10% subsidy on corporate electricity bills from May to June 2022.","https://www.iea.org/policies/16695-shenzhen-corporate-electricity-consumer-subsidy-scheme",2022,NA,NA,"IEA"
"4153","Portugal","PRT",NA,NA,"Subsidies for solar panel installation in the agro-industry","As part of its April 2022 ""New measures to contain the rise in energy and agri-food prices"" enacted in response to the global energy crisis, the Portuguese government implemented the following measures:Subsidies for the installation of photovoltaic panels for agribusiness, agricultural exploitation, and hydro-agricultural development businesses (up to EUR 200,000 per company);A reduction of the minimum rate of VAT on electrical equipment (to 6%) for the agro-industrial sector; and efforts to streamline the licensing of solar panels.","https://www.iea.org/policies/16528-subsidies-for-solar-panel-installation-in-the-agro-industry",2022,NA,NA,"IEA"
"4154","Brazil","BRA",NA,NA,"Targeted fuel and public transport support","In an effort to lessen the impacts of the global energy crisis on domestic consumers, the Brazilian government enacted in July 2022 targeted subsidies for independent truck drivers and taxi drivers. Exceptional support is also provided for States providing tax (ICMS) advantages to ethanol producers and distributors, to reinforce those existing measures and ensure ethanol remains competitive as a transport fuel- only States scrapping taxes for ethanol will for instance be allowed to apply a similar cancellation to petrol.In addition, free public transportation is granted to people over 65 years across the territory. These new measures are planned to end after 2022.","https://www.iea.org/policies/16693-targeted-fuel-and-public-transport-support",2022,NA,NA,"IEA"
"4155","Lithuania","LTU",NA,NA,"Updated legislation easing fuel switching for heat supply companies","In order to moderate the impacts of the global energy crisis on domestic consumers, the Lithuanian government eased national legislation to enable centralized heat supply companies to replace gas with less expensive alternatives like fuel oil and diesel for the 2022/2023 heating season.","https://www.iea.org/policies/16145-updated-legislation-easing-fuel-switching-for-heat-supply-companies",2022,NA,NA,"IEA"
"4156","United Kingdom","GBR",NA,NA,"4th round of the UK government’s flagship renewable energy support scheme","The fourth round of the Contracts for Difference (CfD) scheme opened with GBP 285 million a year funding for low-carbon technology. The scheme aims to secure 12GW of electricity capacity, opening funds to an expanded number of renewable energy technologies, with offshore wind, onshore wind, solar, tidal, and floating offshore wind projects. GBP 200 million available for offshore wind, GBP 75 million for emerging technologies, such as remote island wind, tidal stream, and floating offshore wind, and GBP 10 million for established technologies, such as solar and onshore wind. In July 2022, 11GW of clean energy (offshore wind, solar, onshore wind, floating offshore wind and tidal stream) were secured. The greatest capacity (almost 7GW) was secured from new offshore wind projects.","https://www.iea.org/policies/14866-4th-round-of-the-uk-governments-flagship-renewable-energy-support-scheme",2021,NA,NA,"IEA"
"4157","United States","USA",NA,NA,"Infrastructure Investment and Jobs Act","The Infrastructure Investment and Jobs Act was designed to grow the economy, enhance competitiveness, create new jobs, and build a more sustainable, resilient, and just economy. The legislation adds USD 550 billion in new spending, coupled with the USD 450 billion already committed, to strengthen domestic infrastructure. Of which, around USD 190 billion is attributable to a sustainable recovery.","https://www.iea.org/policies/14172-infrastructure-investment-and-jobs-act",2021,NA,NA,"IEA"
"4158","Spain","ESP",NA,NA,"Recovery, Transformation and Resilience Plan/ Renewable Energy, Renewable Hydrogen and Storage","In the framework of the Spanish Recovery, Transformation and Resilience Plan, a dedicated plan and call for projects aims at boosting domestic production and development of RE-related technologies as well as low-carbon hydrogen. Most of the available budget is to be awarded between 2022 and 2023, for projects to be executed by 2026. The initial call for proposal closes on 7 June 2022.In October 2022, additional government funds were allocated to the plan, in the context of the global energy crisis and the related ""More Energy Security Plan"".","https://www.iea.org/policies/14743-recovery-transformation-and-resilience-plan-renewable-energy-renewable-hydrogen-and-storage",2021,NA,NA,"IEA"
"4159","Spain","ESP",NA,NA,"1,2 GW renewable energies tender in Teruel","After the closing of the coal-fired Teruel Thermal Power Plant, in the municipality of Andorra, the Institute for Just Transition launched a tender for 1,202 MW for renewable plants. The energy will serve 34 municipalities affected by the closure of the thermal plant and the project will be chosen based on low environmental impact and positive socioeconomic impact criteria.","https://www.iea.org/policies/14441-12-gw-renewable-energies-tender-in-teruel",2021,NA,NA,"IEA"
"4160","Lithuania","LTU",NA,NA,"200MW Battery storage project","Lithuania has launched a project to deploy 200MW / 200MWh of battery storage in the northern European country. The project is expected to be commissioned by November 2022 and initiate services to the transmission network by December 2022. As approved by the European Commission, up to EUR 100 million (USD 112.9 million) financial assistance from the EU’s Recovery and Resilience Facility will be provided for the project.","https://www.iea.org/policies/14515-200mw-battery-storage-project",2021,NA,NA,"IEA"
"4161","Bangladesh","BGD",NA,NA,"2021 to 2023 increase in fuel, electricity and gas subsidies","In order to lessen the impact of the global energy price crisis on domestic consumers, the government of Bangladesh reevaluated upward the cost of its subsidies for fuel, electricity, and gas in fiscal years 2021/22 and 2022/23.","https://www.iea.org/policies/16620-2021-to-2023-increase-in-fuel-electricity-and-gas-subsidies",2021,NA,NA,"IEA"
"4162","Indonesia","IDN",NA,NA,"2021-2023 Energy subsidies","The global energy crisis induced a sharp rise in the amounts dedicated by the Indonesian government to consumer subsidies and compensations for electricity, fuels and liquefied petroleum gas. The related government budget saw a 39% rise for the year 2021, reaching IDR 243 trillion ; in 2022, the soaring cost of this assistance above IDR 502 trillion led policymakers to redirect the fuel support component to poorest consumers- notably through a transfer to subnational authorities in order to specifically support public transports, taxi companies and fishermen, and earmark part of the fuel subsidy budget for wage assistance. The subsidies were also revised downward in September 2022, and the 2023 government budget has a provisional IDR 210 trillion earmarked for energy subsidies.Fiscal pressures brought by the global energy crisis also led the government to suspend in 2022 its the conversion program of 3-kilogram LPG stoves to electric ones.","https://www.iea.org/policies/16707-2021-2023-energy-subsidies",2021,NA,NA,"IEA"
"4163","Estonia","EST",NA,NA,"2021-27 Strategic Plan - Environmentally friendly energy solutions on small islands","As part of its of 2021-27 strategic plan, Estonia has laid out its main goals for its long-term strategy ""Estonia 2035"", which will be funded by several EU Funding programmes, such as the European Regional Development, the Cohesion Fund, the European Social Fund and the Fair Transition Fund.  The plan will allocate specifically EUR 1.8 million to develop environmentally friendly energy solutions on small islands, which will also include funds from CO2 trading.","https://www.iea.org/policies/13893-2021-27-strategic-plan-environmentally-friendly-energy-solutions-on-small-islands",2021,NA,NA,"IEA"
"4164","Estonia","EST",NA,NA,"2021-27 Strategic Plan - Estonian Hydrogen Roadmap","As part of the green transition planned under the EU 2021-27 funding, Estonia intends to develop a hydrogen roadmap to accelerate the introduction of renewable-based hydrogen as an energy carrier in the market, including for consumption.  The aim is to test complete hydrogen chains, from hydrogen production to its final consumption in Estonian conditions, within the framework of pilot projects until 2026.","https://www.iea.org/policies/13931-2021-27-strategic-plan-estonian-hydrogen-roadmap",2021,NA,NA,"IEA"
"4165","Estonia","EST",NA,NA,"2021-27 Strategic Plan - Promoting energy efficiency and reducing GHG emissions","As part of this 2021-27 strategic plan, Estonia will support the renovation and construction of district heating systems and non-fossil fuel boiler equipment to reduce carbon emissions. The programme will make use of the development of energy storage planned under the RRF to reduce power outages and ensure the quality of electricity supply. District heating will also allow heat storage to reduce fossil fuels to cover peak loads. EUR 22.5 million are planned to be spent through this period.","https://www.iea.org/policies/13885-2021-27-strategic-plan-promoting-energy-efficiency-and-reducing-ghg-emissions",2021,NA,NA,"IEA"
"4166","United States","USA",NA,NA,"30 GW offshore wind target for 2030, and offshore wind loan guarantee program and R&D funding","In a joint meeting including the Secretaries of Energy, Interior, and Commerce at the White House, the US government announced a national goal of deploying 30 GW of offshore wind by 2030. US Loan Programs Office (LPO) provides access for up to USD 3 billion in funding through the Innovative Energy Loan Guarantee Program. The Department of Energy also announced USD 8 million for 15 new offshore wind R&D programmes.","https://www.iea.org/policies/13329-30-gw-offshore-wind-target-for-2030-and-offshore-wind-loan-guarantee-program-and-rd-funding",2021,NA,NA,"IEA"
"4167","Ireland","IRL",NA,NA,"40by30 - A 40% Renewable Heat Vision by 2030","""40by30"" is a roadmap published by Renewable Energy Ireland (REI) to achieve a 40% renewable heat target by 2030 and 7% annual reductions in CO2 emissions over the next decade. The plan includes 21 governmental actions and 19 industry-led actions, consisting of updates to buildings regulations, simplification of regulations, green procurement targets, and renewable heat in homes grants.","https://www.iea.org/policies/13486-40by30-a-40-renewable-heat-vision-by-2030",2021,NA,NA,"IEA"
"4168","United States","USA",NA,NA,"ARPA-E, ONWARDS programme - Limiting the nuclear waste","The US Department of Energy (DOE) announced a USD 40 million funding for a new Advanced Research Projects Agency-Energy (ARPA-E) program aims to limit the amount of waste produced by advanced nuclear reactors, protect the land and air, and increase the deployment of nuclear as a reliable source of energy. The funding will finance the Optimizing Nuclear Waste and Advanced Reactor Disposal Systems (ONWARDS) program, which is ARPA-E's first program working to identify transformative Advanced Nuclear Reactor (AR), used nuclear fuel (UNF) waste, and UNF disposal pathways.","https://www.iea.org/policies/13678-arpa-e-onwards-programme-limiting-the-nuclear-waste",2021,NA,NA,"IEA"
"4169","Germany","DEU",NA,NA,"Act to Reduce and End Coal-Fired Power Generation","The Act to Reduce and End Coal-Fired Power Generation aims at gradually reducing and eventually phasing out from hard coal and lignite power generation. Its goal is to phase out from coal in a socially responsible and economically viable manner. It thus created an adaptation fund as well as new state funding guidelines for energy-intensive businesses. It also created a funding programme for GHG neutral heat generation and use.   The schedule is as follows: - Reach 15 GW of hard coal and 15 GW of lignite power generation capacity in 2022- Reach 8 GW of hard coal and 9 GW of lignite power generation capacity in 2030- The rest must be decommissioned by 2038.  The law stipulates several years in which the government will evaluate whether the decommissioning can be moved up to 2035.  The first tendering phase for hard-coal power plants phase-out took place in September 2020 and 11 bids were awarded a total amount of 4.8 GW, to be closed by the end of the year. The German government also committed to cover a total of 4.35 billion EUR in payments to utilities for the country's operators of lignite-fired power plants. This would accelerate the shutdown of their assets and waive operator's rights for future lawsuits once they agree to receive the payments. A second tendering phase took place in January 2021, with a volume of 1,500 MW. The third round, scheduled for April 2021, awards a total of 2,480 MW. 18 August 2021, the German government considered that an earlier coal phase out was possible, given the success of coal phase-out tenders, leading the government to envision an exit from coal before 2038.","https://www.iea.org/policies/13337-act-to-reduce-and-end-coal-fired-power-generation",2021,NA,NA,"IEA"
"4170","Turkey","TUR",NA,NA,"Additional investments in electricity distribution","Electricity distribution investments totaling TL 66.7 billion are planned over 2021-2025, in order to expand the electricity network in Turkey. TL 1 billion has been allocated to R&D activities.","https://www.iea.org/policies/12899-additional-investments-in-electricity-distribution",2021,NA,NA,"IEA"
"4171","Netherlands","NLD",NA,NA,"Aid to Twence for investment in CO2 capture technology","The European Commission will procure a €14.3 million Dutch investment aid to TWENCE HOLDING BV to build a carbon capture and use facility.  The initiative will allow the company's waste-to-energy installation facility in Hengelo, the Netherlands, to remove CO2 from flue emissions.","https://www.iea.org/policies/14111-aid-to-twence-for-investment-in-co2-capture-technology",2021,NA,NA,"IEA"
"4172","United States","USA",NA,NA,"American Jobs Plan - Clean energy manufacturing","Within the American Jobs Plan, President Biden proposed a USD 46 billion investment in federal buying power to jumstart clean energy manufacturing. This includes the manufacture of Evs, charging ports, and electric heat pumps, but also advanced nuclear reactors and fuels. The investment will create good-paying jobs and reinvigorate local economies.","https://www.iea.org/policies/13235-american-jobs-plan-clean-energy-manufacturing",2021,NA,NA,"IEA"
"4173","United States","USA",NA,NA,"American Jobs Plan - Power infrastructure","Within the American Jobs Plan, President Biden proposed a USD 69 billion investment to reenergize America's power infrastructure, putting the country on the path to achieve 100% carbon-free electricity by 2035. The fund will build a more resilient electric transmission system. This starts with a targeted investment tax credit will be created to build at least 20 GW of high-voltage capacity power lines. A new Grid Deployment Authority at the Department of Energy will support better leverage of existing rights-of-way and support creative financing tools to build additional high-voltage transmission lines.","https://www.iea.org/policies/13234-american-jobs-plan-power-infrastructure",2021,NA,NA,"IEA"
"4174","Brazil","BRA",NA,NA,"Angra 3 Nuclear Power Plant Critical Path Acceleration Plan","The completion of the Angra 3 Nuclear Power Plant, which construction started in 1984, will be awarded to a consortium. The power plant, to be operated by Eletronuclear, has a 1405 MW capacity and will provide half the electricity demand of the Rio de Janeiro state, reducing dependency on hydro sources. The construction is planned to reinitiate in 2021 for the plant to be operational by November 2026.  Loans of 14 billion reais will be issued by the Brazilian Socioeconomic Development Bank (BNDES) and state-owned bank Caixa Federal for the project.","https://www.iea.org/policies/14194-angra-3-nuclear-power-plant-critical-path-acceleration-plan",2021,NA,NA,"IEA"
"4175","Greece","GRC",NA,NA,"Antonis Tritsis Programme","The Antonis Tritsis scheme aims to strengthen sustainable urban investment in urban areas across Greece.  This will include schemes to improve water and wastewater, waste management, road safety and climate resilience, smart city schemes, flood protection, earthquake protection in schools and improving public health measures against COVID-19. This programme includes among others plans to invest in exploitation of geothermal fields, renewable energy sources, smart distribution, storage, and energy consumption systems. The new sustainable urban investment initiative will scale up priority investment including urban regeneration and increase renewable energy use to improve the quality of life of local residents and attractiveness for business and tourism.  The overall scheme is being implemented by the Ministry of the Interior and eligible investment projects will be managed by the Consignment Deposits and Loans Fund","https://www.iea.org/policies/13293-antonis-tritsis-programme",2021,NA,NA,"IEA"
"4176","Australia","AUS",NA,NA,"Australian CEFC investment in 300MW big battery in Victoria","On 25 February 2021, the Clean Energy Finance Corporation (CEFC) announced that on behalf of the Australian Government they have invested AUD160 million to build the Neoen 300 MW Victorian Big Battery (VBB), providing a critical boost to the state’s grid security while driving down power prices and supporting more renewable energy.     The VBB will be one of the world's largest energy storage facilities, and the CEFC senior debt facility will be used to fund its design, construction, and operation. It is expected to be operational during the summer of 2021-22. The investment supports the CEFC's Technology Investment Roadmap's strategic focus on energy storage as a priority technology.The VBB, which will be powered by Tesla Megapack batteries, will be owned and operated by Neoen, one of the world's top independent producers of 100% renewable energy. The extra power flowing between the States during the peak summer season will deliver support to the grid at critical times.","https://www.iea.org/policies/13058-australian-cefc-investment-in-300mw-big-battery-in-victoria",2021,NA,NA,"IEA"
"4177","Australia","AUS",NA,NA,"Australian Powering Communities Program not-for-profit communities","The Powering Communities Program will provide AUD 10.2 million in grants to not-for-profit community organizations. This will help them reduce their energy use, improve energy productivity and reduce emissions.  Up to AUD 67 700 will be available to fund up to 12 projects in each federal electorate. The minimum grant amount is AUD 5 000 and the maximum is AUD 12 000. Applications will open on 1 July 2021. The grants will help eligible organisations to:  upgrade equipment to reduce energy consumption  undertake energy management activities and assessments, such as energy systems assessments and feasibility studies  invest in energy monitoring and management systems  invest in on-site renewable energy and solar-connected batteries","https://www.iea.org/policies/13332-australian-powering-communities-program-not-for-profit-communities",2021,NA,NA,"IEA"
"4178","Australia","AUS",NA,NA,"Australian government support for solar hydro power plant in Mildura","The Australian government, through the Australian Renewable Energy Agency (ARENA) and its Advancing Renewables Program, is providing AUD 15 million to a concentrated solar project with thermal hydro storage.  The flagship project has a 4 MW solar capacity and 3 MW / 50 MWh storage capacity. The manufacturing facility will also be expanded to allow for future project deployment.","https://www.iea.org/policies/13763-australian-government-support-for-solar-hydro-power-plant-in-mildura",2021,NA,NA,"IEA"
