"","ISO","Module","Policy","year","Value","Policytype","Policytype_detail","diff","diff_2","introduction","diff_adj","diff_2_adj","source"
"503","AUS","Buildings","Labels Appliances",2010,5,"NMBI","Information",2,5,0,1,0,"OECD"
"504","AUS","Cross_sectoral","RDD_EnergyEfficiency",2010,8,"MBI","Other MBI",4,3,0,1,1,"OECD"
"505","AUT","Cross_sectoral","RDD_CCS",2010,3,"MBI","Other MBI",2,0,0,1,0,"OECD"
"506","AUT","Cross_sectoral","RDD_Otherstorage",2010,9,"MBI","Other MBI",3,4,0,1,1,"OECD"
"507","BEL","Electricity","Renewable energy certificates",2010,5,"MBI","Subsidy",2,2,0,1,1,"OECD"
"508","BRA","Buildings","BuildingEnergyCodes",2010,3,"NMBI","Performance Standards",3,3,1,1,1,"OECD"
"509","CAN","Electricity","Feed-In-Tariffs",2010,7,"MBI","Subsidy",1,2,0,0,1,"OECD"
"510","CHN","International","Ratification of Climate Treaties",2010,7,"Other","International Co-operation",2,2,0,1,1,"OECD"
"511","DNK","Cross_sectoral","RDD_EnergyEfficiency",2010,8,"MBI","Other MBI",4,2,0,1,1,"OECD"
"512","DNK","Cross_sectoral","RDD_Nuclear",2010,3,"MBI","Other MBI",3,3,0,1,1,"OECD"
"513","ESP","Buildings","BuildingEnergyCodes",2010,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD"
"514","ESP","Cross_sectoral","RDD_EnergyEfficiency",2010,4,"MBI","Other MBI",1,2,0,0,1,"OECD"
"515","ESP","Cross_sectoral","RDD_Hydrogen",2010,6,"MBI","Other MBI",3,2,0,1,1,"OECD"
"516","ESP","Cross_sectoral","RDD_Otherstorage",2010,4,"MBI","Other MBI",1,2,0,0,1,"OECD"
"517","ESP","International","UNFCCC Submission",2010,4,"Other","Climate data",1,2,0,0,1,"OECD"
"518","GBR","Cross_sectoral","RDD_CCS",2010,9,"MBI","Other MBI",2,8,0,1,0,"OECD"
"519","GBR","Cross_sectoral","RDD_EnergyEfficiency",2010,8,"MBI","Other MBI",2,5,0,1,0,"OECD"
"520","GBR","Cross_sectoral","RDD_Hydrogen",2010,6,"MBI","Other MBI",1,2,0,0,1,"OECD"
"521","GBR","Cross_sectoral","RDD_Renewables",2010,9,"MBI","Other MBI",2,5,0,1,0,"OECD"
"522","GBR","Electricity","Feed-In-Tariffs",2010,6,"MBI","Subsidy",6,6,1,1,1,"OECD"
"523","GBR","Electricity","Renewable energy certificates",2010,8,"MBI","Subsidy",1,2,0,0,1,"OECD"
"524","IND","Electricity","Auction",2010,3,"MBI","Subsidy",3,3,1,1,1,"OECD"
"525","ITA","Cross_sectoral","RDD_Otherstorage",2010,8,"MBI","Other MBI",5,0,0,1,0,"OECD"
"526","ITA","Cross_sectoral","RDD_Renewables",2010,7,"MBI","Other MBI",2,1,0,1,0,"OECD"
"527","JPN","Electricity","Feed-In-Tariffs",2010,3,"MBI","Subsidy",3,3,1,1,1,"OECD"
"528","JPN","International","UNFCCC Submission",2010,4,"Other","Climate data",2,2,0,1,1,"OECD"
"529","JPN","Transport","MEPS Transport",2010,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD"
"530","KOR","Cross_sectoral","RDD_Renewables",2010,10,"MBI","Other MBI",1,2,0,0,1,"OECD"
"531","KOR","Transport","MEPS Transport",2010,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD"
"532","NLD","Cross_sectoral","RDD_CCS",2010,10,"MBI","Other MBI",2,3,0,1,1,"OECD"
"533","NLD","Cross_sectoral","RDD_Renewables",2010,10,"MBI","Other MBI",1,2,0,0,1,"OECD"
"534","NOR","Buildings","BuildingEnergyCodes",2010,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD"
"535","NOR","Transport","Congestion Charges",2010,7,"MBI","Other MBI",2,1,0,1,0,"OECD"
"536","RUS","Buildings","Labels Appliances",2010,3,"NMBI","Information",3,3,1,1,1,"OECD"
"537","SWE","Buildings","BuildingEnergyCodes",2010,5,"NMBI","Performance Standards",5,5,1,1,1,"OECD"
"538","USA","Electricity","Feed-In-Tariffs",2010,5,"MBI","Subsidy",2,3,0,1,1,"OECD"
"539","USA","Transport","MEPS Transport",2010,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD"
"540","AUS","Cross_sectoral","Independent Advisory Body",2011,2,"Other","Governance",2,2,1,1,1,"OECD"
"541","AUS","Cross_sectoral","RDD_Renewables",2011,10,"MBI","Other MBI",2,3,0,1,1,"OECD"
"542","AUS","Electricity","Feed-In-Tariffs",2011,4,"MBI","Subsidy",1,2,0,0,1,"OECD"
"543","AUS","Industry","EnergyEfficiencyMandates",2011,4,"NMBI","Other regulatory instruments",4,0,1,1,0,"OECD"
"544","AUS","Transport","Investment in Rail Infrastructure",2011,5,"NMBI","Other NMBI",1,2,0,0,1,"OECD"
"545","AUT","Industry","EnergyEfficiencyMandates",2011,1,"NMBI","Other regulatory instruments",1,0,1,0,0,"OECD"
"546","AUT","Industry","MEPS electric motors",2011,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD"
"547","BEL","Cross_sectoral","RDD_EnergyEfficiency",2011,9,"MBI","Other MBI",9,0,0,1,0,"OECD"
"548","BEL","Cross_sectoral","RDD_Hydrogen",2011,3,"MBI","Other MBI",3,0,0,1,0,"OECD"
"549","BEL","Cross_sectoral","RDD_Otherstorage",2011,8,"MBI","Other MBI",8,0,0,1,0,"OECD"
"550","BEL","Cross_sectoral","RDD_Renewables",2011,6,"MBI","Other MBI",6,0,0,1,0,"OECD"
"551","BEL","Industry","MEPS electric motors",2011,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD"
"552","BRA","International","International Initiatives",2011,1,"Other","International Co-operation",1,1,1,0,0,"OECD"
"553","CAN","Buildings","BuildingEnergyCodes",2011,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD"
"554","CAN","Cross_sectoral","Fossil Fuel Subsidies Producer Support",2011,4,"MBI","Carbon Pricing",2,0,0,1,0,"OECD"
"555","CAN","Electricity","Carbon Tax Electricity",2011,3,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"556","CHE","Buildings","BuildingEnergyCodes",2011,5,"NMBI","Performance Standards",5,5,1,1,1,"OECD"
"557","CHE","Electricity","ETS Electricity",2011,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD"
"558","CHE","Industry","ETS Industry",2011,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD"
"559","CHE","Industry","MEPS electric motors",2011,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD"
"560","CHN","Electricity","Feed-In-Tariffs",2011,5,"MBI","Subsidy",2,2,0,1,1,"OECD"
"561","DEU","Cross_sectoral","RDD_Otherstorage",2011,5,"MBI","Other MBI",1,2,0,0,1,"OECD"
"562","DEU","Industry","MEPS electric motors",2011,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD"
"563","DNK","Industry","MEPS electric motors",2011,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD"
"564","DNK","Transport","Investment in Rail Infrastructure",2011,8,"NMBI","Other NMBI",2,2,0,1,1,"OECD"
"565","ESP","Buildings","Financing Mechanism Buildings",2011,5,"MBI","Subsidy",5,0,1,1,0,"OECD"
"566","ESP","Cross_sectoral","RDD_EnergyEfficiency",2011,6,"MBI","Other MBI",2,3,0,1,1,"OECD"
"567","ESP","Cross_sectoral","RDD_Otherstorage",2011,9,"MBI","Other MBI",5,6,0,1,1,"OECD"
"568","ESP","Cross_sectoral","RDD_Renewables",2011,10,"MBI","Other MBI",2,3,0,1,1,"OECD"
"569","ESP","Electricity","PlanningRenewablesExpansion",2011,5,"NMBI","Other regulatory instruments",4,0,0,1,0,"OECD"
"570","ESP","Industry","Financing Mechanism Industry",2011,5,"MBI","Subsidy",5,0,1,1,0,"OECD"
"571","ESP","Industry","MEPS electric motors",2011,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD"
"572","FIN","Buildings","Carbon Tax Buildings",2011,9,"MBI","Carbon Pricing",3,3,0,1,1,"OECD"
"573","FIN","Electricity","Feed-In-Tariffs",2011,3,"MBI","Subsidy",3,3,1,1,1,"OECD"
"574","FIN","Industry","MEPS electric motors",2011,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD"
"575","FRA","Electricity","AirEmissionStandards",2011,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD"
"576","FRA","Industry","MEPS electric motors",2011,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD"
"577","FRA","International","International Initiatives",2011,1,"Other","International Co-operation",1,1,1,0,0,"OECD"
"578","FRA","Transport","Investment in Rail Infrastructure",2011,7,"NMBI","Other NMBI",2,2,0,1,1,"OECD"
"579","GBR","Industry","MEPS electric motors",2011,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD"
"580","GBR","Transport","Congestion Charges",2011,10,"MBI","Other MBI",2,2,0,1,1,"OECD"
"581","IND","Buildings","Labels Appliances",2011,5,"NMBI","Information",2,2,0,1,1,"OECD"
"582","ISR","Buildings","Excise Taxes Buildings",2011,4,"MBI","Carbon Pricing",2,2,0,1,1,"OECD"
"583","ISR","Electricity","Excise Taxes Electricity",2011,8,"MBI","Carbon Pricing",4,4,0,1,1,"OECD"
"584","ISR","Industry","Excise Taxes Industry",2011,5,"MBI","Carbon Pricing",2,3,0,1,1,"OECD"
"585","ISR","Industry","MEPS electric motors",2011,7,"NMBI","Performance Standards",4,4,0,1,1,"OECD"
"586","ISR","Transport","Excise Tax Transport",2011,10,"MBI","Carbon Pricing",5,5,0,1,1,"OECD"
"587","ITA","Cross_sectoral","RDD_EnergyEfficiency",2011,6,"MBI","Other MBI",2,-2,0,1,0,"OECD"
"588","ITA","Electricity","Renewable energy certificates",2011,6,"MBI","Subsidy",1,2,0,0,1,"OECD"
"589","ITA","Industry","MEPS electric motors",2011,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD"
"590","JPN","Cross_sectoral","RDD_Renewables",2011,10,"MBI","Other MBI",5,6,0,1,1,"OECD"
"591","JPN","Transport","Excise Tax Transport",2011,7,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"592","JPN","Transport","Fossil Fuel Subsidies Transport",2011,10,"MBI","Carbon Pricing",10,0,1,1,0,"OECD"
"593","KOR","Transport","Excise Tax Transport",2011,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"594","KOR","Transport","Investment in Rail Infrastructure",2011,7,"NMBI","Other NMBI",1,2,0,0,1,"OECD"
"595","NLD","Cross_sectoral","RDD_Otherstorage",2011,6,"MBI","Other MBI",3,1,0,1,0,"OECD"
"596","NLD","Industry","MEPS electric motors",2011,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD"
"597","NOR","Industry","MEPS electric motors",2011,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD"
"598","SWE","Cross_sectoral","Fossil Fuel Subsidies Producer Support",2011,5,"MBI","Carbon Pricing",5,0,1,1,0,"OECD"
"599","SWE","Cross_sectoral","RDD_CCS",2011,3,"MBI","Other MBI",3,3,1,1,1,"OECD"
"600","SWE","Electricity","Excise Taxes Electricity",2011,7,"MBI","Carbon Pricing",2,2,0,1,1,"OECD"
"601","SWE","Electricity","Fossil Fuel Subsidies Electricity",2011,8,"MBI","Carbon Pricing",3,0,0,1,0,"OECD"
"602","SWE","Industry","Fossil Fuel Subsidies Industry",2011,4,"MBI","Carbon Pricing",2,0,0,1,0,"OECD"
"603","SWE","Industry","MEPS electric motors",2011,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD"
"604","USA","Cross_sectoral","Fossil Fuel Subsidies Producer Support",2011,6,"MBI","Carbon Pricing",2,0,0,1,0,"OECD"
"605","USA","Industry","MEPS electric motors",2011,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD"
"606","USA","International","International Initiatives",2011,1,"Other","International Co-operation",1,1,1,0,0,"OECD"
"607","AUS","Buildings","Labels Appliances",2012,10,"NMBI","Information",5,5,0,1,1,"OECD"
"608","AUS","Cross_sectoral","Fossil Fuel Subsidies Producer Support",2012,8,"MBI","Carbon Pricing",4,3,0,1,1,"OECD"
"609","AUS","Cross_sectoral","RDD_Nuclear",2012,3,"MBI","Other MBI",1,2,0,0,1,"OECD"
"610","AUS","Electricity","ETS Electricity",2012,9,"MBI","Carbon Pricing",9,9,1,1,1,"OECD"
"611","AUS","Electricity","Renewable energy certificates",2012,7,"MBI","Subsidy",2,2,0,1,1,"OECD"
"612","AUS","Industry","ETS Industry",2012,9,"MBI","Carbon Pricing",9,9,1,1,1,"OECD"
"613","AUS","International","International Initiatives",2012,1,"Other","International Co-operation",1,1,1,0,0,"OECD"
"614","AUT","Cross_sectoral","RDD_Hydrogen",2012,6,"MBI","Other MBI",2,0,0,1,0,"OECD"
"615","AUT","Cross_sectoral","RDD_Otherstorage",2012,10,"MBI","Other MBI",2,1,0,1,0,"OECD"
"616","BEL","Cross_sectoral","RDD_CCS",2012,6,"MBI","Other MBI",6,6,0,1,1,"OECD"
"617","BEL","Cross_sectoral","RDD_Otherstorage",2012,10,"MBI","Other MBI",2,10,0,1,0,"OECD"
"618","BEL","Industry","EnergyEfficiencyMandates",2012,8,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD"
"619","BEL","International","International Initiatives",2012,1,"Other","International Co-operation",1,1,1,0,0,"OECD"
"620","BRA","Buildings","BuildingEnergyCodes",2012,5,"NMBI","Performance Standards",2,2,0,1,1,"OECD"
"621","BRA","Buildings","Financing Mechanism Buildings",2012,5,"MBI","Subsidy",2,2,0,1,1,"OECD"
"622","BRA","Industry","MEPS electric motors",2012,7,"NMBI","Performance Standards",4,4,0,1,1,"OECD"
"623","BRA","Transport","MEPS Transport",2012,5,"NMBI","Performance Standards",5,5,1,1,1,"OECD"
"624","CAN","Electricity","Carbon Tax Electricity",2012,4,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"625","CAN","Industry","MEPS electric motors",2012,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD"
"626","CAN","International","International Initiatives",2012,3,"Other","International Co-operation",3,3,1,1,1,"OECD"
"627","CHE","Buildings","Labels Appliances",2012,8,"NMBI","Information",3,3,0,1,1,"OECD"
"628","CHN","Electricity","AirEmissionStandards",2012,8,"NMBI","Performance Standards",6,6,0,1,1,"OECD"
"629","CHN","Industry","MEPS electric motors",2012,7,"NMBI","Performance Standards",4,4,0,1,1,"OECD"
"630","CHN","Transport","MEPS Transport",2012,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD"
"631","DEU","Cross_sectoral","RDD_CCS",2012,6,"MBI","Other MBI",3,1,0,1,0,"OECD"
"632","DEU","International","International Initiatives",2012,1,"Other","International Co-operation",1,1,1,0,0,"OECD"
"633","DEU","Transport","Investment in Rail Infrastructure",2012,7,"NMBI","Other NMBI",2,3,0,1,1,"OECD"
"634","DEU","Transport","MEPS Transport",2012,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD"
"635","DNK","Cross_sectoral","RDD_Nuclear",2012,4,"MBI","Other MBI",2,1,0,1,0,"OECD"
"636","DNK","Electricity","Fossil Fuel Subsidies Electricity",2012,5,"MBI","Carbon Pricing",2,2,0,1,1,"OECD"
"637","DNK","Industry","EnergyEfficiencyMandates",2012,5,"NMBI","Other regulatory instruments",5,5,1,1,1,"OECD"
"638","DNK","International","International Initiatives",2012,1,"Other","International Co-operation",1,1,1,0,0,"OECD"
"639","ESP","Cross_sectoral","Fossil Fuel Subsidies Producer Support",2012,5,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"640","ESP","Cross_sectoral","RDD_CCS",2012,3,"MBI","Other MBI",3,3,0,1,1,"OECD"
"641","ESP","Cross_sectoral","RDD_Nuclear",2012,5,"MBI","Other MBI",4,5,0,1,1,"OECD"
"642","ESP","Industry","Fossil Fuel Subsidies Industry",2012,6,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"643","FIN","Cross_sectoral","Independent Advisory Body",2012,4,"Other","Governance",4,4,1,1,1,"OECD"
"644","FIN","Industry","EnergyEfficiencyMandates",2012,1,"NMBI","Other regulatory instruments",1,1,1,0,0,"OECD"
"645","FIN","International","International Initiatives",2012,1,"Other","International Co-operation",1,1,1,0,0,"OECD"
"646","FIN","Transport","Excise Tax Transport",2012,6,"MBI","Carbon Pricing",2,0,0,1,0,"OECD"
"647","FRA","International","International Initiatives",2012,3,"Other","International Co-operation",2,3,0,1,0,"OECD"
"648","GBR","Electricity","Fossil Fuel Subsidies Electricity",2012,8,"MBI","Carbon Pricing",8,8,1,1,1,"OECD"
"649","GBR","Electricity","PlanningRenewablesExpansion",2012,4,"NMBI","Other regulatory instruments",2,3,0,1,1,"OECD"
"650","GBR","Industry","Financing Mechanism Industry",2012,10,"MBI","Subsidy",10,10,1,1,1,"OECD"
"651","GBR","Industry","Fossil Fuel Subsidies Industry",2012,6,"MBI","Carbon Pricing",6,1,0,1,0,"OECD"
"652","GBR","International","International Initiatives",2012,3,"Other","International Co-operation",3,3,1,1,1,"OECD"
"653","IND","Electricity","PlanningRenewablesExpansion",2012,4,"NMBI","Other regulatory instruments",4,4,1,1,1,"OECD"
"654","ISR","International","International Initiatives",2012,1,"Other","International Co-operation",1,1,1,0,0,"OECD"
"655","ITA","Electricity","Fossil Fuel Subsidies Electricity",2012,4,"MBI","Carbon Pricing",4,4,1,1,1,"OECD"
"656","ITA","International","International Initiatives",2012,1,"Other","International Co-operation",1,1,1,0,0,"OECD"
"657","ITA","Transport","Congestion Charges",2012,2,"MBI","Other MBI",2,2,1,1,1,"OECD"
"658","JPN","Buildings","Carbon Tax Buildings",2012,3,"MBI","Carbon Pricing",3,3,1,1,1,"OECD"
"659","JPN","Buildings","MEPS of appliances",2012,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD"
"660","JPN","Electricity","Carbon Tax Electricity",2012,5,"MBI","Carbon Pricing",5,5,1,1,1,"OECD"
"661","JPN","Electricity","Feed-In-Tariffs",2012,8,"MBI","Subsidy",4,5,0,1,1,"OECD"
"662","JPN","Industry","Carbon Tax Industry",2012,4,"MBI","Carbon Pricing",4,4,1,1,1,"OECD"
"663","JPN","International","International Initiatives",2012,1,"Other","International Co-operation",1,1,1,0,0,"OECD"
"664","JPN","Transport","Carbon Tax Transport",2012,3,"MBI","Carbon Pricing",3,3,1,1,1,"OECD"
"665","KOR","Electricity","PlanningRenewablesExpansion",2012,7,"NMBI","Other regulatory instruments",5,5,0,1,1,"OECD"
"666","KOR","Electricity","Renewable energy certificates",2012,3,"MBI","Subsidy",3,3,1,1,1,"OECD"
"667","NLD","Buildings","BuildingEnergyCodes",2012,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD"
"668","NLD","Buildings","Financing Mechanism Buildings",2012,3,"MBI","Subsidy",3,3,1,1,1,"OECD"
"669","NLD","Cross_sectoral","RDD_Renewables",2012,10,"MBI","Other MBI",2,0,0,1,0,"OECD"
"670","NLD","International","International Initiatives",2012,3,"Other","International Co-operation",3,3,1,1,1,"OECD"
"671","NOR","Buildings","Bans and Phaseouts Fossil Fuels Heating",2012,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD"
"672","NOR","Electricity","Renewable energy certificates",2012,4,"MBI","Subsidy",4,4,1,1,1,"OECD"
"673","NOR","International","International Initiatives",2012,1,"Other","International Co-operation",1,1,1,0,0,"OECD"
"674","NOR","Transport","Fossil Fuel Subsidies Transport",2012,9,"MBI","Carbon Pricing",2,2,0,1,1,"OECD"
"675","SWE","International","International Initiatives",2012,1,"Other","International Co-operation",1,1,1,0,0,"OECD"
"676","USA","Cross_sectoral","Methane Policies",2012,9,"NMBI","Other NMBI",3,3,0,1,1,"OECD"
"677","USA","Electricity","AirEmissionStandards",2012,5,"NMBI","Performance Standards",2,2,0,1,1,"OECD"
"678","USA","Electricity","ETS Electricity",2012,6,"MBI","Carbon Pricing",2,2,0,1,1,"OECD"
"679","USA","International","International Initiatives",2012,3,"Other","International Co-operation",2,3,0,1,0,"OECD"
"680","AUS","Cross_sectoral","Independent Advisory Body",2013,8,"Other","Governance",6,6,0,1,1,"OECD"
"681","AUS","Cross_sectoral","RDD_Otherstorage",2013,5,"MBI","Other MBI",1,2,0,0,1,"OECD"
"682","AUT","Buildings","Labels Appliances",2013,10,"NMBI","Information",2,2,0,1,1,"OECD"
"683","AUT","Buildings","MEPS of appliances",2013,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD"
"684","AUT","Electricity","AirEmissionStandards",2013,8,"NMBI","Performance Standards",4,4,0,1,1,"OECD"
"685","AUT","Industry","Fossil Fuel Subsidies Industry",2013,6,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"686","BEL","Buildings","Labels Appliances",2013,10,"NMBI","Information",2,2,0,1,1,"OECD"
"687","BEL","Buildings","MEPS of appliances",2013,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD"
"688","BEL","Cross_sectoral","Fossil Fuel Subsidies Producer Support",2013,10,"MBI","Carbon Pricing",10,10,1,1,1,"OECD"
"689","CAN","Industry","EnergyEfficiencyMandates",2013,1,"NMBI","Other regulatory instruments",1,1,1,0,0,"OECD"
"690","CAN","Transport","MEPS Transport",2013,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD"
"691","CHE","Cross_sectoral","RDD_CCS",2013,5,"MBI","Other MBI",2,1,0,1,0,"OECD"
"692","CHE","International","International Initiatives",2013,3,"Other","International Co-operation",3,3,1,1,1,"OECD"
"693","CHE","Transport","MEPS Transport",2013,5,"NMBI","Performance Standards",5,5,1,1,1,"OECD"
"694","DEU","Buildings","Labels Appliances",2013,10,"NMBI","Information",2,2,0,1,1,"OECD"
"695","DEU","Buildings","MEPS of appliances",2013,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD"
"696","DEU","Cross_sectoral","RDD_Otherstorage",2013,6,"MBI","Other MBI",2,1,0,1,0,"OECD"
"697","DEU","Electricity","AirEmissionStandards",2013,8,"NMBI","Performance Standards",2,2,0,1,1,"OECD"
"698","DNK","Buildings","Bans and Phaseouts Fossil Fuels Heating",2013,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD"
"699","DNK","Buildings","Labels Appliances",2013,10,"NMBI","Information",2,2,0,1,1,"OECD"
"700","DNK","Buildings","MEPS of appliances",2013,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD"
"701","DNK","Cross_sectoral","RDD_EnergyEfficiency",2013,9,"MBI","Other MBI",1,2,0,0,1,"OECD"
"702","DNK","Electricity","AirEmissionStandards",2013,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD"
"703","ESP","Buildings","Labels Appliances",2013,10,"NMBI","Information",2,2,0,1,1,"OECD"
"704","ESP","Buildings","MEPS of appliances",2013,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD"
"705","ESP","Electricity","AirEmissionStandards",2013,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD"
"706","ESP","Industry","Excise Taxes Industry",2013,3,"MBI","Carbon Pricing",2,2,0,1,1,"OECD"
"707","ESP","Industry","Fossil Fuel Subsidies Industry",2013,7,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"708","FIN","Buildings","BuildingEnergyCodes",2013,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD"
"709","FIN","Buildings","Labels Appliances",2013,10,"NMBI","Information",2,2,0,1,1,"OECD"
"710","FIN","Buildings","MEPS of appliances",2013,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD"
"711","FIN","Transport","Investment in Rail Infrastructure",2013,7,"NMBI","Other NMBI",1,2,0,0,1,"OECD"
"712","FRA","Buildings","Labels Appliances",2013,10,"NMBI","Information",2,2,0,1,1,"OECD"
"713","FRA","Buildings","MEPS of appliances",2013,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD"
"714","FRA","Cross_sectoral","RDD_Otherstorage",2013,7,"MBI","Other MBI",1,2,0,0,1,"OECD"
"715","FRA","Industry","EnergyEfficiencyMandates",2013,2,"NMBI","Other regulatory instruments",2,2,1,1,1,"OECD"
"716","GBR","Buildings","Labels Appliances",2013,10,"NMBI","Information",2,2,0,1,1,"OECD"
"717","GBR","Buildings","MEPS of appliances",2013,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD"
"718","GBR","Electricity","AirEmissionStandards",2013,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD"
"719","GBR","Electricity","Renewable energy certificates",2013,10,"MBI","Subsidy",1,2,0,0,1,"OECD"
"720","IND","Transport","Labels Passenger Cars",2013,10,"NMBI","Information",10,10,1,1,1,"OECD"
"721","ITA","Buildings","Labels Appliances",2013,10,"NMBI","Information",2,2,0,1,1,"OECD"
"722","ITA","Buildings","MEPS of appliances",2013,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD"
"723","ITA","Electricity","AirEmissionStandards",2013,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD"
"724","ITA","Electricity","Feed-In-Tariffs",2013,8,"MBI","Subsidy",4,4,0,1,1,"OECD"
"725","ITA","Electricity","Fossil Fuel Subsidies Electricity",2013,7,"MBI","Carbon Pricing",3,7,0,1,0,"OECD"
"726","NLD","Buildings","Financing Mechanism Buildings",2013,5,"MBI","Subsidy",2,5,0,1,0,"OECD"
"727","NLD","Buildings","Labels Appliances",2013,10,"NMBI","Information",2,2,0,1,1,"OECD"
"728","NLD","Buildings","MEPS of appliances",2013,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD"
"729","NLD","Cross_sectoral","RDD_Hydrogen",2013,2,"MBI","Other MBI",2,2,0,1,1,"OECD"
"730","NLD","Electricity","AirEmissionStandards",2013,8,"NMBI","Performance Standards",2,2,0,1,1,"OECD"
"731","NLD","Electricity","PlanningRenewablesExpansion",2013,2,"NMBI","Other regulatory instruments",2,2,1,1,1,"OECD"
"732","NLD","Industry","Fossil Fuel Subsidies Industry",2013,10,"MBI","Carbon Pricing",2,3,0,1,1,"OECD"
"733","NOR","Buildings","Fossil Fuel Subsides Buildings",2013,10,"MBI","Carbon Pricing",10,10,1,1,1,"OECD"
"734","NOR","Cross_sectoral","RDD_EnergyEfficiency",2013,9,"MBI","Other MBI",2,2,0,1,1,"OECD"
"735","SWE","Buildings","Labels Appliances",2013,10,"NMBI","Information",2,2,0,1,1,"OECD"
"736","SWE","Buildings","MEPS of appliances",2013,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD"
"737","SWE","Electricity","AirEmissionStandards",2013,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD"
"738","SWE","Industry","Fossil Fuel Subsidies Industry",2013,6,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"739","SWE","International","International Initiatives",2013,3,"Other","International Co-operation",2,3,0,1,0,"OECD"
"740","SWE","Transport","Fossil Fuel Subsidies Transport",2013,5,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"741","USA","Industry","ETS Industry",2013,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD"
"742","USA","Transport","ETS Transport",2013,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD"
"743","USA","Transport","Labels Passenger Cars",2013,10,"NMBI","Information",10,10,1,1,1,"OECD"
"744","AUS","Cross_sectoral","Fossil Fuel Subsidies Producer Support",2014,9,"MBI","Carbon Pricing",2,1,0,1,0,"OECD"
"745","AUS","Cross_sectoral","RDD_Hydrogen",2014,3,"MBI","Other MBI",1,2,0,0,1,"OECD"
"746","AUS","International","Evaluation Biannual Report",2014,8,"Other","Climate data",8,8,1,1,1,"OECD"
"747","AUS","International","UNFCCC Submission",2014,6,"Other","Climate data",3,3,0,1,1,"OECD"
"748","AUT","Cross_sectoral","RDD_Hydrogen",2014,8,"MBI","Other MBI",2,2,0,1,1,"OECD"
"749","AUT","Electricity","PlanningRenewablesExpansion",2014,5,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD"
