"","Policy","ISO","year","Policytype","Policytype_detail","Policy_name_fig_1","Policy_name_fig_2_3","Policy_name_fig_4","Market_non_market","Cluster_categories","source","label","policy_sign","Module","Value","diff","diff_2","introduction","phase_out","diff_adj","diff_2_adj","diff_2_adj_neg","diff_adj_neg"
"283","ETS","USA",2009,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",4,4,4,1,0,1,1,0,0
"284","ETS","USA",2012,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Electricity",6,2,2,0,0,1,1,0,0
"285","ETS","USA",2013,"MBI","Carbon Pricing","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","OECD","jump","positive","Industry",6,6,6,1,0,1,1,0,0
"286","EnergyEfficiencyMandates","AUS",2011,"NMBI","Other regulatory instruments","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","OECD","jump","positive","Industry",4,4,0,1,0,1,0,0,0
"287","EnergyEfficiencyMandates","AUT",2011,"NMBI","Other regulatory instruments","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","OECD","jump","positive","Industry",1,1,0,1,0,0,0,0,0
"288","EnergyEfficiencyMandates","AUT",2015,"NMBI","Other regulatory instruments","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","OECD","jump","positive","Industry",8,6,7,0,0,1,1,0,0
"289","EnergyEfficiencyMandates","BEL",2012,"NMBI","Other regulatory instruments","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","OECD","jump","positive","Industry",8,4,4,0,0,1,1,0,0
"290","EnergyEfficiencyMandates","CAN",2013,"NMBI","Other regulatory instruments","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","OECD","jump","positive","Industry",1,1,1,1,0,0,0,0,0
"291","EnergyEfficiencyMandates","CAN",2016,"NMBI","Other regulatory instruments","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","OECD","jump","positive","Industry",6,5,5,0,0,1,1,0,0
"292","EnergyEfficiencyMandates","CHE",2017,"NMBI","Other regulatory instruments","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","OECD","jump","positive","Industry",6,5,5,0,0,1,1,0,0
"293","EnergyEfficiencyMandates","CHE",2018,"NMBI","Other regulatory instruments","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","OECD","jump","positive","Industry",8,2,7,0,0,1,0,0,0
"294","EnergyEfficiencyMandates","DEU",2015,"NMBI","Other regulatory instruments","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","OECD","jump","positive","Industry",8,7,7,0,0,1,1,0,0
"295","EnergyEfficiencyMandates","DNK",2012,"NMBI","Other regulatory instruments","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","OECD","jump","positive","Industry",5,5,5,1,0,1,1,0,0
"296","EnergyEfficiencyMandates","DNK",2014,"NMBI","Other regulatory instruments","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","OECD","jump","positive","Industry",8,3,3,0,0,1,1,0,0
"297","EnergyEfficiencyMandates","ESP",2015,"NMBI","Other regulatory instruments","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","OECD","jump","positive","Industry",8,5,6,0,0,1,1,0,0
"298","EnergyEfficiencyMandates","FIN",2012,"NMBI","Other regulatory instruments","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","OECD","jump","positive","Industry",1,1,1,1,0,0,0,0,0
"299","EnergyEfficiencyMandates","FIN",2014,"NMBI","Other regulatory instruments","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","OECD","jump","positive","Industry",5,4,4,0,0,1,1,0,0
"300","EnergyEfficiencyMandates","FRA",2013,"NMBI","Other regulatory instruments","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","OECD","jump","positive","Industry",2,2,2,1,0,1,1,0,0
"301","EnergyEfficiencyMandates","FRA",2020,"NMBI","Other regulatory instruments","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","OECD","jump","positive","Industry",6,4,4,0,0,1,1,0,0
"302","EnergyEfficiencyMandates","GBR",2014,"NMBI","Other regulatory instruments","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","OECD","jump","positive","Industry",8,5,5,0,0,1,1,0,0
"303","EnergyEfficiencyMandates","ISR",2016,"NMBI","Other regulatory instruments","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","OECD","jump","positive","Industry",6,2,2,0,0,1,1,0,0
"304","EnergyEfficiencyMandates","ITA",2015,"NMBI","Other regulatory instruments","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","OECD","jump","positive","Industry",2,2,2,1,0,1,1,0,0
"305","EnergyEfficiencyMandates","ITA",2016,"NMBI","Other regulatory instruments","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","OECD","jump","positive","Industry",4,2,4,0,0,1,0,0,0
"306","EnergyEfficiencyMandates","KOR",2018,"NMBI","Other regulatory instruments","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","OECD","jump","positive","Industry",8,7,7,0,0,1,1,0,0
"307","EnergyEfficiencyMandates","RUS",2014,"NMBI","Other regulatory instruments","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","OECD","jump","positive","Industry",8,4,4,0,0,1,1,0,0
"308","Excise Taxes Electricity","ESP",2022,"MBI","Carbon Pricing","Fuel tax","Fuel tax","Taxation","Market","Pricing","OECD","jump","negative","Electricity",0,-2,-2,0,0,0,0,1,1
"309","Excise Taxes Electricity","ISR",2011,"MBI","Carbon Pricing","Fuel tax","Fuel tax","Taxation","Market","Pricing","OECD","jump","positive","Electricity",8,4,4,0,0,1,1,0,0
"310","Excise Taxes Electricity","SWE",2011,"MBI","Carbon Pricing","Fuel tax","Fuel tax","Taxation","Market","Pricing","OECD","jump","positive","Electricity",7,2,2,0,0,1,1,0,0
"311","Excise Taxes Industry","AUT",2003,"MBI","Carbon Pricing","Fuel tax","Fuel tax","Taxation","Market","Pricing","OECD","jump","positive","Industry",5,2,3,0,0,1,1,0,0
"312","Excise Taxes Industry","ESP",2013,"MBI","Carbon Pricing","Fuel tax","Fuel tax","Taxation","Market","Pricing","OECD","jump","positive","Industry",3,2,2,0,0,1,1,0,0
"313","Excise Taxes Industry","ISR",2011,"MBI","Carbon Pricing","Fuel tax","Fuel tax","Taxation","Market","Pricing","OECD","jump","positive","Industry",5,2,3,0,0,1,1,0,0
"314","Feed-In-Tariffs","AUS",2008,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","positive","Electricity",2,2,2,1,0,1,1,0,0
"315","Feed-In-Tariffs","AUS",2011,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","positive","Electricity",4,1,2,0,0,0,1,0,0
"316","Feed-In-Tariffs","AUT",2003,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","positive","Electricity",3,2,2,0,0,1,1,0,0
"317","Feed-In-Tariffs","AUT",2014,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","negative","Electricity",3,-2,-2,0,0,0,0,1,1
"318","Feed-In-Tariffs","CAN",2006,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","positive","Electricity",5,5,5,1,0,1,1,0,0
"319","Feed-In-Tariffs","CAN",2010,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","positive","Electricity",7,1,2,0,0,0,1,0,0
"320","Feed-In-Tariffs","CAN",2015,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","negative","Electricity",0,-7,-7,0,1,0,0,1,1
"321","Feed-In-Tariffs","CHE",2005,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","positive","Electricity",7,7,7,1,0,1,1,0,0
"322","Feed-In-Tariffs","CHE",2019,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","negative","Electricity",6,-2,-2,0,0,0,0,1,1
"323","Feed-In-Tariffs","CHN",2009,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","positive","Electricity",3,3,3,1,0,1,1,0,0
"324","Feed-In-Tariffs","CHN",2011,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","positive","Electricity",5,2,2,0,0,1,1,0,0
"325","Feed-In-Tariffs","CHN",2019,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","negative","Electricity",0,-6,-6,0,1,0,0,1,1
"326","Feed-In-Tariffs","DEU",2017,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","negative","Electricity",4,-3,-2,0,0,0,0,1,1
"327","Feed-In-Tariffs","DNK",2003,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","negative","Electricity",0,-3,-3,0,1,0,0,1,1
"328","Feed-In-Tariffs","DNK",2009,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","positive","Electricity",3,3,3,0,0,1,1,0,0
"329","Feed-In-Tariffs","DNK",2018,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","negative","Electricity",3,-3,-3,0,0,0,0,1,1
"330","Feed-In-Tariffs","DNK",2019,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","negative","Electricity",0,-3,-6,0,1,0,0,0,1
"331","Feed-In-Tariffs","ESP",2013,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","negative","Electricity",0,-8,-8,0,1,0,0,1,1
"332","Feed-In-Tariffs","FIN",2011,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","positive","Electricity",3,3,3,1,0,1,1,0,0
"333","Feed-In-Tariffs","FRA",2001,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","positive","Electricity",3,2,0,0,0,1,0,0,0
"334","Feed-In-Tariffs","FRA",2006,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","positive","Electricity",5,2,2,0,0,1,1,0,0
"335","Feed-In-Tariffs","FRA",2015,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","negative","Electricity",0,-7,-7,0,1,0,0,1,1
"336","Feed-In-Tariffs","GBR",2010,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","positive","Electricity",6,6,6,1,0,1,1,0,0
"337","Feed-In-Tariffs","GBR",2012,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","negative","Electricity",5,-2,-1,0,0,0,0,0,1
"338","Feed-In-Tariffs","GBR",2014,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","positive","Electricity",7,2,2,0,0,1,1,0,0
"339","Feed-In-Tariffs","GBR",2016,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","negative","Electricity",5,-2,-2,0,0,0,0,1,1
"340","Feed-In-Tariffs","IND",2002,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","positive","Electricity",5,2,2,0,0,1,1,0,0
"341","Feed-In-Tariffs","IND",2009,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","negative","Electricity",4,-2,-2,0,0,0,0,1,1
"342","Feed-In-Tariffs","IND",2017,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","negative","Electricity",0,-6,-6,0,1,0,0,1,1
"343","Feed-In-Tariffs","ISR",2009,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","positive","Electricity",7,7,7,1,0,1,1,0,0
"344","Feed-In-Tariffs","ISR",2014,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","negative","Electricity",0,-7,-8,0,1,0,0,1,1
"345","Feed-In-Tariffs","ITA",2001,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","negative","Electricity",0,-1,0,0,1,0,0,0,0
"346","Feed-In-Tariffs","ITA",2005,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","positive","Electricity",3,3,3,0,0,1,1,0,0
"347","Feed-In-Tariffs","ITA",2013,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","positive","Electricity",8,4,4,0,0,1,1,0,0
"348","Feed-In-Tariffs","ITA",2015,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","positive","Electricity",10,2,2,0,0,1,1,0,0
"349","Feed-In-Tariffs","ITA",2018,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","negative","Electricity",1,-8,-8,0,0,0,0,1,1
"350","Feed-In-Tariffs","JPN",2010,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","positive","Electricity",3,3,3,1,0,1,1,0,0
"351","Feed-In-Tariffs","JPN",2012,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","positive","Electricity",8,4,5,0,0,1,1,0,0
"352","Feed-In-Tariffs","JPN",2018,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","negative","Electricity",4,-4,-4,0,0,0,0,1,1
"353","Feed-In-Tariffs","KOR",2003,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","positive","Electricity",4,4,4,1,0,1,1,0,0
"354","Feed-In-Tariffs","KOR",2012,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","negative","Electricity",0,-5,-4,0,1,0,0,1,1
"355","Feed-In-Tariffs","NLD",2003,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","positive","Electricity",2,2,2,1,0,1,1,0,0
"356","Feed-In-Tariffs","NLD",2008,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","positive","Electricity",5,2,2,0,0,1,1,0,0
"357","Feed-In-Tariffs","SWE",2003,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","negative","Electricity",0,-1,-1,0,1,0,0,0,0
"358","Feed-In-Tariffs","USA",2006,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","positive","Electricity",2,2,2,1,0,1,1,0,0
"359","Feed-In-Tariffs","USA",2010,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","positive","Electricity",5,2,3,0,0,1,1,0,0
"360","Feed-In-Tariffs","USA",2016,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","negative","Electricity",2,-1,-2,0,0,0,0,1,0
"361","Feed-In-Tariffs","USA",2018,"MBI","Subsidy","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","OECD","jump","positive","Electricity",4,2,2,0,0,1,1,0,0
"362","Financing Mechanism Industry","AUS",2015,"MBI","Subsidy","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","OECD","jump","positive","Industry",10,5,5,0,0,1,1,0,0
"363","Financing Mechanism Industry","AUT",2014,"MBI","Subsidy","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","OECD","jump","positive","Industry",10,5,5,0,0,1,1,0,0
"364","Financing Mechanism Industry","CHE",2015,"MBI","Subsidy","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","OECD","jump","positive","Industry",5,5,5,1,0,1,1,0,0
"365","Financing Mechanism Industry","CHE",2017,"MBI","Subsidy","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","OECD","jump","positive","Industry",10,5,5,0,0,1,1,0,0
"366","Financing Mechanism Industry","CHN",2015,"MBI","Subsidy","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","OECD","jump","positive","Industry",10,5,5,0,0,1,1,0,0
"367","Financing Mechanism Industry","ESP",2011,"MBI","Subsidy","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","OECD","jump","positive","Industry",5,5,0,1,0,1,0,0,0
"368","Financing Mechanism Industry","ESP",2015,"MBI","Subsidy","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","OECD","jump","positive","Industry",10,5,5,0,0,1,1,0,0
"369","Financing Mechanism Industry","FIN",2018,"MBI","Subsidy","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","OECD","jump","positive","Industry",5,5,5,1,0,1,1,0,0
"370","Financing Mechanism Industry","GBR",2012,"MBI","Subsidy","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","OECD","jump","positive","Industry",10,10,10,1,0,1,1,0,0
"371","Financing Mechanism Industry","IND",2016,"MBI","Subsidy","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","OECD","jump","positive","Industry",10,5,5,0,0,1,1,0,0
"372","Financing Mechanism Industry","ISR",2015,"MBI","Subsidy","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","OECD","jump","positive","Industry",5,5,5,1,0,1,1,0,0
"373","Financing Mechanism Industry","ISR",2018,"MBI","Subsidy","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","OECD","jump","positive","Industry",10,5,5,0,0,1,1,0,0
"374","Financing Mechanism Industry","ITA",2014,"MBI","Subsidy","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","OECD","jump","positive","Industry",10,10,10,1,0,1,1,0,0
"375","Financing Mechanism Industry","NLD",2014,"MBI","Subsidy","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","OECD","jump","positive","Industry",5,5,5,1,0,1,1,0,0
"376","Financing Mechanism Industry","NLD",2017,"MBI","Subsidy","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","OECD","jump","positive","Industry",10,5,5,0,0,1,1,0,0
"377","Financing mechanism","BEL",2002,NA,NA,"Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","add-on","jump",NA,"Industry",NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","Financing mechanism","BEL",2004,NA,NA,"Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","add-on","jump",NA,"Industry",NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","Financing mechanism","KOR",2004,NA,NA,"Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","add-on","jump",NA,"Industry",NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","Fossil Fuel Subsidy","AUS",2016,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","negative","Industry",6,-3,-3,0,0,0,0,1,1
"381","Fossil Fuel Subsidy","AUT",2013,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","positive","Industry",6,1,2,0,0,0,1,0,0
"382","Fossil Fuel Subsidy","CHE",2015,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","negative","Industry",7,-1,-2,0,0,0,0,1,0
"383","Fossil Fuel Subsidy","CHN",2012,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","negative","Industry",5,-2,-2,0,0,0,0,1,1
"384","Fossil Fuel Subsidy","CHN",2014,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","negative","Industry",4,-2,-1,0,0,0,0,0,1
"385","Fossil Fuel Subsidy","CHN",2016,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","positive","Industry",8,3,4,0,0,1,1,0,0
"386","Fossil Fuel Subsidy","CHN",2020,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","positive","Industry",10,1,2,0,0,0,1,0,0
"387","Fossil Fuel Subsidy","DNK",2012,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","positive","Electricity",5,2,2,0,0,1,1,0,0
"388","Fossil Fuel Subsidy","DNK",2015,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","negative","Electricity",0,-5,-5,0,1,0,0,1,1
"389","Fossil Fuel Subsidy","DNK",2015,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","positive","Industry",10,2,2,0,0,1,1,0,0
"390","Fossil Fuel Subsidy","DNK",2017,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","negative","Industry",7,-3,-3,0,0,0,0,1,1
"391","Fossil Fuel Subsidy","ESP",2011,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","negative","Electricity",0,-9,0,0,1,0,0,0,1
"392","Fossil Fuel Subsidy","ESP",2012,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","positive","Industry",6,1,2,0,0,0,1,0,0
"393","Fossil Fuel Subsidy","ESP",2013,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","slow_increase","positive","Industry",7,1,2,0,0,0,1,0,0
"394","Fossil Fuel Subsidy","ESP",2014,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","slow_increase","positive","Industry",8,1,2,0,0,0,1,0,0
"395","Fossil Fuel Subsidy","FRA",2011,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","negative","Industry",4,-3,0,0,0,0,0,0,1
"396","Fossil Fuel Subsidy","GBR",2011,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","negative","Industry",0,-5,0,0,1,0,0,0,1
"397","Fossil Fuel Subsidy","GBR",2012,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","positive","Electricity",7,7,4.5,1,0,1,1,0,0
"398","Fossil Fuel Subsidy","GBR",2013,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","negative","Industry",2,-4,2,0,0,0,0,0,1
"399","Fossil Fuel Subsidy","IND",2011,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","negative","Industry",4,-2,0,0,0,0,0,0,1
"400","Fossil Fuel Subsidy","IND",2014,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","positive","Industry",9,4,5,0,0,1,1,0,0
"401","Fossil Fuel Subsidy","ITA",2011,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","negative","Industry",3,-3,0,0,0,0,0,0,1
"402","Fossil Fuel Subsidy","ITA",2012,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","positive","Electricity",4,4,4,1,0,1,1,0,0
"403","Fossil Fuel Subsidy","ITA",2013,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","positive","Electricity",7,3,7,0,0,1,0,0,0
"404","Fossil Fuel Subsidy","ITA",2014,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","negative","Electricity",5,-2,1,0,0,0,0,0,1
"405","Fossil Fuel Subsidy","ITA",2017,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","positive","Industry",5,2,2,0,0,1,1,0,0
"406","Fossil Fuel Subsidy","ITA",2019,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","negative","Electricity",4,-1,-2,0,0,0,0,1,0
"407","Fossil Fuel Subsidy","JPN",2021,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","positive","Industry",10,10,10,1,0,1,1,0,0
"408","Fossil Fuel Subsidy","KOR",2016,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","positive","Industry",4,1,2,0,0,0,1,0,0
