Policy,URL,Description,Source,Last updated,Learn more,Topics,Policy types,Sectors,Technologies,End uses,Country,Year,Status,Jurisdiction,country_code
Brazil Inova Energia Program,https://www.iea.org/policies/1611-brazil-inova-energia-program,"The Inova Energy Plan was a program financed by the National Development Bank - Banco Nacional de Desenvolvimento Economico e Social (BNDES), Brazilian Innovation Agency - Financiadora de Estudos e Projetos (FINEP), and National Agency for Electricity - Agencia Nacional de Energia Eletrica (ANEEL).The goal of the program was to boost cooperation and knowledge sharing between companies and technology institutes in fields of smart grids, renewable energy, and hybrid and energy efficient vehicles. Inova provided support in form of grants and soft loans.The credit line from Inova could cover up to 90% of accepted project costs, with remaining costs financed by participating companies.In 2013 Inova was opened to applications from private parties. In February 2014 the selection process was completed selecting 57 companies for the support in all three focus areas of Inova.[1] [1]   https://www.bndes.gov.br/wps/wcm/connect/site/c0ce2220-bf74-423e-b640-2d...",IEA/IRENA Renewables Policies Database,5 November 2017,https://www.bndes.gov.br/wps/portal/site/home/financiamento/plano-inova-empresa/plano-inova-energia,Energy Efficiency|Renewable Energy,"Regulation|Information and education|Public information|Payments, finance and taxation|Payments and transfers|Loans / debt finance|Finance|Grants",Transport|Economy-wide (Multi-sector),Undefined,Undefined,Brazil,2013,Ended,National,BRA
Brazil Inova Energia Program,https://www.iea.org/policies/2660-brazil-inova-energia-program,"The goal of the Brazil Inova Energia Program is to boost cooperation and knowledge sharing between companies and technology institutes in fields of smart grids, renewable energy, hybrid and energy efficient vehicles. Inova provides support in form of grants and soft loans.  Program is financed by: the National Development Bank - Banco Nacional de Desenvolvimento Economico e Social (BNDES);  the Brazilian Innovation Agency - Financiadora de Estudos e Projetos (FINEP);  the National Agency for Electricity - Agencia Nacional de Energia Eletrica (ANEEL).  Credit line from Inova can cover up to 90% of accepted project costs. The remaining 10% of the costs must be financed by the company. In 2013 Inova was open for receiving application from private parties. In February 2014 the selection process was completed selecting 57 companies for the support in all three focus areas of Inova (Smart grids and ultra-high-voltage electricity transmission, renewable energy generation, and hybrid vehicles and vehicular energy efficiency).",IEA/IRENA Renewables Policies Database,15 October 2019,https://www.bndes.gov.br/wps/portal/site/home/financiamento/plano-inova-empresa/plano-inova-energia,Energy Efficiency|Renewable Energy,"Payments, finance and taxation|Payments and transfers|Grants","Transport|Power, Heat and Utilities",Road vehicles|Drive train or engine|Battery electric|Hybrid|Plug-in hybrid|Transport technologies,Undefined,Brazil,2013,In force,National,BRA
EVSE support for private sector,https://www.iea.org/policies/2967-evse-support-for-private-sector,"EVSE subsidy for private sectors who invest chargers/stations. In 2013, the Japanese government announced a deal with auto industry leaders, Nissan, Honda, and Mitsubishi, to invest nearly USD 1.025 billion for building user-friendly electric vehicle charging infrastructure in key locations across the country. The partnership witnessed about 800% increase in the number of EV chargers nationwide, from 4,700 chargers in 2013 to 40,000 charging points in 2016. During the same year, the number of electric car charge points in Japan overtook the number of petrol stations, that is, 40,000 charging points in Japan as compared to 34,000 petrol stations. The government’s goal is to have fast charger every 9.3 miles (15 km) or within every 19-mile (30-km) radius. To support BEVs, operators can get subsidies of ¥5 million ($47,000) per charger and up to ¥45 million ($420,000) for construction costs. The subsidy established in 2013 was available from March 19, 2013 to February 27, 2015 http://www.cev-pc.or.jp/hojo/hosei_outline_h24.html. Not all of the budget was spend between 2013-2015, only JPN 30 billion (USD 250 million).And the subsidy established in 2015 was available from March 2, 2015 to December 28, 2015 http://www.cev-pc.or.jp/hojo/hosei_outline_h26.htmlThese subsidies aren’t available now.And after 2016, we provide subsidy scheme in each year. These budgets after 2016 are single-year-budget.The budget for 2016 was 2.5 billion yen.The budget for 2017 was 1.8 billion yen.The budget for 2018 was 1.5 billion yen.The draft budget for 2019 is 1.1 billion yen.",Undefined,5 November 2017,http://www.cev-pc.or.jp/hojo/hosei_outline_h24.html,Energy Efficiency,"Payments, finance and taxation|Payments and transfers|Grants",Transport|Road transport,Road vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies|Electric charging infrastructure,Undefined,Japan,2013,In force,National,JPN
Greenstart,https://www.iea.org/policies/12081-greenstart,"Supports the development and implementation of innovative business models in renewable energy, energy efficiency, mobility, and agriculture/bioeconomy.",IEA/IRENA Renewables Policies Database,16 September 2020,http://www.klimafonds.gv.at,Energy Efficiency|Renewable Energy,"Information and education|Payments, finance and taxation|Payments and transfers|Awards|Grants","Transport|Power, Heat and Utilities|Power generation|Agriculture, Fisheries, Forestry and Hunting|Economy-wide (Multi-sector)|Heating and Cooling|Electricity and heat generation",Undefined,Undefined,Austria,2013,In force,National,AUT
PIAM Program,https://www.iea.org/policies/3166-piam-program,"Plan de Incentives Autotaxi Madrid (PIAM) is a strategic program within the Madrid region that aims to renovate the taxi fleet. The idea is to replace older and inefficient vehicles with more efficient ones. The program began in 2013 as a pilot program with a budget of €100,000 ($136,000 US), and it has been extended into 2014 with a dedicated budget of €900,000 ($1.22 million US). In 2013, 48 taxicabs were replaced, of which 44 were HEVs (92%).",Undefined,24 August 2021,http://www.ieahev.org/assets/1/7/IA-HEV_2013_Annual_Report(1).pdf p. 190,Cities|Energy Efficiency|Technology R&D and innovation,Payments|finance and taxation,Buildings|Transport|Road transport|Passenger transport (Road),Road vehicles|Drive train or engine|Battery electric|Hybrid|Building envelope technologies|Transport technologies|Vehicle type,Undefined,Spain,2013,Ended,City/Municipal,ESP
Plan to promote Environment,https://www.iea.org/policies/1488-plan-to-promote-environment,"Plans to Promote the Environment with Efficient Vehicles (PIMA Aire) (PIMA Aire, PIMA Aire 2, PIMA Aire 3 and PIMA Aire 4), with an overall budget of €53.4 million, were meant to improve air quality in Spain with the renewal of the commercial vehicle fleet and its replacement with more efficient models and with lower environmental impact, as well as the purchase of electric and hybrid motorbikes, mopeds, and electric motor pedal-assist bikes. The objective of the PIMA Air Plan was to reduce CO2‚ and NOx‚ emission and particle pollution by subsidies for renovating the commercial vehicle fleets.  The main beneficiaries of this initiativewere self-employed professionals and businesses, who will be encouraged to replace their old light commercial vehicles with more efficient.  The Plan established the rules for the direct aid for the purchase of new and used vehicles (up to one year old) up to 3.5 tonnes maximum authorized weight.   The amount of aid amounted to EUR 1 000‚ per vehicle, for vehicles of weight less than 2 500 kg and EUR 2 000€‚ for vehicles of weight over 2 500 kg.",Undefined,5 November 2017,"Royal Decree 89/2013 of 8 February; Royal Decree 631/2013 of 2 August;Royal Decree 831/2013 of 25 October;Royal Decree 128/2014 of 28 February; Royal Decree 989/2014, of 28 November",Energy Efficiency,"Payments, finance and taxation|Payments and transfers|Grants",Transport|Road transport|Freight transport (Road),"Road vehicles|Commercial vehicles|Medium duty vehicles, small trucks and minibuses|Transport technologies",Undefined,Spain,2013,Ended,National,ESP
R&D on EV propulsion,https://www.iea.org/policies/3036-rd-on-ev-propulsion,"In February 2013, Turkey’s Minister for Science, Industry and Technology announced that thecountry’s Scientific and Technical Research Council (TÜBITAK) will provide grants to electric carproducers covering up to 100% of the costs of conducting R&D related to electric vehicle propulsion.Turkish universities are expected to collaborate with private and public-sector players in this endeavour.As a start to ensure market demand, the Science, Industry and Technology Ministry has also promised tobuy 200 electric cars over the next five years (Anatolia News Agency, 2013). In March 2014, theGovernment announced the six finalists — all Turkish automakers — vying to build the first all-Turkishelectric car. The winner or winners of the project, to be announced in April 2014, will receive a 100million (USD 47 million) grant from the government (Anonymous, 2014).",Undefined,5 November 2017,http://www.oecd.org/officialdocuments/publicdisplaydocumentpdf/?cote=COM/TAD/ENV/JWPTE(2013)27/FINAL&docLanguage=En,Energy Efficiency,"Payments, finance and taxation|Payments and transfers|Grants",Transport|Road transport,Road vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies,Undefined,Turkey,2013,Ended,National,TUR
Clean Energy Finance Corporation (CEFC),https://www.iea.org/policies/5130-clean-energy-finance-corporation-cefc,"The Clean Energy Finance Corporation (CEFC) was established on 3 August 2012, with $10 billion in funding available over 5 years. The CEFC invests in renewable energy, low-emissions technology and energy efficiency projects. Funding is generally provided through loans on commercial or concessional terms. However, the CEFC is not restricted from using other structures to address impediments to investment in the clean energy sector.                  2020 Update  : In May 2020, the $300 million Advancing Hydrogen Fund was launched via an update to the Clean Energy Finance Corporation Investment Mandate Direction 2020. The Mandate directs the CEFC to make available up to $300 million in CEFC finance to support the growth of a clean, innovative, safe and competitive Australian hydrogen industry.  In June 2020, $3.5 million have been invested in JET Charge EV charging infrastructure. In August 2022, investment commitment of AUD 1.76 billion was announced with a focus on the transition to net zero emissions by 2050.",IEA/IRENA Renewables Policies Database,31 August 2022,http://www.cefc.com.au,Energy Efficiency|Renewable Energy,"Payments, finance and taxation|Payments and transfers","Transport|Road transport|Power, Heat and Utilities|Power generation|Economy-wide (Multi-sector)|Electricity and heat generation",Wind|Solar PV|Solar,Undefined,Australia,2012,In force,National,AUS
Financial incentives for technology innovation in the New Energy Vehicle industry.,https://www.iea.org/policies/2608-financial-incentives-for-technology-innovation-in-the-new-energy-vehicle-industry,"The fund for financial incentives was set up to implement the State Council's Development Plan for Energy Saving and New Energy Vehicle (NEV) Industry (2012 - 2020) by accelerating technological innovation in the NEV industry and accelerate commercialisation of new technologies. The Ministry of Finance, Ministry of Industry and Information Technology, and the Ministry of Science and Technology will coordinate and oversee the R&D projects supported by this fund. The fund comprises of two sub-funds.    One focuses on technologies for energy conservation and emission reduction.  The second fund focuses on supporting key breakthrough technologies, such as NEV modes (electric, hybrid, fuel cells)and power batteries.  The funds will be be disbursed as follows: 40% at the start of the project, 50% when the mid-term evaluation is passed and 10% when the project has been completed.",Undefined,16 April 2021,http://www.nea.gov.cn/2012-10/16/c_131908404.htm,Energy Efficiency,"Payments, finance and taxation|Payments and transfers|Grants",Transport|Road transport,Road vehicles|Drive train or engine|Battery electric|Hybrid|Transport technologies|Fuel cell,Undefined,People's Republic Of China,2012,Ended,National,CHN
Inovar Auto Incentive Programme,https://www.iea.org/policies/1166-inovar-auto-incentive-programme,"The INOVAR-Auto Incentive Programme was created in October 2012 to support vehicle technology innovation, enhance competition in the automative sector, manufacture more efficient and safer vehicles and trigger investment in the manufacturing supply chain. It set specific targets for minimum investment in research and development, increase in the expenditure in engineering, basic industrial technology and capacity building of suppliers, production of more efficient vehicles and increase in the safety of the vehicles produced.  The Programme set a 30% increase on the Tax of Industrial Products (Imposto sobre Produtos Industrializados - IPI) for all light duty vehicles and light commercial vehicles. To be exempt of the 30% IPI, the automakers needed to meet a series of requirements related to the targets mentioned above. Under the programme car manufacturers needed to improve their corporate average vehicle efficiency for new light duty vehicles by approximately 12% from 2012 levels by October 2017. Car manufacturers also had to comply with Brazil's Vehicle Labelling Programme (PBEV) and with a minimum share of vehicle sales. This exemption applied only to vehicles manufactured between 2013 and 2017. Starting from 2017, vehicles that consume less than 15.46% will have the right to a reduction of 1% in the IPI. Vehicles that consume less than 18.84% will have the right to a reduction of 2% in the IPI.Beneficiaries of the programme included companies that manufacture vehicles in the country, companies that sell vehicles in the country and companies that have an investment project to manufacture vehicles in the country. Article 40 of law 12.715 of September 17, 2012 established the Inovar Auto Incentive Programme. In accordance with Article 40.1, the programme applied until December 31, 2017, after which all existing qualifications are considered to be cancelled and cease their effect, except for the implementation of commitments.",Undefined,21 March 2019,http://www.planalto.gov.br/CCIVIL_03/_Ato2011-2014/2012/Lei/L12715.htm,Energy Efficiency,"Payments, finance and taxation|Payments and transfers",Transport,Undefined,Undefined,Brazil,2012,Ended,National,BRA
Inovar Auto Incentive Programme,https://www.iea.org/policies/2601-inovar-auto-incentive-programme,"The INOVAR-Auto Incentive Programme was created in October 2012 to support vehicle technology innovation, enhance competition in the automative sector, manufacture more efficient and safer vehicles and trigger investment in the manufacturing supply chain. It set specific targets for minimum investment in research and development, increase in the expenditure in engineering, basic industrial technology and capacity building of suppliers, production of more efficient vehicles and increase in the safety of the vehicles produced.  The Programme sets a 30% increase on the Tax of Industrial Products (Imposto sobre Produtos Industrializados - IPI) for all light duty vehicles and light commercial vehicles. To be exempt of the 30% IPI, the automakers need to meet a series of requirements related to the targets mentioned above. Under the programme, with regards to vehicle efficiency, car manufacturers need to improve their corporate average vehicle efficiency for new light duty vehicles by approximately 12% from 2012 levels by October 2017. Car manufacturers also have to comply with Brazil's Vehicle Labelling Programme (PBEV) and have to comply with minimum share of vehicle sales. This exemption applies only to vehicles manufactured between 2013 and 2017. Starting from 2017, vehicles that consume less than 15.46% will have the right to a reduction of 1% in the IPI. Vehicles that consume less than 18.84% will have the right to a reduction of 2% in the IPI. Beneficiaries of the programme include companies that manufacture vehicles in the country, companies that sell vehicles in the country and companies that have an investment project to manufacture vehicles in the country.",Undefined,21 March 2019,http://inovarauto.mdic.gov.br/,Energy Efficiency,"Payments, finance and taxation|Taxes, fees and charges|Tax credits and exemptions",Transport|Road transport,Undefined,Undefined,Brazil,2012,Ended,National,BRA
Measures for the Administration of Special funds for Energy Conservation and Emission Reduction of Civil Aviation,https://www.iea.org/policies/2607-measures-for-the-administration-of-special-funds-for-energy-conservation-and-emission-reduction-of-civil-aviation,"This notice issued by the Ministry of Finance and Civil Aviation Administration of China (CAC) seeks to strengthen the administration of special funds for energy conservation and emission reduction in civil aviation and improve efficiency in the use of funds. The notice pertains to public finance departments of all provinces, autonomous regions, municipalities directly under the Central Government, and cities under separate state planning as well as all offices under the jurisdictional supervision of the CAC. Responsible for implementation of the projects are regional administrations of CAC, and the institutions under CAC, including airlines, airport companies and air transport guarantee companies.   30% to 60% of the actual investment amount of the project will be subsidised. The subsidy ceiling for a single project is CNY 10 million per project.   Measures covered include:   Energy saving technology transformations in civil aviation;  Civil aviation energy management  Application of energy saving products and new energy Purchase and renovation of new energy and energy saving vehicles for ground management Route optimization projects; Renovation of airport waste, sewage treatment and reuse of reclaimed water facilities; Development of civil aviation energy conservation and emission standards, statistics, monitoring and evaluation systems.",Undefined,16 April 2021,http://www.nea.gov.cn/2012-09/10/c_131840395.htm,Energy Efficiency,Payments|finance and taxation,Transport|Air transport|Passenger transport (Air),Aircraft|Transport technologies,Undefined,People's Republic Of China,2012,Ended,National,CHN
ECV – Electric Commercial Vehicles,https://www.iea.org/policies/2901-ecv-electric-commercial-vehicles,"The Electric Commercial Vehicles (ECV) is a project entity under the EVE programme of Tekes, the Finnish Funding Agency for Innovation. ECV creates an extensive and diverse testing and expert infrastructure for electric commercial vehicles in Finland. 'Commercial vehicle' is to be understood in the broad sense, including commercial vehicles such as buses and trucks, utility vehicles, cargo transport and working machinery as well as light and heavy passenger cars. ECV gathers together a large number of companies in the industry, research institutes and universities.",Undefined,24 August 2021,https://www.ecv.fi/in-english/,Energy Efficiency|Technology R&D and innovation,"Payments, finance and taxation|Payments and transfers|Grants",Transport,Road vehicles|Drive train or engine|Battery electric|Transport technologies|Electric charging infrastructure|Refuelling and charging infrastructure|Vehicle type,Undefined,Finland,2011,In force,National,FIN
EVE - Electric Vehicle Systems,https://www.iea.org/policies/2964-eve-electric-vehicle-systems,"EVE was a five-year programme for supporting piloting, testing and demonstration projects for electric vehicles between 2011-2015 managed by the Finnish public innovation agency Business Finland (formerly called Tekes). The programme was launched in context of slow electric vehicle development in Finland compared with other Nordic countries and had the goal of creating an electric mobility ecosystem and international business opportunities. Five research consortia were formed during the programme that focused on electric passenger traffic and services, electric commercial vehicles (ECV), testing services for EVs (EVELINA), testing environments for EVs (WintEVE) and ecological urban living. As a result of the programme, roughly ten new start-ups have been founded and existing companies have increased remarkably their business volume in international markets.",Undefined,24 August 2021,Undefined,Energy Efficiency|Technology R&D and innovation,"Information and education|Payments, finance and taxation|Public procurement|Payments and transfers|Grants|Knowledge sharing|International collaboration",Transport,Road vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies|Electric charging infrastructure|Refuelling and charging infrastructure|Vehicle type,Undefined,Finland,2011,Ended,National,FIN
Electric Traffic Helsinki,https://www.iea.org/policies/2904-electric-traffic-helsinki,"Tekes is the main public funding organisation for research and development (R & D) in Finland. Tekes funds industrial projects as well as projects in research organisations, and especially promotes innovative, risk-intensive projects. Tekes offers partners from abroad a gateway to the key technology players in Finland. As electric vehicles become more commonplace, a wholly new service business sector will emerge. Tekes' Electric Vehicle Systems Programme (EVE) is creating a new international community. It is aimed at companies and research institutes that work with electric vehicles and machinery and the components and systems used in them.This Consortium is developing urban structure, infrastructure and services more favourable and compatible with electric vehicles.",Undefined,24 August 2021,https://trimis.ec.europa.eu/programme/electric-vehicle-systems-programme,Energy Efficiency|Technology R&D and innovation,"Payments, finance and taxation|Payments and transfers|Grants",Transport|Road transport,Road vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies|Vehicle type,Undefined,Finland,2011,Ended,National,FIN
Ethanol export tax credit - Regime Especial de Reintegração de Valores Tributários para as Empresas Exportadoras - REINTEGRA,https://www.iea.org/policies/5660-ethanol-export-tax-credit-regime-especial-de-reintegracao-de-valores-tributarios-para-as-empresas-exportadoras-reintegra,"Brazilian sugar and ethanol exporters are eligible to receive a tax credit calculated as a percentage of the value of products exported out of Brazil. Tax credit for period 10th to 31st December 2014 is equivalent to 0.3% of exports value. From 1st January 2015 the tax credit was elevated to 3% calculated on the revenue from the export of such goods.Under Reintegra Program, credits can be 1. refunded in cash or 2. offset against federal taxes and contributions (due or coming due) administrated by the Brazilian Federal Revenue (RFB). The credit amount will be tax exempted",IEA/IRENA Renewables Policies Database,19 August 2015,Undefined,Renewable Energy,"Payments, finance and taxation|Taxes, fees and charges|Tax credits and exemptions",Transport,Undefined,Undefined,Brazil,2011,In force,National,BRA
Flemish Government Living Lab Electric Vehicles Programme,https://www.iea.org/policies/2990-flemish-government-living-lab-electric-vehicles-programme,"Brings together 70 companies, municipalities, research entities and government agencies to test real-life EV innovations",Undefined,24 August 2021,http://www.oecd.org/officialdocuments/publicdisplaydocumentpdf/?cote=COM/TAD/ENV/JWPTE(2013)27/FINAL&docLanguage=En,Energy Efficiency|Technology R&D and innovation,Payments|finance and taxation,Transport|Road transport,Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies,Undefined,Belgium,2011,In force,State/Provincial,BEL
Green Range Extended Electric Vehicle,https://www.iea.org/policies/3085-green-range-extended-electric-vehicle,"The “Green RE-EV (Range Extended Electric Vehicle) Car Part Development andResearch Infrastructure Project” on transportation systems set its goal to foster carpart manufacturing companies specializing in RE-EVs by constructing an R&Dinfrastructure for core parts, and fortifying the technical development of corecomponents in Ulsan as the center of the national automotive industrial sector. Toexecute the project, 91 million EUR of national government investments, 13.4million EUR of local government investments, and 18.6 million EUR of privatesector investments for a total of 123.5 million EUR will be invested sinceSeptember of 2011 through August of 2016. To encourage dissemination of REEVtransportation, the project set an objective to commercialize 8 types of corecomponents within the 5 year period of the project. The aim is to targetcomponents which can contribute to more practical business activities, such asconstruction R&D and research foundations.",Undefined,24 August 2021,http://www.ieahev.org/assets/1/7/Report2015_WEB.pdf p. 234,Energy Efficiency|Technology R&D and innovation,"Payments, finance and taxation|Targets, plans and framework legislation",Transport|Road transport,Road vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies|Vehicle type,Undefined,Korea,2011,Ended,National,KOR
Infrastructure incentivesESP,https://www.iea.org/policies/6666-infrastructure-incentivesesp,"Subsidies for private and public charging points. First, the objective of the Movele pilot demonstration project (2011-2014) is to install a total of546 public-use charging points in the cities of Madrid, Barcelona, and Seville byMarch 2012. At the end of 2011, 151 charging points had been installed.",Undefined,5 November 2017,incentives,Energy Efficiency,"Payments, finance and taxation|Payments and transfers|Grants",Transport|Road transport|Passenger transport (Road),"Road vehicles|Large cars, SUVs, passenger / pickup trucks and light duty vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies|Electric charging infrastructure",Undefined,Spain,2011,In force,National,ESP
WintEVE,https://www.iea.org/policies/3317-winteve,WintEVE is one of the five consortiums of the EVE program of Tekes (the Finnish Funding Agency for Technology and Innovation). EVE program (Electric Vehicle Systems) is aimed to companies and research institutes that work with electric vehicles and machinery and the components and systems used in them. WintEVE consortium aims for winter operability for electric vehicles. The different areas of WintEVE are:• Developing and implementing an arctic testing environment.• Building a real time data transfer system for the testing environment.• Map and commercialise new services for the electric car industry.• Testing of electric car technology and techniques in arctic conditions.• Coordination and information sharing.,Undefined,24 August 2021,https://winteve.fi/english/,Energy Efficiency|Technology R&D and innovation,"Payments, finance and taxation|Payments and transfers|Grants",Transport,Road vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies|Electric charging infrastructure|Refuelling and charging infrastructure|Vehicle type,Undefined,Finland,2011,Ended,National,FIN
eSINi - Electric vehicle charging infrastructure for urban environments,https://www.iea.org/policies/2953-esini-electric-vehicle-charging-infrastructure-for-urban-environments,"eSINI was a R&D programme that provided test beds for charging infrastructure for urban environments. The programme was active between 2011-2013 and managed by Tekes, the Finnish Funding Agency for Technology and Innovation.",Undefined,24 August 2021,https://www.tekes.fi/contentassets/aee873a7db7c4750a0a9ecda2d7bc645/eve--the-finnish-electric-vehicle-programme_140219.pdf,Energy Efficiency|Technology R&D and innovation,"Payments, finance and taxation|Payments and transfers|Grants",Transport|Road transport,Road vehicles|Drive train or engine|Battery electric|Transport technologies|Electric charging infrastructure|Refuelling and charging infrastructure|Vehicle type,Undefined,Finland,2011,Ended,National,FIN
Freight Transport Infrastructure Investment - Flanders,https://www.iea.org/policies/324-freight-transport-infrastructure-investment-flanders,"As the logistics sector accounts for 5% of GDP in Flanders, innovations in this sector are key for the economic development of the region. In 2010 Flanders launched the ""Flanders logistics"" programme, that aims at further developing the region as a center of logistical activity.One of the main objectives of this plan is to install a multimodal, sustainable and smart transportsystem. In this respect, large investment programmes are being implemented e.g. to enhance the accessibility of canals by raising the height of bridges or PPP programmes to develop waterside areas for economic activities. Flanders logistics is subdivided into Flanders land logistics, Flanders port area, Flanders inland shipping network and Flanders air transport network.",Undefined,5 November 2017,http://www.flanderslogistics.be,Energy Efficiency,"Payments, finance and taxation|Investment in assets|Payments and transfers|Finance|Grants",Industry|Transport,Undefined,Undefined,Belgium,2010,In force,State/Provincial,BEL
Lower vehicle taxes - NSW,https://www.iea.org/policies/3137-lower-vehicle-taxes-nsw,In 2010 changes to vehicle tax were introduced for vehicles that have a lower impact on the environment.These ‘lower taxed vehicles’ include:manufacturer designated petrol-electric hybridsdiesel-electric hybridsplug-in hybridselectric vehicles with CO2 emissions no higher than 150 grams/kilometre (g/km) in the 'combined' driving cyclepreviously eligible lower taxed vehicles with a rating of 4½ or 5 stars.Private vehicles that have been modified for wheelchair transport are also eligible for the reduced vehicle tax rate.The reduced rate is applied when the vehicle is registered.,Undefined,5 November 2017,https://www.service.nsw.gov.au/transaction/lower-taxed-vehicles,Energy Efficiency,"Payments, finance and taxation|Taxes, fees and charges|Vehicle registration tax|Product taxation",Transport|Road transport|Passenger transport (Road),"Road vehicles|Large cars, SUVs, passenger / pickup trucks and light duty vehicles|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies",Undefined,Australia,2010,In force,State/Provincial,AUS
National commitment to the environment - Grenelle 2,https://www.iea.org/policies/408-national-commitment-to-the-environment-grenelle-2,"Grenelle 2 is the law establishing France ""national commitment to the environment,"" and corresponds to the implementation of part of the Grenelle Environment Forum suggestions. Objective: design and construct buildings more energy-conscious and better coordinated with the planning policies of housing, commercial development and transportation, while improving the quality of life for residents. Action taken: Support technological advancements, promote efficient urban land resources and energy use, organise transport to provide for public mobility needs while being environmentally friendly. Beginning in 2020, new buildings must be energy positive. Starting in 2013, renovation of old buildings must happen at a rate of 400,000 per year. Objective: upgrade transport infrastructure and behaviour. Action taken: Develop urban public transport, suburban and high speed, develop electric vehicles and plug-in hybrids, experiment with congestion charging, and encourage rail freight and shipping, reduce energy consumption and their carbon emissions. Objective: drastically reduce emissions of greenhouse gases by saving energy and making cities more carbon-free.Action taken: Promote the development of renewable energy, enforce and expand mandatory environmental labelling on products, conduct assessments of greenhouse gas emissions and develop an action plan to reduce them, and extend energy efficiency certificates. Objective: ensure a proper functioning of ecosystems by protecting species and habitats. Aciton taken: develop the Green and Blue, make agriculture sustainable, protect wetlands and drinking water catchments, supervise on-site sanitation and fight against water losses in networks, protect the sea and coastline and work to preserve biodiversity. Objective: establish the necessary tools to start an ecological democracy, as in the private sector in the public sphere.Action taken: develop reports on social and environmental aspects, in addition to financial reports; strengthen public consultation guidelines; reform the EESC and the CESR; designate representative environmental associations to participate in institutional dialogues; and enforce risk control, waste treatment, and health maintenance. Objective: Protect the health of everyone and respect the environment by preventing risks, fighting against all forms of pollution, and managing waste more sustainably. Action taken: fight against air pollution, light pollution, and noise; extend the means to fight against floods; consider emerging risks (nanosubstances, electromagnetic waves); implement a sustainable waste management system.",IEA/IRENA Renewables Policies Database,7 November 2019,https://www.ademe.fr/expertises/batiment/elements-contexte/politiques-vigueur/lois-grenelle-transition-energetique-croissance-verte,Energy Efficiency|Renewable Energy,"Regulation|Information and education|Payments, finance and taxation",Buildings|Transport|Economy-wide (Multi-sector),Undefined,Undefined,France,2010,In force,National,FRA
Regulation for Electric Mobility in Portugal,https://www.iea.org/policies/1577-regulation-for-electric-mobility-in-portugal,"Decree Law 39/2010 of 26 April regulates the organisation, access and operations of electric mobility and establishes a pilot network of electric mobility stations, as well as incentives to use electric vehicles. The law establishes rules: - That encourage the purchase of electric vehicles; - That allow for a national network of charging stations for electric vehicle batteries; - That allow the user of electric vehicles to have free access to any charging point of the network regardless of the electricity supplier contracted; - That require the installation of charging points in private accesses in new buildings; - That enable the installation of loading points in private existing buildings.",Undefined,5 November 2017,https://www.mobie.pt/en/,Energy Efficiency,"Payments, finance and taxation|Investment in assets|Payments and transfers|Finance|Grants",Transport|Road transport|Passenger transport (Road),Road vehicles|Transport technologies,Undefined,Portugal,2010,In force,National,PRT
Regulation for Electric Mobility in Portugal -  licenses for the installation of charging points,https://www.iea.org/policies/964-regulation-for-electric-mobility-in-portugal-licenses-for-the-installation-of-charging-points,"This Ordinance establishes rules for licenses for the private use of public domain and for the installation of battery-powered charging points for public access electric vehicles, in public places. It also stipulates that the rules defined under Laws N 54/2005 of 15 November and 58/2005 of 29 December shall be considered for areas involving water fields, public or private. In particular, necessary evidence of water resources use should be obtained.",Undefined,5 November 2017,http://www.mobi-e.pt,Energy Efficiency,"Payments, finance and taxation|Investment in assets|Payments and transfers|Finance|Grants",Transport|Road transport|Passenger transport (Road),Road vehicles|Transport technologies,Undefined,Portugal,2010,In force,National,PRT
Regulation for Electric Mobility in Portugal -  taxes for  licensing,https://www.iea.org/policies/377-regulation-for-electric-mobility-in-portugal-taxes-for-licensing,"This ordinance sets the value of taxes for the licensing of electric mobilitys electricity supply, as well as the inspection tax due for periodic inspections, provided by the Article 19 of Decree-Law n º. 39/2010 of 26 April. Taxes charged for issuing licenses provided by the Paragraphs 1 and 4 of Article 48 from the Decree-Law n º. 39/2010 of April 26, are as follows (plus the VAT in force): - License supplier of electricity to the electrical mobility: 1000 - Operator license charging points: 1000 - Inspection tax for conducting periodic inspections: 200",Undefined,5 November 2017,http://www.mobi-e.pt,Energy Efficiency,"Payments, finance and taxation|Investment in assets|Payments and transfers|Finance|Grants",Transport|Road transport|Passenger transport (Road),Road vehicles|Transport technologies,Undefined,Portugal,2010,In force,National,PRT
Regulation for Electric Mobility in Portugal -  technical requirements,https://www.iea.org/policies/765-regulation-for-electric-mobility-in-portugal-technical-requirements,"The business operation of electric mobility stations includes the installation, provision, operation and maintenance of battery-charging points for electric vehicles, with public or private access and which have been integrated into the electric mobility network. This Ordinance establishes some procedural rules as well as the technical requirements to which obtaining a license for this business operation is subject.",Undefined,5 November 2017,http://www.mobi-e.pt,Energy Efficiency,"Payments, finance and taxation|Investment in assets|Payments and transfers|Finance|Grants",Transport|Road transport|Passenger transport (Road),Road vehicles|Transport technologies,Undefined,Portugal,2010,In force,National,PRT
