index,country_code,Policy type,Sector,Policy,Description,Year/Date of decision,Source,cos_dup
77,USA,Financial support,Transport,Alternative Fuel Vehicle Tax Credits,"Federal tax credits are provided to encourage the purchase of electric, hybrid, and/or alternative-fuel vehicles (Alternative Fuel Vehicle Tax Credits)
 Supported by distinct regulations such as:
 - American Recovery and Reinvestment Act of 2009 (ARRA2009)
 - Energy Policy Act (Public Law 109-58, 2005)
 - Energy Independence and Security Act (Public Law 110-140, 2007)
 - Energy Improvement and Extension Act (Public Law 111-5, 2008)",2010,CPD,NA
78,TUR,Financial support,Transport,Tax Incentives for HEVs and BEVs,"In 2011, the Turkish government introduced tax incentives to promote hybrid-electric (HEV) and battery-electric (BEV) vehicle sales.",2011,CPD,NA
79,ARG,Financial support,Transport,Decree 494/2012 on Truck Fleet Renewal and Expansion Program,"Decree 494/2012
 Financing programme to incentivize the renewal and expansion of the truck fleet. It provides accessible credits to buy new freight and long-distance passenger vehicles.
 In Spanish: ""Programa de Financiamiento Para la Ampliación y Renovación de Flota del Transporte Automotor de Cargas""",2012,CPD,NA
80,KOR,Financial support,Transport,Tax Reduction per Vehicle,"Tax reduction per vehicle (2016, 2017) (unit : KRW)
 BEV ~4,000,000, PHEV ~2,700,000, HEV ~2,700,000, FCV ~7,200,000 (See reference below for details.) IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",2012,CPD,NA
81,BRA,Financial support,Transport,Import tax relief for Hybrid Vehicles,"Resolution No. 86/2014
 With Resolution No. 86/2014 import taxes on EVs have been reduced from 35% to 0%, in an effort to increase sustainable mobility across MERCOSUR. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",2014,CPD,100
82,CHN,Financial support,Transport,Notice on Preferential Vehicle and Vessel Tax Policies for Energy-saving Vehicles & Vessels Using New Energy:,NA,2015,CPD,NA
83,JPN,Financial support,Transport,Subsidies for New Clean Energy Vehicles,"The Japanese government started to provide subsidies for the purchase of new clean energy vehicles in 2015, such as electric vehicles, fuel-cell powered vehicles, plug-in hybrid vehicles and clean diesel passenger vehicles, in order to reduce fossile fuel and CO2 emissions from the transport sector. Individuals, local public entities and enterprises can request subsidies for the purchase of these vehicles. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",2015,CPD,NA
84,KOR,Financial support,Transport,Subsidies for EV Purchase,"Subsidy per vehicle (2016, 2017) (unit : KRW)
 - [government] BEV 14,000,000, PHEV 5,000,000, HEV 1,000,000, FCV 27,500,000
 - [local] additional 3,000,000-12,000,000 ('16 : 3,000,000~8,000,000) IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",2015,CPD,NA
85,NOR,Financial support,Transport,Vehicle-Related Tax Credits,"2015: E85 cars receive a tax deduction of NOK 10000. BEV and FCEV do not pay import tax, nor VAT. PHEV receive a reduction of import tax up to NOK 10000; 2016: E85 cars receive a tax deduction of NOK 10000. BEV and FCEV do not pay import tax, nor VAT.PHEV receive a reduction of import tax up to NOK 10000. This scheme will remain until 2018 and then revised. Free toll roads will probably be replaced with a new system with differentiated prices depending on CO2 and NOx emissions. The original idea was to keep EV tax free until 2020, but lately the Government is thinking of increasing taxes for large EVs liek Tesla model X; 2017: E85 cars receive a tax deduction of NOK 10000. BEV and FCEV do not pay import tax, nor VAT. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",2015,CPD,45
86,DEU,Financial support,Transport,Electric Vehicle (EV) 10 Year Circulation Tax Exemption,"Electric vehicles (EVs) are exempt from the annual circulation tax for 10 years following their registration. Starting in July 2016, the government granted an additional environmental bonus of € 4,000 for pure electric and fuel-cell vehicles, and € 3,000 for plug-in hybrid and range-extended electric vehicles. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",2016,CPD,NA
87,DEU,Financial support,Transport,Income Tax Law Modification for Charging EVs at the Workplace,"""If employees recharge their vehicles at their place of employment, this will no longer be deemed a taxable benefit in kind."" (See reference below.) Charging infrastructure given to the employee for free may be taxed with a flat-rate tax of 25 %. The same tax rate may be applied for subsidies for charging infrastructure granted by employers. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",2016,CPD,NA
88,IND,Financial support,Transport,Delhi support of EV via Subsidies,"The City of Delhi offers a 15% subsidy on the base price of an electric vehicle and a refund of the local VAT (which is 12.5%). It also reduces the road tax normally paid by vehicle operators by 50%. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",2016,CPD,NA
89,MEX,Financial support,Transport,Income Tax Deduction on Lease and Purchase of Evs,The Income Tax law grants permissible deductions to persons purchasing or leasing electricy and hybrid vehicles.,2016,CPD,NA
90,MEX,Financial support,Transport,New Vehicle Tax Exemption for Electric Vehicle,"“Vehicles which are propelled by electric batteries, or electric vehicles with integrated internal combustion or hydrogen-based engines” are exempted from the tax on new vehicles. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",2016,CPD,NA
91,NZL,Financial support,Transport,Electric Vehicles Programme,"This EV Programme includes measures to increase the number of electric vehicles in New Zealand and has a goal of reaching approximately 64,000 electric vehicles by the end of 2021.
 Measures include:
 • Extending the Road User Charges exemption on light electric vehicles until they make up two percent of the light vehicle fleet
 • A new Road User Charges exemption for heavy electric vehicles until they make up two percent of the heavy vehicle fleet
 • $1 million annually for a nation-wide electric vehicle information and promotion campaign over five years;
 • A contestable fund of up to $6 million per year to encourage and support innovative low emission vehicle projects.",2016,CPD,NA
92,DEU,Financial support,Transport,Reduced Electricity Tax for Electric Buses,"Transport companies pay reduced electricity tax for the operation of their electric or hybrid buses (11.42€/MWH instead of 20.5€/MWH). IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",2017,CPD,NA
93,DNK,Financial support,Transport,Purchase Tax Rebate Vehicle,NA,2017,CPD,NA
94,ESP,Financial support,Transport,Circulation Tax for BEV,"Main city councils (eg Madrid, Barcelona, Zaragoza, Valencia, etc.) are reducing the annual circulation tax (ownership tax) for electric and fuel efficient vehicles by 75%. Specific policies depend on the municipality. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",2017,CPD,NA
95,FRA,Financial support,Transport,Company Car Tax Benefits for EV and Hybrid Vehicles,"The TVS (Taxe sur les Véhicules de Société) is applicable to company (passenger) cars. It is calculated according to 2 components: 1) CO2 emissions (or horse power, for older vehicles), with a progressive taxation, and exemption for vehicles with",2017,CPD,NA
96,GBR,Financial support,Transport,Company Tax Benefits for Electric Vehicles,"The Government announced that company car drivers choosing a pure electric vehicle will pay no benefit-in-kind (BIK) tax in 2020/21. In its response to its review of WLTP and vehicle taxes, HM Treasury has binned the previously published BIK rates for 2020/21. The Government added that existing vehicle excise duty (VED) rates – also not part of this review – will stay the same from April 6, 2020, despite the introduction of WLTP values for tax purposes from this date. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",2017,CPD,NA
97,GBR,Financial support,Transport,Tax Benefits for Ultra Low Emission Vehicles,"Ultra low emission vehicles (ULEVs) are usually defined as vehicles that emit less than 75g of carbon dioxide (CO2) for every kilometre travelled. They will typically include an electric powertrain. Both private and business users of ULEVs receive a number of tax benefits. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",2017,CPD,37
98,IDN,Financial support,Transport,Sales Tax Exemption for Low Cost Green Cars (LCGC),"0% sales tax for the motor vehicles that are considered as low cost and green car. Conditions: 1. spark-ignition internal combustion engine with the cylinder capacity up to 1.200 cc and fuel consumption at least for 20 (twenty) kilometers per liter or the other equal fuel; 2. compression ignition engine (diesel or semi diesel) with the cylinder capacity up to 1.500 cc and fuel consumption at least for 20 (twenty) kilometers per liter or the other equal fuel (IEA) IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",2017,CPD,NA
99,BGR,Financial support,Transport,Purchase Subsidies for BEVs,"A purchase grant of EUR 10.000 for a BEV, since January 2018. The list of EVs eligible for purchase under the programme has been significantly expanded. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",2018,CPD,NA
100,BRA,Financial support,Transport,Import tax relief for EVs,"Resolution 97/2018
 Import taxes for EVs have been reduced from 35% to 0%. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",2018,CPD,81
101,NOR,Financial support,Transport,40% Reduction on Company Car Tax for EVs,Tax reduction on EV for company cars reduced from 50 to 40%.,2018,CPD,69
102,DEU,Financial support,Transport,Public support scheme for electric buses and charging structure,It is a 70 million euros scheme to acquire hybrid and electric buses rather than conventional ones and to invest in electric charging structures by the end of 2021.,2019,CPD,NA
103,FRA,Financial support,Transport,Corporate Vehicle Tax (TVS) with benefits for electric and hybrid vehicles,"The TVS (Taxe sur les véhicules de société) applies to passenger transport vehicles owned by for-profit French companies. The vehicles overarched for this tax are cars, multi-use (N1 category - light good and passenger transportation) and pick ups. 
 The tax is based on 2 components, each one bringing a tariff: CO2 emissions rate (or horse power for older vehicles) and Environmental impact (air pollution level) according type of engine and fuel.
 Electric vehicle that only runs on electric power and emits less than 60 g / km of CO2 is exempted. Hybrid vehicles (gasoline + natural gas or LPG) are definitively exempted from the tariff of the first component if they emit less than 60 g / km of CO2 or temporarily if emit between 60 and 100 g / km of CO2.",2019,CPD,NA
104,CHN,Financial support,Transport,2020 New Energy Vehicle Promotion Subsidy Plan,New 2-year subsidy scheme to accelerate the electrification of vehicles,2020,CPD,NA
105,CHN,Financial support,Transport,Scrapped purchase tax on NEVS,"China scrapped the vehicle purchase tax on new-energy vehicles (NEV), effective in 2021 and 2022, in its latest efforts to lift car consumption in China, especially NEVs, at a time when the coronavirus epidemic has reduced demand.",2020,CPD,NA
106,RUS,Financial support,Transport,Removal of import taxes for EVs,"""Russia has canceled import taxes for electric cars for the remainder of the year in an effort to stimulate purchases of zero-emissions vehicles and broaden the charging infrastructure needed to keep them running.""",2020,CPD,NA
