"Policy ID","Country ISO","Policy name","Policy Title",Jurisdiction,"Supranational region",Country,"Subnational region or state","City or local","Type of policy instrument","Sector name","Policy description","Policy type","Policy stringency","Implementation state","Date of decision","Start date of implementation","End date of implementation","High impact","Policy objective","Source or references","Last update","Impact indicators: comments","Impact indicators: name","Impact indicators: value","Impact indicators: base year","Impact indicators: target year"
211004360,CHL,"Mitigation Plan for the Energy Sector Chile (2017)","Mitigation Plan for the Energy Sector",Country,,Chile,,,"Direct investment, Infrastructure investments, Procurement rules, Fiscal or financial incentives, Information and education, Information provision, Performance label, Regulatory Instruments, Codes and standards, Product standards, Monitoring","Electricity and heat","The GHG Mitigation Plan for the Energy Sector consists of four sets of measures for each of the following sub-sectors: electricity generation, transport, industry and mining, and buildings. It aims to foster energy efficiency and the use of renewable energy in each of these sectors.
In Spanish: Plan de mitigación de gases de efecto invernadero para el sector energía.","Energy efficiency, Renewables",,"In force",2017,2017,,Unknown,Mitigation,http://www.energia.gob.cl/sites/default/files/plan-mitigacion-gei-sector-energia-2017.pdf,,,,,,
211003983,BEL,"Green Certificates Scheme (Wallonia) Belgium (2002)","Green Certificates Scheme (Wallonia)","Subnational region",,Belgium,Wallonia,,"Green certificates, Strategic planning, Codes and standards, Monitoring, Renewable energy target","Electricity and heat, Renewables","A framework-decree of the Walloon government on 12 April 2001 on the liberalisation of the electricity market forsaw the creation of funds to encourage the rational use of energy, financed by a charge imposed on the grid manager, and the introduction of a greens certificates market to encourage the renewable production of electricity. In its implementing decree of July 2002, the Walloon government established a target of 3% of electricity demand to be met from renewable sources in January 2003 at the trading schemes commencement, to rise to 7% in 2007. Following this the percentage is to increase annually by 1%, reaching 8% in 2008 and 12% by 2012, the latter to be achieved by producing 8% of Wallonias electricity from renewable sources and 14% from CHP, the latter to be achieved by producing 8% of Wallonias electricity from renewable sources and 14% from CHP. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,Ended,2002,,,Unknown,Mitigation,https://www.iea.org/policies/3770-green-certificates-scheme-wallonia?country=Belgium&page=2&qs=belgiu,,,,,,
211002354,CAN,"Prototype Heat and Power Plant Canada (2000)","Prototype Heat and Power Plant",Country,,Canada,,,"Research & Development and Deployment (RD&D)","Electricity and heat",,"Other low-carbon technologies and fuel switch",,"In force",2000,,,Unknown,Mitigation,,,,,,,
211000069,SAU,"9th Development Plan Saudi Arabia (2010)","9th Development Plan",Country,,"Saudi Arabia",,,"RD&D funding, Strategic planning, Research programme, Negotiated agreements (public-private sector)","General, Electricity and heat",,"Energy efficiency, Non-energy use",,Ended,2010,2010,2014,Unknown,Mitigation,https://www.mep.gov.sa/en/development-plans,,,,,,
211004003,IRN,"Holistic Scientific Plan Iran (2011)","Holistic Scientific Plan",Country,,Iran,,,"Information provision, Professional training and qualification, Strategic planning, Technology deployment and diffusion, Technology development","Electricity and heat, Renewables",Executive,Renewables,,"In force",2011,,,,Mitigation,http://www.lse.ac.uk/GranthamInstitute/law/holistic-scientific-plan/,,,,,,
220205850,ISR,"Government Decision 465/2020 promoting renewable energy in the electricity sector and correcting government decisions Israel (2020)","Government Decision 465/2020 promoting renewable energy in the electricity sector and correcting government decisions",Country,,Israel,,,"Regulatory Instruments, Other mandatory requirements, Target","Electricity and heat, Coal","This document formalizes the national target to phase-out coal-powered electricity generation by 2026.","Energy service demand reduction and resource efficiency",,"In force",2020,,,,Mitigation,https://climate-laws.org/geographies/israel/policies/government-decision-465-2020-promoting-renewable-energy-in-the-electricity-sector-and-correcting-government-decisions,01/01/2022,,,,,
211004178,MDA,"LAW Nr. 10 of 2.26.2016 on the promotion of energy from renewable sources Moldova 2016 Moldova (2016)","Law Nr. 10/2016 on the promotion of energy from renewable sources",Country,,"Moldova, Republic of",,,"Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General","providing a renewable energy share at least 17% of the final gross energy consumption in 2020","Energy efficiency, Renewables",,Ended,2016,2017,2020,Unknown,Mitigation,http://lex.justice.md/md/363886/,,,,,,
211000418,MEX,"Carbon Tax Mexico (2014)","Carbon Tax",Country,,Mexico,,,"CO2 taxes","Electricity and heat, Coal, Oil, Buildings, Industry, Transport, Agriculture and forestry","A carbon tax was introduced in 2014 for fossil fuel production. The base rate is USD 3.5/tCO2 and offsets are allowed through CERs from CDM registered projects. It is not a tax on the full carbon content of fuels, but rather on the additional amount of emissions that would be generated if the fossil fuel were used instead of natural gas. Natural gas is entirely exempted from the tax (SEMARNAT, 2014).","Other low-carbon technologies and fuel switch",,"In force",2014,2014,,High,Mitigation,https://www.thepmr.org/system/files/documents/Carbon%20Tax%20in%20Mexico.pdf,,,,,,
211004266,TJK,"Law No.29 on Energy Saving Tajikistan (2002)","Law No.29 on Energy Saving",Country,,Tajikistan,,,"Policy support, Strategic planning, Information and education, Fiscal or financial incentives, Energy and other taxes","Electricity and heat, Buildings, Industry",Legislative,"Energy efficiency",,"In force",2002,,,,Mitigation,https://www.ecolex.org/details/legislation/law-no-29-on-energy-saving-lex-faoc073113/,,,,,,
211002306,IDN,"Presidential Regulation on fuel switch Indonesia (2006)","Presidential Regulation on fuel switch",Country,,Indonesia,,,"Economic instruments, Direct investment, Fiscal or financial incentives","Electricity and heat, Oil, Coal","No. 71/2006: Increase capacity through fuel switch","Other low-carbon technologies and fuel switch",,"In force",2006,,,Unknown,Mitigation,http://www.differgroup.com/Portals/53/images/Indonesia_overall_FINAL.pdf,,,,,,
211003985,NLD,"Green Deals Netherlands 2011 Netherlands (2011)","Green Deals",Country,,Netherlands,,,"Policy support","Electricity and heat, Renewables, General","Launched in 2011 in order to help Netherlands achieve its EU 2020 target - 14 % of total energy consumption from renewables. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,"In force",2011,,,Unknown,Mitigation,https://www.greendeals.nl/english,,"Share of renewable in the energy mix","Share of renewables (%)",14,,2020
220105677,MEX,"Program for the development of the National Electric System (PRODESEN) Mexico (2021)","Program for the development of the National Electric System (PRODESEN)",Country,,Mexico,,,"Policy support, Strategic planning","Electricity and heat","This strategic policy document sets out electricity demand and generation projections until 2035, and sets out plans for the country's electricity system to be able to meet expected demand. It is estimated that renewable energy will account for approximately 40% of final energy by 2035",Renewables,,"In force",2021,2021,2035,,Mitigation,https://www.gob.mx/sener/articulos/programa-para-el-desarrollo-del-sistema-electrico-nacional,01/12/2021,,,,,
211001151,KOR,"Feed-in Tariff for renewable energy Republic of Korea (2001)","Feed-in Tariff for renewable energy",Country,,"Republic of Korea",,,"Feed-in tariffs or premiums","Electricity and heat, Renewables",,Renewables,,Ended,2001,2001,2011,Unknown,Mitigation,http://aesc.hkbu.edu.hk/wp-content/uploads/2018/10/WP-20-Mah.pdf,,,,,,
211105410,BTN,"Tariff Determination Regulation Bhutan (2007)","Tariff Determination Regulation",Country,,Bhutan,,,"Fiscal or financial incentives, Grants and subsidies","Electricity and heat","This regulation updates electricity prices in accordance with the Electricity Act of 2001, including electricity subsidies",Unknown,,"In force",2007,,,,"Economic development",http://extwprlegs1.fao.org/docs/pdf/bhu177756.pdf,01/10/2021,,,,,
211003389,VNM,"Decision No. 265/QD-TTg Approving the Scheme on Building Research and Development and Technical Assistance Capacity for Atomic Energy Development and Utilization and Safety and Security Assurance ( Viet Nam (2006)","Decision No. 265/QD-TTg Approving the Scheme on Building Research and Development and Technical Assistance Capacity for Atomic Energy Development and Utilization and Safety and Security Assurance (",Country,,"Viet Nam",,,"Research & Development and Deployment (RD&D), Strategic planning, Technology development","Electricity and heat",,"Other low-carbon technologies and fuel switch",,"In force",2006,,,Unknown,Mitigation,http://faolex.fao.org/docs/pdf/vie114623.pdf,,,,,,
220105687,NPL,"Kathmandu Valley Air Quality Management Action Plan Nepal (2020)","Kathmandu Valley Air Quality Management Action Plan",Country,,Nepal,,,"Policy support, Strategic planning","Industry, Electricity and heat, Transport","The current action plan suggests ways to mitigate air pollution in Kathmandu Valley, where levels of PM 2.5 (particulate matter of diameter less than 2.5 micrometers, µm) are far beyond the 25 µg/ m3 ceiling set by the World Health Organization. Addressing indoor as well as outdoor air pollution and recognizing the importance of raising awareness, the plan recognizes the need to control air pollution emitted from the transportation, industrial, and construction sectors and inefficient waste management. It proposes the development of an environment-friendly and sustainable transport system, an air quality management decision support system, and possible policy and legal frameworks for the emergency management of air pollution.","Non-energy use",,"In force",2020,,,,Mitigation,https://www.icimod.org/success-stories/annual-report-2020/action-plan-to-reduce-air-pollution-and-improve-air-quality/,01/12/2021,,,,,
211002509,CHN,"Renewable Energy Law amendments China (2009)","Renewable Energy Law amendments",Country,,China,,,"Grid access and priority for renewables, Direct investment, Infrastructure investments, Tax relief, Institutional creation, Technology deployment and diffusion","Electricity and heat, Renewables",,Renewables,,"In force",2009,,,Unknown,Mitigation,http://www.chinadaily.com.cn/china/2009-12/26/content_9233691.htm,,,,,,
211003599,BLR,"Concept of Energy Security of the Republic of Belarus (Decree of the President of the Republic of Belarus No.433) Belarus (2007)","Concept of Energy Security (Decree of the President No.433)",Country,,Belarus,,,"Policy support, Strategic planning, Target, Political & non-binding renewable energy target, Political & non-binding energy efficiency target","Electricity and heat","Executive. Includes the following targets: (1) Reducing energy intensity of GDP by at least 31% by 2010, 50 % by 2015 and 60% by 2020 compared to 2005, (2) Production by 2012 of no less than 25 % of electricity and heat from local fuels and alternative energy sources, (3) Diversification of oil, natural gas, electricity, coal and nuclear fuel supplies, with imports from one country not supplying more than 65 % of the energy consumed from 2020","Renewables, Energy efficiency, Other low-carbon technologies and fuel switch",,Ended,2007,,2020,,Mitigation,https://www.climate-laws.org/geographies/belarus/policies/concept-of-energy-security-of-the-republic-of-belarus-decree-of-the-president-of-the-republic-of-belarus-no-433,,,,,,
211004285,PRK,"Law on Coal Democratic People's Republic of Korea (2009)","Law on Coal",Country,,"Democratic People's Republic of Korea",,,"Sectoral standards","Electricity and heat, Coal",,"Energy efficiency",,Unknown,2009,2009,,,Mitigation,http://unfccc.int/resource/docs/natc/prknc2.pdf,,,,,,
211105448,SAU,"Saudi Green Initiative Saudi Arabia (2021)","Saudi Green Initiative",Country,,"Saudi Arabia",,,"Voluntary approaches, Public voluntary schemes, Direct investment","Agriculture and forestry, Forestry, Electricity and heat, Buildings, Transport","This initiative includes a series of measure to decrease GHG emissions. The main objective presented consists on planting 10 billion trees across the country. Other targets include decarbonizing the transport sector through rail investments, increasing energy efficiency, and upscaling renewables (Target of 50% RE generation by 2030 from LSEG report is not included in the initiative's website)","Energy efficiency, Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch, Renewables",,"In force",2021,,,,Mitigation,https://www.saudigreeninitiative.org/targets/reducing-emissions/,01/10/2021,,,,,
211000684,CHN,"Distributed photovoltaic power generation service guide of Southern Power Grid Company Limited (Interim) China (2013)","Distributed photovoltaic power generation service guide of Southern Power Grid Company Limited (Interim)",Country,,China,,,"Infrastructure investments, Institutional creation, Codes and standards","Electricity and heat, Renewables",,Renewables,,"In force",2013,,,Unknown,Mitigation,https://www.iea.org/policies/5625-distributed-photovoltaic-power-generation-service-guide-of-china-southern-power-grid-company-limited-interim,,,,,,
211004851,UZB,"Resolution on Further Development of Renewable Energy and Energy Efficiency 2017-2025 Uzbekistan (2016)","Resolution on Further Development of Renewable Energy and Energy Efficiency 2017-2025",Country,,Uzbekistan,,,"Strategic planning","Electricity and heat, Renewables","In June 2017 a Resolution on Further Development of Renewable Energy and Energy Efficiency for 2017-2025 in Uzbekistan. Developments of capacities will increase Uzbekistan’s share of renewables in the generation from 12.7% in 2016 to 19.7% in 2025. (See reference for details.) IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,"In force",2016,,,Unknown,Mitigation,https://www.iea.org/policies/6379-resolution-on-further-development-of-renewable-energy-and-energy-efficiency-2017-2025?country=Uzbekistan&qs=uzbe,,{{{Comments}}},"Share of renewables (%)",19.7,,2025
211005250,DEU,"Amendment of the Renewable Energy Sources Act ""EEG 2021"" Germany (2020)","Amendment of the Renewable Energy Sources Act ""EEG 2021""",Country,,Germany,,,"Economic instruments, Feed-in tariffs or premiums, Tendering schemes, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables","This law established the target of a 65 percent share of renewable energies in gross electricity consumption in 2030 and to have all energy consumed in Germany generated in a GHG neutral manner in 2050.
For that goal, the law relies on feed-in premium tariffs and renewable tenders to onshore wind and solar PV until at least 2027. The EEG surcharge (so called renewable levy) will be capped for the years of 2023 and 2024, funded by the government.",Renewables,,"In force",2020,2021,2030,Unknown,Mitigation,"https://www.cleanenergywire.org/factsheets/whats-new-germanys-renewable-energy-act-2021
https://climateactiontracker.org/countries/germany/current-policy-projections/",01/05/2021,"Gross electricity consumption","Share of renewables (%)",65,,2030
211003504,UGA,"Biofuels Blending Mandate of Uganda Uganda (2015)","Biofuels Blending Mandate",Country,,Uganda,,,"Codes and standards, Product standards","Electricity and heat, General, Industry, Transport","Uganda introduced in June 2015 compulsory blending mandate of biofuels with fossil fuels up to 20%. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,"In force",2015,,,Unknown,Mitigation,https://www.iea.org/policies/5736-biofuels-blending-mandate-of-uganda?country=Uganda&qs=turk,,,,,,
211002486,AUS,"Renewable Energy Amendment Act Australia (2015)","Renewable Energy Amendment Act",Country,,Australia,,,"Fiscal or financial incentives, Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables","""The new target for large-scale generation of 33,000 GWh in 2020 will double the amount of large-scale renewable energy being delivered by the scheme compared to current levels and means that about 23.5 per cent of Australia’s electricity generation in 2020 will be from renewable sources.""
""Since January 2011 the RET scheme has operated in two parts—the Small-scale Renewable Energy Scheme (SRES) and the Large-scale Renewable Energy Target (LRET)."" ""The LRET includes legislated annual targets which will require significant investment in new renewable energy generation capacity in coming years. The large-scale targets ramp up until 2020 when the target will be 33,000 gigawatt-hours of renewable electricity generation."" ""The SRES creates a financial incentive for households, small businesses and community groups to install eligible small-scale renewable energy systems such as solar water heaters, heat pumps, solar photovoltaic (PV) systems, small-scale wind systems, or small-scale hydro systems. It does this by legislating demand for Small-scale Technology Certificates (STCs).""
""RET-liable entities with an obligation under the LRET also have a legal requirement under the SRES to buy STCs and surrender them to the Clean Energy Regulator on a quarterly basis."" (Source: https://www.environment.gov.au/climate-change/renewable-energy-target-scheme)",Renewables,,Ended,2015,2015,2020,High,Mitigation,"https://www.environment.gov.au/climate-change/renewable-energy-target-scheme
http://www.aph.gov.au/Parliamentary_Business/Bills_Legislation/Bills_Search_Results/Result?bId=r5463",,"Renewable electricity (GWh)","Share of renewables (%)",33000,,2020
211000514,RUS,"Climate Doctrine Russian Federation (2009)","Climate Doctrine",Country,,"Russian Federation",,,"Political & non-binding climate strategy, Strategic planning","Electricity and heat, General, Nuclear, Gas, Oil, Renewables","The Climate Doctrine itself is not a binding bill, but rather a declaration that sets strategic guidelines for climate action. However, on 25th April 2011, the Comprehensive Plan for Implementation of the Climate Doctrine to 2020 has been approved. Some of the main actions envisioned in the Doctrine are setting a price on carbon, and enhancing energy efficiency and the expansion of renewables and alternative energy sources.
The energy targets presented in the Doctrine are: to reduce the share of energy generated from natural gas to 46% or 47% by 2030 (from more than 50% currently); doubling the capacity of nuclear power plants; increase the share of electricity produced from renewables to 1.5% by 2010, 2.5% by 2015 and 4.5% by 2020; and limit the burning of gas produced from oil wells. RE target of 1.5% by 2010, 2.5% by 2015 and 4.5% by 2020 was superseded in 2014 by the State Program on Energy efficiency and Energy Development. Followed by the Comprehensive Plan for Implementation of the Climate Doctrine to 2020.
National, regional and local authorities are responsible for producing and implementing action plans that are in line with the Doctrine, creating fiscal and financial incentives for the development and deployment of technologies that enhance energy efficiency, and lead to adaptation to and mitigation of climate change. Furthermore, the responsibility to adopt measures that lead to energy efficiency in vehicles, building, services and the production of heat and electricity rest with the enterprises themselves.
1. Climate Doctrine of the Russian Federation, 2009,
2. Comprehensive Plan of Implementing the Russian Federation’s Climate Doctrine for the Period until 2020 (Introduced in April, 2011).","Renewables, Energy efficiency, Non-energy use, Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch",,"In force",2009,,,Unknown,"Mitigation, Adaptation","http://www.kremlin.ru/acts/6365
http://www.lse.ac.uk/GranthamInstitute/law/climate-doctrine-of-the-russian-federation/",,,,,,
211003080,AUS,"Victorian Renewable Energy Target Australia (2007)","Victorian Renewable Energy Target","Subnational region",,Australia,,,"Green certificates, Strategic planning, Obligation schemes, Other mandatory requirements, Renewable energy target","Electricity and heat","Increase the share of electricity consumption in Victoria from renewable energy sources to 10% by 2016.",Renewables,,Ended,2007,,2010,High,Mitigation,http://www.dpi.vic.gov.au/dpi/dpinenergy.nsf/childdocs/-3F827E74C37E0836CA25729D00101EB0-866B51F390263BA1CA2572B2001634F9-2D9B7B1F0DF350AECA2572B2001974E2?open,,"Share of renewables in electricity production","Share of renewables (%)",35,,2025
211205638,JPN,"Strategic Roadmap for Hydrogen and Fuel Cells Japan (2019)","Strategic Roadmap for Hydrogen and Fuel Cells",Country,,Japan,,,"Policy support, Strategic planning, Target","Electricity and heat, Renewables, Transport, Low-emissions mobility, Industry","In order to ensure the achievement of the goals set forth in the Basic Hydrogen Strategy and the Fifth Strategic Energy Plan toward the realization of a hydrogen-based society, on March 12, 2019, the Council for a Strategy for Hydrogen and Fuel Cells renewed the existing Strategic Roadmap for Hydrogen and Fuel Cells. The renewed roadmap defines: (i) new targets on the specification of basic technologies and the breakdown of costs; (ii) necessary measures for achieving these goals; and (iii) that Japan will convene a working group consisting of experts to review the status of implementation in each area stipulated by the roadmap.","Other low-carbon technologies and fuel switch, Renewables",,"In force",2019,,,,Mitigation,https://www.meti.go.jp/english/press/2019/0312_002.html,01/10/2021,,,,,
211001546,USA,"International Biofuels Forum (IBF) United States of America (2007)","International Biofuels Forum (IBF)",Country,,"United States of America",,,"Negotiated agreements (public-private sector), Voluntary approaches, Public voluntary schemes","Electricity and heat, Transport, Renewables",,"Renewables, Other low-carbon technologies and fuel switch",,Ended,2007,,,Unknown,Mitigation,http://www.un.org/News/briefings/docs/2007/070302_Biofuels.doc.htm,,,,,,
211004570,POL,"National Renewable Energy Action Plan (NREAP) of Poland 2010 Poland (2010)","National Renewable Energy Action Plan (NREAP)",Country,,Poland,,,"Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General","In 2010 Poland prepared and submitted to the European Commission its National Renewable Energy Action Plan (NREAP) fulfilling its obligations deriving from art. 4(1) of Directive 2009/28/EC of the European Parliament and of the Council of 23 April 2009 on the promotion of the use of energy from renewable sources.
Main goal of the NREAP is to outline a path of Poland to achieve its renewable energy target by 2020 set by the EU. By 2020 Poland is obliged to increase share of renewable energy share of its total annual energy consumption to 15%.
Sectoral targets for 2020:
RES-heating and cooling (district and non-district systems): 17,05%
RES-electricity: 19,13%
RES-transport: 10,14% IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,Ended,2010,,2020,Unknown,Mitigation,https://ec.europa.eu/energy/topics/renewable-energy/national-renewable-energy-action-plans-2020_en?redir=1,,"Share of renewable in the energy consumption","Share of renewables (%)",15,,2020
211002490,CAN,"Renewable Energy Deployment Initiative (Extension) Canada (2003)","Renewable Energy Deployment Initiative (Extension)",Country,,Canada,,,"Grants and subsidies, Advice or aid in implementation, Information provision, Professional training and qualification","Electricity and heat, Industry",,Renewables,,Ended,2003,,2007,Unknown,Mitigation,https://www.iea.org/policies/4255-renewable-energy-deployment-initiative-extension?country=Canada&page=7,,,,,,
211001368,ZAF,"General Fuel Levy South Africa (1983)","General Fuel Levy",Country,,"South Africa",,,"Energy and other taxes","Transport, Industry, Agriculture and forestry, Buildings, Electricity and heat","This tax applies to manufacturers of petroleum products in South Africa.","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,"In force",1983,1983,,Unknown,Mitigation,https://www.oecd.org/tax/tax-policy/taxing-energy-use-south-africa.pdf,,,,,,
211000099,KOR,"Act on the Creation and Facilitation of Use of Smart Grids Republic of Korea (2011)","Act on the Creation and Facilitation of Use of Smart Grids",Country,,"Republic of Korea",,,"Infrastructure investments","Electricity and heat",Legislative,"Renewables, Energy efficiency",,"In force",2011,,,Unknown,Mitigation,eng.me.go.kr/eng/file/readDownloadFile.do?fileId=97309&fileSeq=1,,,,,,
211000990,RUS,"Federal Law No. 261-FZ “On energy saving and improvement of energy efficiency” Russian Federation (2009)","Federal Law No. 261-FZ “On energy saving and improvement of energy efficiency”",Country,,"Russian Federation",,,"Fiscal or financial incentives, Tax relief, Performance label, Auditing, Building codes and standards, Product standards, Monitoring","Electricity and heat, Buildings, Appliances, Heating and cooling, Hot water and cooking, Industry, Construction","""This Law is a general law on Energy Efficiency which creates the general framework for energy
efficiency in Russia. The main focus in the Law is on the government and budget-funded sector.
The government should be the first to start an energy efficiency reform. No specific measures are
included for industry, but it can be expected that these will be developed in the future.""
""This law provides:
• a mandatory energy audit in budget-funded organizations, the first audit shall be performed
within the coming three years;
• an opportunity to enter into energy service agreements;
• an obligation to reduce energy consumption in comparable conditions by at least 3% per
annum within five years. The savings above this standard shall be kept by a budget-funded
institution and may be used, without limitation, for the staff salaries.
• a new ideology of public procurements. The Law introduces the right to set minimum energy
efficiency requirements upon procurement of any goods for government needs. The Russian
Ministry of Industry and Trade shall make proposals for changing the existing and/or
introducing new product energy efficiency requirements.
• requirements for household appliances and devices. The law introduces a requirement for
producers and importers to label their products according to energy efficiency classification
• changes in the tariff policy. One of the main incentives to increase energy efficiency of natural
monopolies and public utility organizations is the use of long-term tariff regulation methods,
first of all, return on invested capital method. Tariffs will be established for three years or
more, simultaneously with companies’ obligations to ensure reliability and quality of the
services provided.""
""The action plan of the Law consists of:
• Gradual phasing out of incandescent electric bulbs. Since 1 January 2011, it is prohibited to
produce, import, sell 100 or more Watt incandescent bulbs. Since 1 January 2011, it is
prohibited to purchase incandescent bulbs of any capacity used for lighting for government or
municipal needs. An approximate deadline is specified for a potential prohibition of production,
import and sale of 75 or more Watt incandescent bulbs - since 2013, and 25 or more Watt -
since 2014.
• Introduction of EE classes for goods and apartment buildings. The law introduces a requirement
for producers and importers to label their products according to energy efficiency classification:
o since 2011 – principal household energy-consuming appliances;
o since 2012 - computer and office equipment;
o since 2013 and further on – other goods, by decision of the Government of the Russian
Federation, and since the date specified by the Government of the Russian Federation.
• Introduction of energy accounting meters (“energy gauges”)
o By 1 January 2011 – installation of water, natural gas, thermal energy, electrical
energy meters in commercial and industrial buildings and constructions. Until 1 January
2011, all legal entities, government institutions shall be equipped with energy metering
devices, and not later than a month after their installation, pay for the energy
consumed based on the readings of the metering devices.
o By 1 January 2012 – installation of collective and individual meters in dwelling houses
and apartments. Until 1 January 2012, all owners of residential houses and flats in
multi-flat buildings shall have metering devices both in the building as a whole, and in
each flat (except for thermal energy), with the right to apply to an energy supply
organization for energy metering device installation on the terms of 5-year payment by
instalments.
• EE requirements for buildings, structures’ Project Design Documents (PDD).
• EE requirements for public procurements of goods, works, services.
• EE and ES requirements for federal, regional, municipal programs.
• State information system on ES and EE."" (NL Agency, 2011, http://www.iea.org/media/pams/russia/EnergyefficiencyinRussianIndustryv2022.pdf)
The law also sets in place administrative sanctions for non-compliance with the regulations.
""The Law calls for a number of follow-up implementing by-laws. Instruments: Tax incentives include investment tax credits of up to 30% for companies investing in energy efficiency technologies, accelerated depreciation of high energy efficiency assets or sites and partial compensation of interest on loans granted by Russian banks for the purpose of investing in energy saving and increased energy efficiency technologies."" (LSE Grantham Insitute database, http://www.lse.ac.uk/GranthamInstitute/law/energy-efficiency-legislation-federal-law-261-f3-on-saving-energy-and-increasing-energy-efficiency-increase-and-amending-certain-legislative-acts-of-the-russian-federation/) IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Energy efficiency",,"In force",2009,,,High,Mitigation,http://faolex.fao.org/cgi-bin/faolex.exe?rec_id=077080&database=faolex&search_type=link&table=result&lang=eng&format_name=@ERALL,,,,,,
211003422,IRN,"2014 Annual Budget Law Iran (2013)","2014 Annual Budget Law",Country,,Iran,,,"Direct investment, Infrastructure investments, Energy and other taxes, Feed-in tariffs or premiums, Negotiated agreements (public-private sector)","Electricity and heat","Legislative.
Including liquid fuel exchange purchase.
The Ministry of Energy is obliged to include in electricity bills an amount of 30 Rials per kilowatt-hour as electricity duties, in addition to the price of electricity sold, and to receive such amount from clients except rural households. The amount earned shall be deposited into the account of TAVANIR with Sate Treasury, and the exact amount shall be expended merely for development and maintenance of rural electricity grids as well as for generation of renewable and clean electricity. The mentioned funds shall not be considered as revenue for the related companies.","Renewables, Energy efficiency, Other low-carbon technologies and fuel switch",,"In force",2013,,,Unknown,Mitigation,"http://www.lse.ac.uk/GranthamInstitute/law/2014-annual-budget-law/
http://bpms.mporg.ir/ghavanin",,,,,,
211105533,CHN,"Energy Technology Innovation Action Plan 2016-2030 China (2016)","Energy Technology Innovation Action Plan 2016-2030",Country,,China,,,"Policy support, Strategic planning","Electricity and heat, Transport, Industry","Long-term plan to enhance innovation in energy technology and to reduce dependence on international suppliers for renewable energy projects",Renewables,,"In force",2016,2016,2030,,Mitigation,https://www.iea.org/policies/6272-china-energy-technology-innovation-action-plan-2016-2030?country=People%27s%20Republic%20Of%20China&page=2,01/10/2021,,,,,
211001753,IND,"Madhya Pradesh Biomass-Based Electricity (Power) Project Implementation Policy India (2011)","Madhya Pradesh Biomass-Based Electricity (Power) Project Implementation Policy","Subnational region",,India,,,"Tax relief, Strategic planning","Electricity and heat","Madhya Pradesh Biomass Power Policy 2011 was created considering the large potential of biomass based energy available in Madhya Pradesh and the need to prepare a new policy for implementation of biomass based power projects for investors/developers.
The maximum capacity of any project shall be no larger than 15 MW.",Renewables,,"In force",2011,,,Unknown,Mitigation,http://www.cbip.org/Policies2019/PD_07_Dec_2018_Policies/Madhya%20Pradesh/6-Biomass/1%20summary%20MP%20Biomass-Policy%202011.pdf,,,,,,
211002046,IND,"National Solar Mission (Phase I and II) India (2010)","National Solar Mission (Phase I and II)",Country,,India,,,"Other mandatory requirements, Tax relief, Grants and subsidies, Research programme, Grid access and priority for renewables, Direct investment, Demonstration project, Target, Renewable energy target, Loans, Policy support, Research & Development and Deployment (RD&D), Political & non-binding renewable energy target","Electricity and heat","The original targets of the ”National Solar Mission”, one of India’s major renewable energy-related policies launched in 2010, was scaled up in 2015 to 100 GW solar, 60 GW wind, 10 GW biomass, 5 GW small-scale hydro
Original target: 20,000 MW of Solar power by 2021-22
Revised target: 100,000 MW of Solar power by 2021-22 (approved in 2015)",Renewables,,"In force",2010,,2022,High,Mitigation,http://www.iitj.ac.in/CSP/material/JNNSM-Final.pdf,,"CD-LINKS policy status: implemented (Original target) / planned (revised target). Share of renewables in electriciy production (%), Solar electricity generation capacity (GW)","Share of renewables (%), Capacity of renewables (MW)","15, 100000",",","2020, 2022"
211000637,ITA,"Demand Side Management to Reduce GHG Emissions - ENEL Voluntary Agreement Italy (2000)","Demand Side Management to Reduce GHG Emissions - ENEL Voluntary Agreement",Country,,Italy,,,"Voluntary approaches, Information provision, Technology deployment and diffusion, Technology development, Regulatory Instruments","Electricity and heat, Buildings, Appliances, Transport",,"Energy efficiency, Renewables",,Ended,2000,,,Unknown,Mitigation,https://www.iea.org/policies/2331-demand-side-management-to-reduce-ghg-emissions-enel-voluntary-agreement,,,,,,
